month,store_id,channel,store_format,region,city,profit_profile,staff_count,orders,gmv,msrp_gmv,transaction_gmv,gross_sales,net_sales,recognized_revenue,cogs,gross_profit,gross_margin_pct,rent_expense,payroll_expense,utilities_expense,local_marketing_expense,logistics_expense,warehouse_expense,hq_sga,brand_marketing_expense,total_opex,store_direct_costs,store_cm,store_cm_pct,market_contribution,ebitda_proxy,operating_profit,operating_margin,bep_revenue,rent_to_sales_ratio,payroll_to_sales_ratio,sales_per_staff
2026-01-01,S067,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,Stable,41,288,83381.27,394636.16,83381.27,83381.27,79849.32,63095.38,37246.86,25848.52,0.4097,10605.84,13853.36,3416.76,3608.32,4806.57,4811.12,6154.24,1368.51,48624.72,31484.28,-5635.76,-0.0893,-15253.45,-22776.2,-22776.2,-0.361,76852.08,0.1681,0.2196,1538.91
2026-01-01,S068,Himaxx Warehouse Outlet,Mall Warehouse,East China,Suzhou,Stable,54,259,67884.57,345100.96,67884.57,67884.57,65308.07,47803.0,28570.71,19232.29,0.4023,9063.29,12820.48,2396.09,2796.24,6023.19,3663.54,4206.57,2539.13,43508.53,27076.1,-7843.81,-0.1641,-17530.54,-24276.24,-24276.24,-0.5078,67299.26,0.1896,0.2682,885.24
2026-01-01,S069,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,Stable,52,281,77661.65,403380.67,77661.65,77661.65,75193.31,53508.63,34476.41,19032.22,0.3557,13835.66,23110.16,3373.13,4668.51,6044.62,6858.55,7609.62,2228.48,67728.74,44987.47,-25955.25,-0.4851,-38858.41,-48696.52,-48696.52,-0.9101,126481.18,0.2586,0.4319,1029.01
2026-01-01,S070,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,Loss Making,42,132,39535.38,189963.09,39535.38,39535.38,37288.4,23762.5,13398.12,10364.38,0.4362,25757.44,34935.28,5131.64,7380.92,12439.5,8532.49,13397.02,2841.55,110415.84,73205.28,-62840.9,-2.6445,-83812.89,-100051.46,-100051.46,-4.2105,167838.34,1.084,1.4702,565.77
2026-01-01,S071,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,Stable,79,260,73783.46,370026.39,73783.46,73783.46,72413.84,54371.65,32298.66,22072.99,0.406,16755.96,19585.06,3661.33,6117.86,8437.57,5110.08,8733.12,1869.49,70270.46,46120.21,-24047.22,-0.4423,-37594.87,-48197.47,-48197.47,-0.8864,113606.36,0.3082,0.3602,688.25
2026-01-01,S072,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,At Risk,59,151,40769.08,209281.53,40769.08,40769.08,39227.43,29636.52,19183.27,10453.25,0.3527,12262.71,17508.67,3387.31,5127.8,6577.33,5257.12,6061.72,1733.61,57916.27,38286.49,-27833.24,-0.9392,-39667.69,-47463.02,-47463.02,-1.6015,108547.9,0.4138,0.5908,502.31
2026-01-01,S073,Himaxx Warehouse Outlet,Mall Warehouse,North China,Tianjin,High Profit,65,294,81619.32,422537.06,81619.32,81619.32,79230.78,61305.69,39154.75,22150.94,0.3613,8754.11,14034.8,1761.64,2690.5,5113.81,4167.84,4400.34,1222.37,42145.4,27241.05,-5090.11,-0.083,-14371.76,-19994.46,-19994.46,-0.3261,75393.24,0.1428,0.2289,943.16
2026-01-01,S074,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Tianjin,High Profit,59,343,97392.98,496235.87,97392.98,97392.98,95215.75,72831.63,44225.08,28606.55,0.3928,5338.41,8880.92,1098.09,1560.68,2845.4,2632.5,2746.68,695.47,25798.16,16878.1,11728.45,0.161,6250.55,2808.39,2808.39,0.0386,42971.27,0.0733,0.1219,1234.43
2026-01-01,S075,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,Stable,35,249,65452.0,326027.74,65452.0,65452.0,63677.1,49003.7,29986.01,19017.69,0.3881,6699.29,10373.8,1996.15,1909.41,3528.93,3003.97,4644.45,3166.62,35322.61,20978.65,-1960.96,-0.04,-8493.86,-16304.92,-16304.92,-0.3327,54056.59,0.1367,0.2117,1400.11
2026-01-01,S076,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,At Risk,57,187,51493.05,263316.01,51493.05,51493.05,50098.37,36646.64,22201.65,14444.99,0.3942,10295.5,17427.87,2399.08,2701.53,6156.62,5605.58,4154.5,1502.64,50243.32,32823.98,-18378.99,-0.5015,-30141.2,-35798.33,-35798.33,-0.9769,83273.76,0.2809,0.4756,642.92
2026-02-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,North China,Beijing,High Profit,73,351,103026.91,519779.39,103026.91,103026.91,97229.12,73860.81,46915.52,26945.29,0.3648,12512.82,17722.19,2205.97,2965.86,4726.59,5925.21,6476.92,1507.29,54042.85,35406.85,-8461.56,-0.1146,-19113.35,-27097.56,-27097.56,-0.3669,97055.12,0.1694,0.2399,1011.79
2026-02-01,S002,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Nanjing,Stable,84,222,64026.77,317281.56,64026.77,64026.77,61665.97,45633.13,27557.84,18075.29,0.3961,6417.69,12173.07,1887.05,2455.24,3163.2,2879.92,3663.15,956.6,33595.9,22933.03,-4857.74,-0.1065,-10900.86,-15520.61,-15520.61,-0.3401,57897.06,0.1406,0.2668,543.25
2026-02-01,S003,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,At Risk,100,160,45498.72,224912.24,45498.72,45498.72,43832.26,34564.51,20623.84,13940.67,0.4033,20500.03,29889.76,4229.33,4312.75,6565.29,7417.57,9964.61,2382.26,85261.6,58931.87,-44991.2,-1.3017,-58974.06,-71320.93,-71320.93,-2.0634,146115.72,0.5931,0.8648,345.65
2026-02-01,S004,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Xiamen,Stable,34,195,51106.92,298909.67,51106.92,51106.92,49181.17,38596.12,27631.79,10964.33,0.2841,14203.61,22934.63,4394.85,5824.65,8741.87,8564.66,10085.74,2191.9,76941.91,47357.74,-36393.41,-0.9429,-53699.94,-65977.58,-65977.58,-1.7094,166706.49,0.368,0.5942,1135.18
2026-02-01,S005,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,At Risk,45,193,53222.79,269509.92,53222.79,53222.79,51447.69,38045.81,22944.36,15101.45,0.3969,15510.79,21149.46,3928.86,3794.37,8340.73,6212.99,9974.56,2075.11,70986.87,44383.48,-29282.03,-0.7697,-43835.76,-55885.42,-55885.42,-1.4689,111817.45,0.4077,0.5559,845.46
2026-02-01,S006,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,At Risk,77,203,55219.68,274716.98,55219.68,55219.68,53252.89,41008.44,25269.52,15738.92,0.3838,15286.03,27547.54,5131.24,4066.53,6788.89,5472.5,8914.21,2067.64,75274.58,52031.34,-36292.42,-0.885,-48553.81,-59535.66,-59535.66,-1.4518,135569.91,0.3728,0.6718,532.58
2026-02-01,S007,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Wuhan,Stable,70,234,62792.26,325625.02,62792.26,62792.26,59186.89,47917.2,31854.92,16062.28,0.3352,11831.11,15046.29,2202.54,3822.38,6337.13,5731.85,4023.19,1464.34,50458.83,32902.32,-16840.04,-0.3514,-28909.01,-34396.55,-34396.55,-0.7178,98154.62,0.2469,0.314,684.53
2026-02-01,S008,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,High Profit,40,337,86502.0,448002.94,86502.0,86502.0,82310.59,65201.74,39112.03,26089.71,0.4001,8167.91,11726.07,1465.82,2282.28,4633.65,2433.06,3832.21,1015.3,35556.3,23642.07,2447.64,0.0375,-4619.07,-9466.59,-9466.59,-0.1452,59084.76,0.1253,0.1798,1630.04
2026-02-01,S009,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,High Profit,51,291,77506.58,381497.84,77506.58,77506.58,74135.44,57659.43,34556.61,23102.82,0.4007,18023.93,20948.49,3596.13,4344.34,5697.04,4071.33,9138.29,1974.03,67793.58,46912.89,-23810.07,-0.4129,-33578.44,-44690.76,-44690.76,-0.7751,117083.99,0.3126,0.3633,1130.58
2026-02-01,S010,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,Stable,38,255,68102.48,337549.51,68102.48,68102.48,65088.44,50629.09,28585.16,22043.93,0.4354,6927.17,9885.69,1725.52,2056.05,4703.1,3593.35,5086.94,1214.83,35192.65,20594.43,1449.5,0.0286,-6846.95,-13148.72,-13148.72,-0.2597,47299.97,0.1368,0.1953,1332.34
2026-02-01,S011,Himaxx Warehouse Outlet,Community Warehouse,West China,Chengdu,At Risk,57,216,65489.2,318219.66,65489.2,65489.2,63451.84,46934.02,25755.9,21178.12,0.4512,13715.65,23778.22,5773.3,6207.5,7931.16,5084.38,10132.14,2239.01,74861.36,49474.66,-28296.54,-0.6029,-41312.09,-53683.24,-53683.24,-1.1438,109643.58,0.2922,0.5066,823.4
2026-02-01,S012,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,High Profit,63,349,94067.46,497722.5,94067.46,94067.46,90279.72,68804.59,45057.7,23746.89,0.3451,8848.8,18705.95,3673.89,2863.67,4679.55,4899.26,5914.44,1411.15,50996.7,34092.31,-10345.42,-0.1504,-19924.23,-27249.81,-27249.81,-0.396,98779.56,0.1286,0.2719,1092.14
2026-02-01,S013,Himaxx Warehouse Outlet,Community Warehouse,South China,Shenzhen,High Profit,49,309,86701.76,421699.45,86701.76,86701.76,82353.39,64615.45,39351.49,25263.96,0.391,14053.24,20126.04,2441.41,5220.05,5926.23,5752.27,6714.38,1811.57,62045.2,41840.74,-16576.78,-0.2565,-28255.28,-36781.24,-36781.24,-0.5692,107012.45,0.2175,0.3115,1318.68
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,Stable,39,201,56343.99,276583.98,56343.99,56343.99,53527.61,41662.21,26465.68,15196.53,0.3648,12081.09,18039.77,3136.48,2789.36,6464.77,4789.45,5153.46,2416.94,54871.31,36046.7,-20850.17,-0.5005,-32104.38,-39674.78,-39674.78,-0.9523,98824.21,0.29,0.433,1068.26
2026-02-01,S015,Himaxx Warehouse Outlet,Mall Warehouse,East China,Hangzhou,Stable,64,196,60178.78,302293.63,60178.78,60178.78,58293.3,45333.49,28328.43,17005.06,0.3751,10988.09,16545.07,3946.74,3077.76,5677.56,6210.85,6150.05,1578.6,54174.72,34557.66,-17552.6,-0.3872,-29441.01,-37169.66,-37169.66,-0.8199,92126.66,0.2424,0.365,708.34
2026-02-01,S016,Himaxx Warehouse Outlet,Shopping Center Warehouse,West China,Chengdu,High Profit,74,351,108007.66,511243.86,108007.66,108007.66,104219.63,76907.84,43991.44,32916.4,0.428,13807.36,16198.46,3175.34,4995.68,5642.55,4355.22,5440.39,1589.68,55204.67,38176.84,-5260.44,-0.0684,-15258.2,-22288.27,-22288.27,-0.2898,89198.64,0.1795,0.2106,1039.3
2026-02-01,S017,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Hangzhou,Stable,37,216,56244.41,279799.84,56244.41,56244.41,52977.72,37822.99,21381.13,16441.86,0.4347,13778.41,19869.47,2938.77,3234.04,7226.01,3595.11,4597.03,1572.5,56811.33,39820.69,-23378.83,-0.6181,-34199.94,-40369.47,-40369.47,-1.0673,91603.84,0.3643,0.5253,1022.24
2026-02-01,S018,Himaxx Warehouse Outlet,Mall Warehouse,West China,Xi'an,High Profit,58,300,79968.93,392438.26,79968.93,79968.93,78235.87,61032.42,36235.07,24797.35,0.4063,8196.48,9673.97,1687.23,1738.22,3904.69,3411.07,3980.99,1330.59,33923.25,21295.9,3501.45,0.0574,-3814.32,-9125.9,-9125.9,-0.1495,52414.48,0.1343,0.1585,1052.28
2026-02-01,S019,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Qingdao,At Risk,57,195,53791.61,259089.06,53791.61,53791.61,51980.43,38369.22,21536.17,16833.05,0.4387,18186.89,35699.37,3947.6,9091.61,13295.66,5883.21,10636.8,2902.18,99643.33,66925.47,-50092.42,-1.3055,-69271.29,-82810.28,-82810.28,-2.1582,152549.79,0.474,0.9304,673.14
2026-02-01,S020,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Shanghai,High Profit,107,335,95881.64,489549.34,95881.64,95881.64,92606.61,64230.73,38787.49,25443.24,0.3961,8034.55,10745.39,2378.29,2279.39,3728.04,2636.24,3254.07,976.65,34032.61,23437.62,2005.62,0.0312,-4358.65,-8589.37,-8589.37,-0.1337,59167.6,0.1251,0.1673,600.29
2026-02-01,S021,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,Central China,Changsha,High Profit,35,275,58929.88,352204.81,58929.88,58929.88,56759.15,44161.25,32137.86,12023.39,0.2723,9135.47,16109.21,2301.79,3630.93,5589.54,4155.79,6210.41,1429.45,48562.61,31177.41,-19154.02,-0.4337,-28899.36,-36539.22,-36539.22,-0.8274,114512.91,0.2069,0.3648,1261.75
2026-02-01,S022,Himaxx Warehouse Outlet,Mall Warehouse,South China,Xiamen,At Risk,70,199,48441.29,257579.85,48441.29,48441.29,46109.27,33255.35,20638.44,12616.91,0.3794,18555.24,29345.43,4096.16,9398.92,13056.33,10285.25,13850.39,2915.99,101503.72,61395.75,-48778.84,-1.4668,-72120.42,-88886.81,-88886.81,-2.6729,161825.44,0.558,0.8824,475.08
2026-02-01,S023,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,Stable,59,269,70474.44,355943.52,70474.44,70474.44,68110.34,48509.64,27688.98,20820.66,0.4292,17269.87,26142.99,4803.89,4134.25,6516.17,7589.88,6766.01,2041.33,75264.39,52351.01,-31530.35,-0.65,-45636.39,-54443.73,-54443.73,-1.1223,121971.57,0.356,0.5389,822.2
2026-02-01,S024,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,Loss Making,54,165,45589.78,225408.59,45589.78,45589.78,42830.22,31539.31,19816.81,11722.5,0.3717,16164.18,22103.04,5447.73,5622.49,6798.68,6151.01,6876.7,9601.02,78764.85,49337.45,-37614.95,-1.1926,-50564.64,-67042.35,-67042.35,-2.1257,132742.08,0.5125,0.7008,584.06
2026-02-01,S025,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Hangzhou,Stable,74,269,75214.95,374408.04,75214.95,75214.95,71348.17,53316.13,31822.62,21493.51,0.4031,8553.09,12212.71,2066.78,3354.32,4356.42,2319.63,2824.23,1014.01,36701.18,26186.89,-4693.38,-0.088,-11369.44,-15207.67,-15207.67,-0.2852,64958.39,0.1604,0.2291,720.49
2026-02-01,S026,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,High Profit,51,354,96540.05,459795.78,96540.05,96540.05,93206.14,69814.97,40684.58,29130.39,0.4173,9491.63,15521.46,2224.1,3943.74,5082.47,4113.0,4744.78,1223.64,46344.8,31180.92,-2050.53,-0.0294,-11246.0,-17214.41,-17214.41,-0.2466,74729.35,0.136,0.2223,1368.92
2026-02-01,S027,Himaxx Warehouse Outlet,Shopping Center Warehouse,West China,Chengdu,Loss Making,38,94,25461.01,125153.27,25461.01,25461.01,24130.81,18143.93,10336.78,7807.15,0.4303,21349.02,30600.4,4779.45,4586.06,9918.39,4719.82,7562.55,2353.99,85869.69,61314.93,-53507.78,-2.9491,-68145.99,-78062.54,-78062.54,-4.3024,142496.79,1.1766,1.6865,477.47
2026-02-01,S028,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Chongqing,At Risk,51,178,53313.73,270863.04,53313.73,53313.73,51602.07,42272.77,27165.9,15106.87,0.3574,15742.43,27926.57,4845.02,3909.78,5989.5,5946.29,8174.15,2168.33,74702.08,52423.81,-37316.94,-0.8828,-49252.73,-59595.21,-59595.21,-1.4098,146694.81,0.3724,0.6606,828.88
2026-02-01,S029,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Suzhou,Stable,51,237,64782.89,328927.28,64782.89,64782.89,61544.15,49259.41,29852.08,19407.33,0.394,10937.87,19386.96,3352.95,3358.03,5476.39,4537.3,5333.54,1562.41,53945.45,37035.82,-17628.49,-0.3579,-27642.17,-34538.12,-34538.12,-0.7011,94003.79,0.222,0.3936,965.87
2026-02-01,S030,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,At Risk,55,207,53662.04,268882.6,53662.04,53662.04,52371.6,35806.81,20176.61,15630.2,0.4365,15281.17,16680.04,3007.5,5672.77,6786.99,6703.08,6874.56,1764.52,62770.62,40641.47,-25011.27,-0.6985,-38501.34,-47140.42,-47140.42,-1.3165,93104.47,0.4268,0.4658,651.03
2026-02-01,S031,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Xi'an,At Risk,73,172,45394.43,231006.6,45394.43,45394.43,43095.24,31882.78,19710.75,12172.03,0.3818,11715.51,15574.68,2002.57,4196.89,4309.78,4173.52,5489.08,1287.44,48749.48,33489.66,-21317.63,-0.6686,-29800.93,-36577.45,-36577.45,-1.1472,87721.06,0.3675,0.4885,436.75
2026-02-01,S032,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Wuhan,Stable,46,246,72603.58,352933.93,72603.58,72603.58,69755.91,55097.01,33499.01,21598.0,0.392,15547.19,17665.66,2515.08,5036.15,4992.37,3840.23,7898.38,1771.16,59266.22,40764.08,-19166.08,-0.3479,-27998.68,-37668.22,-37668.22,-0.6837,103990.14,0.2822,0.3206,1197.76
2026-02-01,S033,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,At Risk,77,189,57247.77,291308.55,57247.77,57247.77,54828.62,39685.71,25413.97,14271.74,0.3596,15564.17,20313.79,2598.11,4368.76,7103.96,5729.02,6201.11,1706.43,63585.35,42844.82,-28573.08,-0.72,-41406.06,-49313.61,-49313.61,-1.2426,119139.45,0.3922,0.5119,515.4
2026-02-01,S034,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,High Profit,99,341,98588.36,483937.33,98588.36,98588.36,95563.23,71750.31,42376.88,29373.43,0.4094,10240.39,14800.99,2494.52,2892.95,5312.04,3422.35,5525.47,1165.54,45854.25,30428.85,-1055.42,-0.0147,-9789.81,-16480.82,-16480.82,-0.2297,74328.39,0.1427,0.2063,724.75
2026-02-01,S035,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,West China,Chongqing,At Risk,22,184,48276.86,287817.92,48276.86,48276.86,46511.59,34324.42,23878.53,10445.89,0.3043,14104.96,23025.77,4443.68,3872.25,9152.47,6014.61,9625.74,2014.26,72253.74,45446.66,-35000.77,-1.0197,-50167.85,-61807.85,-61807.85,-1.8007,149334.36,0.4109,0.6708,1560.2
2026-02-01,S036,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,Stable,68,230,65038.11,334984.26,65038.11,65038.11,61819.56,52195.16,33921.45,18273.71,0.3501,11554.25,15346.66,1787.14,3682.62,5447.72,4093.1,5216.4,1332.75,48460.65,32370.67,-14096.96,-0.2701,-23637.78,-30186.94,-30186.94,-0.5783,92460.27,0.2214,0.294,767.58
2026-02-01,S037,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,At Risk,58,160,42112.11,218905.5,42112.11,42112.11,40243.48,28739.42,17447.13,11292.29,0.3929,20653.99,30553.08,7048.86,7369.32,8830.11,12665.97,12536.85,6254.6,105912.77,65625.25,-54332.96,-1.8905,-75829.03,-94620.48,-94620.48,-3.2924,167019.41,0.7187,1.0631,495.51
2026-02-01,S038,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,High Profit,72,302,75194.85,371088.74,75194.85,75194.85,71351.77,51370.72,28632.46,22738.26,0.4426,8370.51,11751.28,1491.14,1854.78,3967.27,1978.73,2553.8,941.26,32908.77,23467.71,-729.45,-0.0142,-6675.45,-10170.51,-10170.51,-0.198,53018.71,0.1629,0.2288,713.48
2026-02-01,S039,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Shenzhen,Stable,31,270,63225.57,387024.53,63225.57,63225.57,61293.11,45793.68,32659.17,13134.51,0.2868,18293.8,28896.79,5606.67,5958.84,8960.99,6100.27,9467.64,2433.68,85718.68,58756.1,-45621.59,-0.9962,-60682.85,-72584.17,-72584.17,-1.585,204854.09,0.3995,0.631,1477.22
2026-02-01,S040,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,High Profit,95,322,84889.78,439666.88,84889.78,84889.78,81935.64,65510.43,42362.66,23147.77,0.3533,8409.14,12051.96,2671.53,2689.73,3138.5,3650.3,4090.93,1042.07,37744.16,25822.36,-2674.59,-0.0408,-9463.39,-14596.39,-14596.39,-0.2228,73079.77,0.1284,0.184,689.58
2026-02-01,S041,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,Loss Making,42,161,41737.14,204084.93,41737.14,41737.14,39882.75,30317.0,18828.47,11488.53,0.3789,12993.45,19430.99,5016.96,5472.52,7825.88,6939.83,6621.29,3836.26,68137.18,42913.92,-31425.39,-1.0366,-46191.1,-56648.65,-56648.65,-1.8685,113245.24,0.4286,0.6409,721.83
2026-02-01,S042,Himaxx Warehouse Outlet,Community Warehouse,East China,Shanghai,High Profit,51,303,83506.47,425968.62,83506.47,83506.47,80226.99,62263.06,39964.95,22298.11,0.3581,5276.18,7897.22,1474.79,1247.63,2576.02,2002.91,2458.37,1907.97,24841.1,15895.83,6402.28,0.1028,1823.35,-2542.99,-2542.99,-0.0408,44385.95,0.0847,0.1268,1220.84
2026-02-01,S043,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Hangzhou,Stable,51,265,67021.48,344792.46,67021.48,67021.48,64292.43,48582.98,29797.11,18785.87,0.3867,10642.48,17731.12,3224.67,4844.27,6887.91,3974.96,5177.82,1548.31,54031.55,36442.55,-17656.68,-0.3634,-28519.55,-35245.68,-35245.68,-0.7255,94245.7,0.2191,0.365,952.61
2026-02-01,S044,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,High Profit,58,278,82179.07,418830.88,82179.07,82179.07,79225.97,58005.44,35006.86,22998.58,0.3965,12001.76,18001.44,3551.56,5604.64,4801.54,5667.83,4765.77,2918.95,57313.5,39159.41,-16160.83,-0.2786,-26630.19,-34314.92,-34314.92,-0.5916,98765.17,0.2069,0.3103,1000.09
2026-02-01,S045,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,Stable,56,249,69773.19,353299.68,69773.19,69773.19,66365.88,51024.65,31492.07,19532.58,0.3828,18198.78,26221.56,4029.61,4127.92,6613.29,4361.91,7296.65,2028.12,72877.82,52577.86,-33045.28,-0.6476,-44020.48,-53345.24,-53345.24,-1.0455,137348.31,0.3567,0.5139,911.15
2026-02-01,S046,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,High Profit,36,277,74915.48,366327.66,74915.48,74915.48,73114.28,52410.4,28573.7,23836.7,0.4548,12611.81,18994.0,3274.28,4515.68,6630.73,4526.65,5973.7,1501.64,58028.48,39395.76,-15559.06,-0.2969,-26716.44,-34191.78,-34191.78,-0.6524,86620.54,0.2406,0.3624,1455.84
2026-02-01,S047,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,Stable,67,253,69428.2,361110.88,69428.2,69428.2,66694.67,52166.46,34651.13,17515.33,0.3358,11219.69,19669.44,4100.6,2992.8,5915.03,4181.87,4965.47,1634.81,54679.7,37982.52,-20467.19,-0.3923,-30564.09,-37164.37,-37164.37,-0.7124,113124.54,0.2151,0.3771,778.6
2026-02-01,S048,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,Stable,45,225,54523.34,276056.66,54523.34,54523.34,51488.95,37261.04,20985.05,16275.99,0.4368,11811.41,15734.96,2484.65,3623.08,5105.83,4683.57,6047.7,1384.34,50875.54,33654.1,-17378.11,-0.4664,-27167.51,-34599.55,-34599.55,-0.9286,77045.19,0.317,0.4223,828.02
2026-02-01,S049,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,High Profit,62,325,78448.9,401270.1,78448.9,78448.9,75122.61,57076.14,35024.38,22051.76,0.3864,10481.93,15937.63,2928.78,2576.21,5393.88,3773.01,4574.6,1210.51,46876.54,31924.55,-9872.79,-0.173,-19039.68,-24824.78,-24824.78,-0.4349,82629.68,0.1836,0.2792,920.58
2026-02-01,S050,Himaxx Warehouse Outlet,Community Warehouse,East China,Suzhou,At Risk,34,198,55617.99,270848.48,55617.99,55617.99,52621.86,40945.74,24848.29,16097.45,0.3931,13976.3,27545.41,4545.97,6702.21,8601.86,5888.8,8304.93,2239.49,77804.98,52769.9,-36672.45,-0.8956,-51163.11,-61707.53,-61707.53,-1.5071,134226.38,0.3413,0.6727,1204.29
2026-02-01,S051,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Qingdao,Stable,72,248,69266.2,337121.09,69266.2,69266.2,65812.24,50677.58,29015.74,21661.84,0.4274,10333.6,15362.14,2010.81,3719.16,4583.9,3314.35,5168.99,1209.03,45701.98,31425.71,-9763.87,-0.1927,-17662.13,-24040.14,-24040.14,-0.4744,73520.03,0.2039,0.3031,703.86
2026-02-01,S052,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,Stable,36,206,59297.81,286524.82,59297.81,59297.81,57543.98,43930.4,25547.37,18383.03,0.4185,11178.49,14556.44,3224.38,4145.85,5517.0,4027.4,3693.61,1361.98,47705.16,33105.17,-14722.14,-0.3351,-24266.54,-29322.13,-29322.13,-0.6675,79112.27,0.2545,0.3314,1220.29
2026-02-01,S053,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Chongqing,High Profit,104,326,91059.76,452903.9,91059.76,91059.76,87616.8,68477.36,42442.91,26034.45,0.3802,8876.71,12105.83,2903.53,3752.6,5105.95,3381.15,3240.94,1178.06,40544.78,27638.67,-1604.22,-0.0234,-10091.33,-14510.33,-14510.33,-0.2119,72696.89,0.1296,0.1768,658.44
2026-02-01,S054,Himaxx Warehouse Outlet,Community Warehouse,North China,Tianjin,High Profit,52,309,87609.84,445774.24,87609.84,87609.84,84634.7,63872.77,39892.52,23980.25,0.3754,7359.21,11517.05,2454.4,2630.02,2948.83,2664.09,4669.03,956.53,35199.15,23960.67,19.58,0.0003,-5593.34,-11218.9,-11218.9,-0.1756,63820.62,0.1152,0.1803,1228.32
2026-02-01,S055,Himaxx Warehouse Outlet,Mall Warehouse,South China,Xiamen,High Profit,79,327,80138.26,403060.88,80138.26,80138.26,77440.79,58182.26,33354.05,24828.21,0.4267,13127.61,17136.82,4066.59,4633.19,6406.71,4175.71,8870.81,1797.31,60214.74,38964.2,-14135.99,-0.243,-24718.42,-35386.53,-35386.53,-0.6082,91308.46,0.2256,0.2945,736.48
2026-02-01,S056,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,High Profit,88,278,69739.66,364576.42,69739.66,69739.66,67026.5,48243.2,32170.87,16072.33,0.3332,7178.06,12341.22,2604.24,1904.19,4496.41,2976.09,4364.0,1060.7,36924.91,24027.72,-7955.39,-0.1649,-15427.88,-20852.58,-20852.58,-0.4322,72122.33,0.1488,0.2558,548.22
2026-02-01,S057,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Shanghai,Stable,73,248,67171.04,344952.24,67171.04,67171.04,62845.63,47803.86,28811.65,18992.21,0.3973,20881.93,32814.08,6449.13,4683.59,9900.15,6047.51,7722.39,2645.57,91144.34,64828.72,-45836.51,-0.9588,-61784.17,-72152.13,-72152.13,-1.5093,163175.49,0.4368,0.6864,654.85
