month,sku,brand_owner,brand,category,business_mode,standard_cost,inbound_freight_rate,packaging_cost_per_unit,handling_cost_per_unit,product_development_cost_per_unit,royalty_rate,royalty_cost_per_unit,landed_cost_per_unit,unit_economic_cost
2026-01-01,SKU00443,External Brand,Reebok Underwear,Kids Apparel,Consignment,14.75,0.059,2.08,1.88,2.43,0.0718,39.36,22.01,61.37
2026-01-01,SKU00444,External Brand,Skechers,Basketball Shoes,Consignment,35.43,0.0264,4.83,1.04,1.56,0.0,0.0,43.79,43.79
2026-01-01,SKU00445,Himaxx Own,Brand B,Underwear,Own Brand,47.71,0.0721,2.92,2.69,7.41,0.0,0.0,64.16,64.16
2026-01-01,SKU00446,External Brand,Reebok Underwear,Training Shoes,Consignment,18.43,0.0474,4.27,1.14,2.85,0.0399,47.65,27.56,75.21
2026-01-01,SKU00447,Himaxx Own,Brand B,Running Shoes,Own Brand,128.05,0.0674,2.76,0.91,14.71,0.0,0.0,155.06,155.06
2026-01-01,SKU00448,External Brand,Nike,Yoga Apparel,Consignment,13.45,0.0635,4.0,2.95,2.14,0.0,0.0,23.4,23.4
2026-01-01,SKU00449,External Brand,Puma,Underwear,Buyout,48.88,0.0673,2.5,1.06,3.28,0.0,0.0,59.01,59.01
2026-01-01,SKU00450,External Brand,Adidas,Accessories,Buyout,86.68,0.0236,0.78,1.28,2.39,0.0,0.0,93.16,93.16
2026-01-01,SKU00451,Himaxx Own,Brand B,Sportswear,Own Brand,71.25,0.027,2.09,1.36,5.24,0.0,0.0,81.86,81.86
2026-01-01,SKU00452,External Brand,Patagonia,Bags,Consignment,14.99,0.0791,2.5,2.94,3.53,0.0,0.0,25.15,25.15
2026-01-01,SKU00453,External Brand,Under Armour,Accessories,Buyout,12.15,0.033,3.43,2.46,0.27,0.0,0.0,18.71,18.71
2026-01-01,SKU00454,External Brand,Adidas,Performance Apparel,Consignment,30.59,0.0792,2.71,0.32,2.93,0.0,0.0,38.97,38.97
2026-01-01,SKU00455,External Brand,Cole Haan,Performance Apparel,Buyout,211.7,0.0778,1.74,3.37,2.71,0.0,0.0,235.99,235.99
2026-01-01,SKU00456,External Brand,Fila,Running Shoes,Buyout,95.53,0.0659,0.97,1.75,2.56,0.0,0.0,107.11,107.11
2026-01-01,SKU00457,External Brand,New Balance,Basketball Shoes,Consignment,9.41,0.0215,3.01,2.75,1.14,0.0,0.0,16.51,16.51
2026-01-01,SKU00458,External Brand,The North Face,Lifestyle Apparel,Buyout,59.82,0.0405,4.5,1.72,1.57,0.0,0.0,70.03,70.03
2026-01-01,SKU00459,External Brand,Salomon,Performance Apparel,Consignment,52.71,0.0308,2.82,1.52,1.86,0.0,0.0,60.54,60.54
2026-01-01,SKU00460,External Brand,Patagonia,Lifestyle Apparel,Buyout,81.49,0.0417,1.28,2.68,0.56,0.0,0.0,89.41,89.41
2026-01-01,SKU00461,Himaxx Own,Brand A,Outdoor Apparel,Own Brand,301.18,0.0641,4.09,2.59,7.62,0.0,0.0,334.8,334.8
2026-01-01,SKU00462,Himaxx Own,Brand A,Sportswear,Own Brand,207.37,0.0449,3.7,1.11,11.24,0.0,0.0,232.73,232.73
2026-01-01,SKU00463,External Brand,Skechers,Basketball Shoes,Consignment,22.48,0.0749,4.68,0.52,0.01,0.0,0.0,29.38,29.38
2026-01-01,SKU00464,External Brand,Reebok Underwear,Accessories,Buyout,39.96,0.0676,2.6,0.7,0.93,0.0496,24.24,46.88,71.12
2026-01-01,SKU00465,External Brand,Under Armour,Training Shoes,Consignment,30.99,0.0295,2.76,1.1,0.69,0.0,0.0,36.46,36.46
2026-01-01,SKU00466,External Brand,Champion,Accessories,Buyout,77.14,0.0591,2.74,0.51,1.74,0.0,0.0,86.69,86.69
2026-01-01,SKU00467,External Brand,Cole Haan,Kids Apparel,Buyout,28.4,0.0704,1.93,3.1,2.43,0.0,0.0,37.86,37.86
2026-01-01,SKU00468,External Brand,Brooks Brothers,Performance Apparel,Buyout,264.24,0.0508,1.31,0.68,3.62,0.0732,127.9,283.27,411.16
2026-01-01,SKU00469,External Brand,New Balance,Lifestyle Apparel,Consignment,39.17,0.0378,2.71,0.54,0.93,0.0,0.0,44.83,44.83
2026-01-01,SKU00470,External Brand,Fila,Bags,Buyout,251.01,0.0749,1.61,2.75,2.68,0.0,0.0,276.85,276.85
2026-01-01,SKU00471,External Brand,Brooks Brothers,Outdoor Apparel,Buyout,247.74,0.0284,1.16,0.38,0.71,0.0322,64.14,257.04,321.18
2026-01-01,SKU00472,Himaxx Own,Brand A,Performance Apparel,Own Brand,40.18,0.0215,1.56,2.26,8.95,0.0,0.0,53.81,53.81
2026-01-01,SKU00473,External Brand,Puma,Running Shoes,Consignment,27.6,0.0527,3.25,0.38,0.79,0.0,0.0,33.47,33.47
2026-01-01,SKU00474,External Brand,Nike,Running Shoes,Consignment,28.84,0.0337,4.31,0.92,1.84,0.0,0.0,36.87,36.87
2026-01-01,SKU00475,Himaxx Own,Brand A,Basketball Shoes,Own Brand,209.55,0.0439,4.36,1.91,8.31,0.0,0.0,233.32,233.32
2026-01-01,SKU00476,External Brand,New Balance,Training Shoes,Buyout,100.39,0.0661,3.81,3.16,3.61,0.0,0.0,117.61,117.61
2026-01-01,SKU00477,Himaxx Own,Brand B,Accessories,Own Brand,82.22,0.0774,3.38,1.6,14.96,0.0,0.0,108.53,108.53
2026-01-01,SKU00478,External Brand,Columbia,Basketball Shoes,Buyout,188.75,0.0557,4.34,2.13,0.89,0.0,0.0,206.63,206.63
2026-01-01,SKU00479,External Brand,Nike,Running Shoes,Buyout,159.27,0.0396,3.61,0.7,0.81,0.0,0.0,170.7,170.7
2026-01-01,SKU00480,External Brand,Adidas,Running Shoes,Consignment,8.98,0.0423,4.15,1.95,3.62,0.0,0.0,19.09,19.09
2026-01-01,SKU00481,External Brand,New Balance,Yoga Apparel,Buyout,155.34,0.0494,1.72,2.64,1.53,0.0,0.0,168.89,168.89
2026-01-01,SKU00482,External Brand,Columbia,Accessories,Consignment,8.74,0.0767,4.65,2.22,0.22,0.0,0.0,16.5,16.5
2026-01-01,SKU00483,External Brand,Adidas,Performance Apparel,Buyout,173.33,0.0799,4.45,2.15,1.16,0.0,0.0,194.94,194.94
2026-01-01,SKU00484,Himaxx Own,Brand A,Basketball Shoes,Own Brand,226.84,0.0654,4.98,2.29,11.13,0.0,0.0,260.09,260.09
2026-01-01,SKU00485,External Brand,Columbia,Yoga Apparel,Consignment,5.82,0.0724,4.48,3.0,1.41,0.0,0.0,15.14,15.14
2026-01-01,SKU00486,External Brand,Lululemon,Yoga Apparel,Buyout,48.98,0.0624,1.49,0.51,1.27,0.0,0.0,55.3,55.3
2026-01-01,SKU00487,External Brand,New Balance,Outdoor Apparel,Consignment,60.1,0.0452,3.02,2.81,1.77,0.0,0.0,70.42,70.42
2026-01-01,SKU00488,External Brand,Adidas,Yoga Apparel,Consignment,19.81,0.0577,3.14,1.42,2.2,0.0,0.0,27.71,27.71
2026-01-01,SKU00489,External Brand,Puma,Accessories,Buyout,78.22,0.0451,3.45,2.27,3.2,0.0,0.0,90.67,90.67
2026-01-01,SKU00490,External Brand,Columbia,Running Shoes,Buyout,97.33,0.0442,2.15,1.7,3.33,0.0,0.0,108.82,108.82
2026-01-01,SKU00491,External Brand,Adidas,Accessories,Consignment,10.64,0.0703,0.72,2.84,3.8,0.0,0.0,18.75,18.75
2026-01-01,SKU00492,External Brand,Lululemon,Kids Apparel,Buyout,23.45,0.0277,3.39,2.83,1.63,0.0,0.0,31.96,31.96
2026-01-01,SKU00493,External Brand,New Balance,Performance Apparel,Buyout,236.72,0.0571,2.24,2.19,3.39,0.0,0.0,258.07,258.07
2026-01-01,SKU00494,External Brand,Hoka,Lifestyle Apparel,Buyout,87.61,0.0504,3.22,1.97,3.7,0.0,0.0,100.91,100.91
2026-01-01,SKU00495,External Brand,Nike,Underwear,Consignment,14.96,0.0435,0.74,2.36,3.75,0.0,0.0,22.46,22.46
2026-01-01,SKU00496,External Brand,Cole Haan,Performance Apparel,Buyout,67.52,0.026,4.84,1.46,3.44,0.0,0.0,79.02,79.02
2026-01-01,SKU00497,External Brand,Columbia,Lifestyle Apparel,Buyout,41.97,0.022,2.13,3.23,0.96,0.0,0.0,49.22,49.22
2026-01-01,SKU00498,External Brand,Brooks Brothers,Performance Apparel,Buyout,49.69,0.0339,3.31,2.12,3.03,0.073,26.72,59.84,86.56
2026-01-01,SKU00499,External Brand,New Balance,Kids Apparel,Buyout,45.8,0.0225,3.17,0.85,2.64,0.0,0.0,53.49,53.49
2026-01-01,SKU00500,External Brand,Hoka,Kids Apparel,Consignment,29.73,0.0463,4.04,2.04,0.92,0.0,0.0,38.11,38.11
2026-02-01,SKU00001,External Brand,Reebok Underwear,Basketball Shoes,Buyout,29.42,0.0493,4.24,1.05,1.76,0.0482,27.91,37.91,65.82
2026-02-01,SKU00002,External Brand,Hoka,Bags,Consignment,23.01,0.0562,4.28,2.54,2.23,0.0,0.0,33.35,33.35
2026-02-01,SKU00003,External Brand,Fila,Bags,Buyout,133.95,0.0353,1.16,2.0,3.12,0.0,0.0,144.96,144.96
2026-02-01,SKU00004,External Brand,Puma,Accessories,Consignment,24.72,0.0696,0.62,3.22,2.98,0.0,0.0,33.27,33.27
2026-02-01,SKU00005,External Brand,Nike,Performance Apparel,Buyout,249.21,0.0555,3.75,1.79,0.39,0.0,0.0,268.97,268.97
2026-02-01,SKU00006,External Brand,Asics,Sportswear,Consignment,2.89,0.031,0.54,1.01,3.71,0.0,0.0,8.24,8.24
2026-02-01,SKU00007,External Brand,On Running,Outdoor Apparel,Buyout,92.42,0.0695,3.07,1.66,2.16,0.0,0.0,105.73,105.73
2026-02-01,SKU00008,External Brand,Brooks Brothers,Yoga Apparel,Consignment,14.98,0.0498,2.84,1.71,0.97,0.0561,18.95,21.25,40.19
2026-02-01,SKU00009,External Brand,Reebok Underwear,Accessories,Consignment,20.35,0.0459,2.05,1.16,0.28,0.0463,20.41,24.77,45.19
2026-02-01,SKU00010,External Brand,Fila,Kids Apparel,Consignment,20.29,0.0652,0.6,3.34,0.21,0.0,0.0,25.76,25.76
2026-02-01,SKU00011,External Brand,Champion,Kids Apparel,Buyout,163.2,0.0282,4.66,3.04,0.9,0.0,0.0,176.41,176.41
2026-02-01,SKU00012,External Brand,Under Armour,Yoga Apparel,Buyout,55.43,0.0598,2.96,0.94,2.43,0.0,0.0,65.08,65.08
2026-02-01,SKU00013,External Brand,Reebok Underwear,Outdoor Apparel,Consignment,109.14,0.0263,4.2,1.48,0.12,0.0637,144.57,117.82,262.39
2026-02-01,SKU00014,External Brand,On Running,Underwear,Consignment,6.51,0.0305,4.81,1.34,2.19,0.0,0.0,15.05,15.05
2026-02-01,SKU00015,Himaxx Own,Brand B,Sportswear,Own Brand,155.12,0.0271,1.96,1.91,11.08,0.0,0.0,174.27,174.27
2026-02-01,SKU00016,External Brand,Cole Haan,Underwear,Buyout,30.07,0.0686,3.13,2.74,1.22,0.0,0.0,39.22,39.22
2026-02-01,SKU00017,External Brand,Lululemon,Sportswear,Consignment,13.62,0.0294,1.53,1.12,2.29,0.0,0.0,18.96,18.96
2026-02-01,SKU00018,External Brand,Adidas,Training Shoes,Consignment,30.95,0.0461,3.86,1.48,1.13,0.0,0.0,38.85,38.85
2026-02-01,SKU00019,Himaxx Own,Brand A,Bags,Own Brand,52.57,0.0418,3.2,2.89,3.6,0.0,0.0,64.46,64.46
2026-02-01,SKU00020,External Brand,Salomon,Kids Apparel,Consignment,12.97,0.0454,0.51,1.78,3.68,0.0,0.0,19.53,19.53
2026-02-01,SKU00021,External Brand,The North Face,Outdoor Apparel,Buyout,100.62,0.0523,4.14,2.41,3.27,0.0,0.0,115.7,115.7
2026-02-01,SKU00022,External Brand,Reebok Underwear,Outdoor Apparel,Buyout,282.92,0.0609,3.3,1.38,2.41,0.0562,90.94,307.25,398.19
2026-02-01,SKU00023,Himaxx Own,Brand A,Outdoor Apparel,Own Brand,237.34,0.0779,4.84,1.79,8.29,0.0,0.0,270.74,270.74
2026-02-01,SKU00024,External Brand,Nike,Lifestyle Apparel,Consignment,20.65,0.0795,4.86,1.15,2.68,0.0,0.0,30.99,30.99
2026-02-01,SKU00025,External Brand,Under Armour,Performance Apparel,Consignment,44.55,0.073,2.52,1.47,1.64,0.0,0.0,53.43,53.43
2026-02-01,SKU00026,Himaxx Own,Brand A,Performance Apparel,Own Brand,240.32,0.0333,4.38,1.55,5.18,0.0,0.0,259.43,259.43
2026-02-01,SKU00027,Himaxx Own,Brand A,Performance Apparel,Own Brand,376.08,0.0244,1.25,0.76,12.47,0.0,0.0,399.76,399.76
2026-02-01,SKU00028,External Brand,Asics,Outdoor Apparel,Buyout,180.83,0.0777,1.81,0.58,2.34,0.0,0.0,199.61,199.61
2026-02-01,SKU00029,External Brand,Adidas,Bags,Consignment,13.19,0.042,4.74,1.73,0.82,0.0,0.0,21.03,21.03
2026-02-01,SKU00030,External Brand,Cole Haan,Basketball Shoes,Consignment,54.62,0.0273,1.74,0.75,3.36,0.0,0.0,61.96,61.96
2026-02-01,SKU00031,Himaxx Own,Brand B,Running Shoes,Own Brand,113.54,0.0788,3.98,1.34,10.62,0.0,0.0,138.42,138.42
2026-02-01,SKU00032,External Brand,Cole Haan,Bags,Consignment,31.26,0.0297,3.96,2.76,1.81,0.0,0.0,40.73,40.73
2026-02-01,SKU00033,External Brand,Lululemon,Outdoor Apparel,Consignment,12.3,0.0436,1.49,2.64,0.42,0.0,0.0,17.38,17.38
2026-02-01,SKU00034,External Brand,Lululemon,Yoga Apparel,Consignment,11.99,0.0573,3.9,2.5,3.32,0.0,0.0,22.39,22.39
2026-02-01,SKU00035,External Brand,Reebok Underwear,Performance Apparel,Buyout,105.76,0.047,2.1,1.08,0.66,0.0632,41.16,114.57,155.73
2026-02-01,SKU00036,Himaxx Own,Brand A,Performance Apparel,Own Brand,258.65,0.0344,1.03,2.42,3.48,0.0,0.0,274.48,274.48
2026-02-01,SKU00037,External Brand,Reebok Underwear,Yoga Apparel,Buyout,88.29,0.0345,3.71,1.92,0.34,0.0599,49.87,97.31,147.18
2026-02-01,SKU00038,External Brand,Lululemon,Training Shoes,Consignment,12.84,0.0292,2.27,3.32,0.53,0.0,0.0,19.34,19.34
2026-02-01,SKU00039,Himaxx Own,Brand B,Yoga Apparel,Own Brand,47.01,0.0605,1.62,0.57,10.87,0.0,0.0,62.91,62.91
2026-02-01,SKU00040,External Brand,Adidas,Accessories,Consignment,7.66,0.0609,0.59,2.88,3.35,0.0,0.0,14.94,14.94
2026-02-01,SKU00041,External Brand,Adidas,Yoga Apparel,Consignment,48.2,0.0404,2.11,0.72,1.71,0.0,0.0,54.68,54.68
2026-02-01,SKU00042,External Brand,Cole Haan,Performance Apparel,Consignment,63.3,0.0726,4.5,0.67,0.48,0.0,0.0,73.55,73.55
2026-02-01,SKU00043,Himaxx Own,Brand A,Running Shoes,Own Brand,131.33,0.0411,4.81,0.76,6.36,0.0,0.0,148.65,148.65
2026-02-01,SKU00044,External Brand,On Running,Sportswear,Buyout,89.1,0.0455,2.57,2.28,3.95,0.0,0.0,101.95,101.95
2026-02-01,SKU00045,External Brand,On Running,Kids Apparel,Consignment,37.16,0.0231,2.36,0.88,0.6,0.0,0.0,41.86,41.86
2026-02-01,SKU00046,External Brand,Nike,Performance Apparel,Consignment,15.52,0.0417,3.46,0.98,3.12,0.0,0.0,23.73,23.73
2026-02-01,SKU00047,External Brand,On Running,Running Shoes,Consignment,44.24,0.0254,2.42,1.74,0.17,0.0,0.0,49.7,49.7
2026-02-01,SKU00048,External Brand,Adidas,Sportswear,Consignment,27.07,0.0541,2.34,2.87,1.08,0.0,0.0,34.83,34.83
2026-02-01,SKU00049,External Brand,Asics,Bags,Buyout,138.23,0.0467,3.95,2.3,2.27,0.0,0.0,153.19,153.19
2026-02-01,SKU00050,External Brand,Lululemon,Performance Apparel,Consignment,9.38,0.0582,4.73,2.55,3.72,0.0,0.0,20.93,20.93
2026-02-01,SKU00051,External Brand,Salomon,Sportswear,Buyout,30.67,0.0451,1.24,1.69,1.85,0.0,0.0,36.83,36.83
2026-02-01,SKU00052,Himaxx Own,Brand B,Kids Apparel,Own Brand,53.34,0.0257,0.74,3.35,9.45,0.0,0.0,68.24,68.24
2026-02-01,SKU00053,External Brand,Nike,Basketball Shoes,Consignment,31.34,0.0731,2.62,2.23,2.53,0.0,0.0,41.01,41.01
2026-02-01,SKU00054,External Brand,Adidas,Performance Apparel,Consignment,67.74,0.0348,2.95,2.47,3.4,0.0,0.0,78.91,78.91
2026-02-01,SKU00055,External Brand,Adidas,Underwear,Consignment,7.5,0.0746,3.86,0.71,3.71,0.0,0.0,16.35,16.35
2026-02-01,SKU00056,External Brand,New Balance,Underwear,Buyout,18.75,0.0412,3.07,2.64,2.41,0.0,0.0,27.65,27.65
2026-02-01,SKU00057,Himaxx Own,Brand A,Accessories,Own Brand,39.12,0.0478,3.1,3.22,7.41,0.0,0.0,54.72,54.72
2026-02-01,SKU00058,External Brand,Skechers,Basketball Shoes,Consignment,37.48,0.058,4.71,0.82,0.52,0.0,0.0,45.7,45.7
2026-02-01,SKU00059,External Brand,Columbia,Outdoor Apparel,Buyout,108.78,0.0755,4.07,1.8,3.27,0.0,0.0,126.14,126.14
2026-02-01,SKU00060,Himaxx Own,Brand A,Outdoor Apparel,Own Brand,74.61,0.0223,3.64,0.42,8.56,0.0,0.0,88.9,88.9
2026-02-01,SKU00061,External Brand,Brooks Brothers,Kids Apparel,Consignment,23.92,0.0256,3.05,1.01,0.49,0.0528,29.71,29.08,58.79
2026-02-01,SKU00062,External Brand,Salomon,Training Shoes,Consignment,36.34,0.0784,1.63,1.48,1.4,0.0,0.0,43.7,43.7
2026-02-01,SKU00063,External Brand,Puma,Kids Apparel,Buyout,33.42,0.067,1.39,3.11,2.94,0.0,0.0,43.09,43.09
2026-02-01,SKU00064,External Brand,Reebok Underwear,Training Shoes,Buyout,170.14,0.0697,3.58,0.68,2.69,0.0388,56.83,188.94,245.77
2026-02-01,SKU00065,External Brand,Asics,Sportswear,Buyout,50.09,0.0741,2.45,0.78,0.85,0.0,0.0,57.88,57.88
2026-02-01,SKU00066,External Brand,Hoka,Yoga Apparel,Buyout,92.96,0.0397,2.38,2.2,0.95,0.0,0.0,102.18,102.18
2026-02-01,SKU00067,External Brand,Cole Haan,Performance Apparel,Buyout,263.02,0.0707,3.24,3.05,2.51,0.0,0.0,290.41,290.41
2026-02-01,SKU00068,Himaxx Own,Brand B,Yoga Apparel,Own Brand,93.98,0.0429,3.76,2.46,4.52,0.0,0.0,108.75,108.75
2026-02-01,SKU00069,External Brand,Under Armour,Bags,Consignment,8.89,0.026,2.63,1.29,3.89,0.0,0.0,16.93,16.93
2026-02-01,SKU00070,External Brand,Columbia,Bags,Consignment,55.54,0.0377,2.11,2.44,2.98,0.0,0.0,65.17,65.17
2026-02-01,SKU00071,External Brand,Cole Haan,Kids Apparel,Buyout,67.2,0.0742,4.52,2.7,0.45,0.0,0.0,79.86,79.86
2026-02-01,SKU00072,Himaxx Own,Brand B,Training Shoes,Own Brand,119.58,0.0373,2.36,3.41,12.53,0.0,0.0,142.33,142.33
2026-02-01,SKU00073,External Brand,The North Face,Basketball Shoes,Consignment,32.59,0.0362,4.22,2.33,3.62,0.0,0.0,43.94,43.94
2026-02-01,SKU00074,External Brand,Champion,Outdoor Apparel,Buyout,159.47,0.063,3.42,2.9,1.09,0.0,0.0,176.92,176.92
2026-02-01,SKU00075,External Brand,Skechers,Training Shoes,Consignment,26.9,0.0494,0.56,1.56,0.04,0.0,0.0,30.39,30.39
2026-02-01,SKU00076,External Brand,Asics,Yoga Apparel,Buyout,99.19,0.057,3.8,2.7,2.86,0.0,0.0,114.2,114.2
2026-02-01,SKU00077,External Brand,Lululemon,Kids Apparel,Buyout,215.24,0.0683,4.11,0.85,3.42,0.0,0.0,238.33,238.33
2026-02-01,SKU00078,External Brand,Champion,Accessories,Buyout,101.76,0.0724,1.95,2.91,3.33,0.0,0.0,117.32,117.32
2026-02-01,SKU00079,External Brand,Cole Haan,Performance Apparel,Buyout,162.99,0.0311,4.17,0.66,2.03,0.0,0.0,174.92,174.92
2026-02-01,SKU00080,External Brand,Nike,Sportswear,Consignment,51.92,0.0701,1.6,1.62,2.79,0.0,0.0,61.57,61.57
2026-02-01,SKU00081,External Brand,Reebok Underwear,Training Shoes,Consignment,30.5,0.0783,3.19,3.38,2.42,0.0326,35.5,41.87,77.38
2026-02-01,SKU00082,Himaxx Own,Brand B,Basketball Shoes,Own Brand,192.17,0.0509,4.64,1.51,12.03,0.0,0.0,220.14,220.14
2026-02-01,SKU00083,External Brand,Adidas,Underwear,Consignment,25.53,0.0754,1.44,0.74,0.42,0.0,0.0,30.06,30.06
2026-02-01,SKU00084,External Brand,Cole Haan,Kids Apparel,Buyout,33.26,0.0642,4.2,2.55,3.5,0.0,0.0,45.64,45.64
2026-02-01,SKU00085,External Brand,Brooks Brothers,Accessories,Buyout,59.63,0.0461,2.14,2.45,0.35,0.0757,33.35,67.33,100.68
2026-02-01,SKU00086,External Brand,Brooks Brothers,Accessories,Buyout,35.21,0.027,4.0,3.14,2.91,0.0463,15.96,46.21,62.17
2026-02-01,SKU00087,External Brand,The North Face,Underwear,Consignment,20.43,0.0249,4.62,0.83,2.32,0.0,0.0,28.71,28.71
2026-02-01,SKU00088,External Brand,The North Face,Performance Apparel,Buyout,59.15,0.0772,3.68,3.49,2.77,0.0,0.0,73.66,73.66
2026-02-01,SKU00089,External Brand,Puma,Training Shoes,Buyout,174.95,0.0651,1.76,0.99,2.99,0.0,0.0,192.08,192.08
2026-02-01,SKU00090,External Brand,Cole Haan,Sportswear,Buyout,34.23,0.033,2.53,2.25,0.24,0.0,0.0,40.38,40.38
2026-02-01,SKU00091,Himaxx Own,Brand B,Outdoor Apparel,Own Brand,184.95,0.0716,3.36,2.26,6.4,0.0,0.0,210.22,210.22
2026-02-01,SKU00092,External Brand,Skechers,Accessories,Buyout,48.61,0.073,2.24,1.73,1.9,0.0,0.0,58.03,58.03
2026-02-01,SKU00093,External Brand,Columbia,Running Shoes,Consignment,25.35,0.0215,2.91,0.47,2.39,0.0,0.0,31.66,31.66
2026-02-01,SKU00094,External Brand,Cole Haan,Training Shoes,Buyout,55.17,0.0475,3.15,0.43,3.48,0.0,0.0,64.86,64.86
2026-02-01,SKU00095,External Brand,Puma,Lifestyle Apparel,Consignment,47.02,0.0729,1.0,3.31,1.21,0.0,0.0,55.97,55.97
2026-02-01,SKU00096,External Brand,Reebok Underwear,Sportswear,Buyout,139.14,0.0372,1.15,3.32,2.08,0.0566,49.97,150.87,200.83
2026-02-01,SKU00097,External Brand,Nike,Lifestyle Apparel,Consignment,26.36,0.0473,1.69,0.94,1.49,0.0,0.0,31.73,31.73
2026-02-01,SKU00098,External Brand,Reebok Underwear,Bags,Consignment,20.45,0.0598,2.24,2.39,2.52,0.0798,124.34,28.83,153.16
2026-02-01,SKU00099,External Brand,Adidas,Bags,Buyout,95.7,0.0651,4.59,2.72,0.23,0.0,0.0,109.47,109.47
2026-02-01,SKU00100,Himaxx Own,Brand B,Underwear,Own Brand,33.17,0.0237,2.71,2.98,10.14,0.0,0.0,49.79,49.79
2026-02-01,SKU00101,Himaxx Own,Brand B,Underwear,Own Brand,21.4,0.024,4.43,1.74,7.25,0.0,0.0,35.32,35.32
2026-02-01,SKU00102,External Brand,Lululemon,Outdoor Apparel,Consignment,32.27,0.0784,2.28,3.04,1.81,0.0,0.0,41.93,41.93
2026-02-01,SKU00103,External Brand,Puma,Basketball Shoes,Buyout,89.65,0.0363,1.41,1.5,3.89,0.0,0.0,99.7,99.7
2026-02-01,SKU00104,External Brand,The North Face,Outdoor Apparel,Consignment,35.59,0.0581,3.18,2.57,2.31,0.0,0.0,45.71,45.71
2026-02-01,SKU00105,External Brand,Nike,Performance Apparel,Buyout,124.42,0.0706,4.66,1.66,3.87,0.0,0.0,143.38,143.38
2026-02-01,SKU00106,External Brand,Skechers,Training Shoes,Buyout,78.14,0.0684,1.3,2.13,2.59,0.0,0.0,89.51,89.51
2026-02-01,SKU00107,External Brand,New Balance,Kids Apparel,Buyout,59.48,0.0283,2.07,3.13,2.95,0.0,0.0,69.31,69.31
2026-02-01,SKU00108,Himaxx Own,Brand A,Lifestyle Apparel,Own Brand,91.78,0.0304,4.22,1.89,14.64,0.0,0.0,115.32,115.32
2026-02-01,SKU00109,External Brand,Brooks Brothers,Sportswear,Buyout,68.03,0.0781,1.79,2.4,2.07,0.0355,19.09,79.6,98.7
2026-02-01,SKU00110,External Brand,Nike,Underwear,Consignment,3.69,0.0701,2.72,1.08,1.92,0.0,0.0,9.67,9.67
2026-02-01,SKU00111,External Brand,Puma,Training Shoes,Buyout,51.31,0.0692,1.8,2.11,0.71,0.0,0.0,59.47,59.47
2026-02-01,SKU00112,External Brand,Nike,Sportswear,Consignment,13.48,0.0691,3.95,2.75,1.76,0.0,0.0,22.87,22.87
2026-02-01,SKU00113,External Brand,Patagonia,Kids Apparel,Buyout,170.1,0.0663,2.16,2.65,2.24,0.0,0.0,188.43,188.43
2026-02-01,SKU00114,External Brand,Adidas,Performance Apparel,Buyout,40.5,0.0752,4.37,3.24,2.75,0.0,0.0,53.92,53.92
2026-02-01,SKU00115,External Brand,Champion,Lifestyle Apparel,Buyout,53.82,0.0703,3.17,3.33,0.38,0.0,0.0,64.48,64.48
2026-02-01,SKU00116,External Brand,Columbia,Yoga Apparel,Buyout,41.88,0.0289,4.71,2.06,3.34,0.0,0.0,53.2,53.2
2026-02-01,SKU00117,External Brand,Cole Haan,Training Shoes,Buyout,63.59,0.0711,0.64,0.89,2.44,0.0,0.0,72.08,72.08
2026-02-01,SKU00118,External Brand,Hoka,Basketball Shoes,Consignment,38.89,0.0389,3.57,2.86,2.44,0.0,0.0,49.27,49.27
2026-02-01,SKU00119,External Brand,Columbia,Yoga Apparel,Buyout,217.22,0.0577,2.97,1.86,3.93,0.0,0.0,238.51,238.51
2026-02-01,SKU00120,External Brand,Skechers,Outdoor Apparel,Buyout,192.14,0.062,2.62,0.99,3.53,0.0,0.0,211.19,211.19
2026-02-01,SKU00121,External Brand,Brooks Brothers,Yoga Apparel,Consignment,15.53,0.0361,4.38,2.2,2.19,0.0585,58.82,24.87,83.69
2026-02-01,SKU00122,External Brand,Champion,Basketball Shoes,Buyout,139.05,0.0639,2.15,0.46,3.39,0.0,0.0,153.94,153.94
2026-02-01,SKU00123,Himaxx Own,Brand A,Lifestyle Apparel,Own Brand,36.34,0.0452,0.99,2.92,9.98,0.0,0.0,51.88,51.88
2026-02-01,SKU00124,External Brand,Patagonia,Running Shoes,Consignment,48.89,0.0558,4.36,3.0,1.76,0.0,0.0,60.73,60.73
2026-02-01,SKU00125,External Brand,Columbia,Running Shoes,Buyout,117.41,0.0338,2.02,2.4,1.06,0.0,0.0,126.86,126.86
2026-02-01,SKU00126,External Brand,Hoka,Basketball Shoes,Consignment,5.28,0.0254,1.13,2.47,0.65,0.0,0.0,9.67,9.67
2026-02-01,SKU00127,External Brand,Skechers,Kids Apparel,Buyout,115.67,0.0679,4.37,1.57,2.5,0.0,0.0,131.97,131.97
2026-02-01,SKU00128,External Brand,Reebok Underwear,Kids Apparel,Consignment,4.37,0.0453,2.42,2.52,2.18,0.0518,8.65,11.68,20.33
2026-02-01,SKU00129,External Brand,Hoka,Training Shoes,Buyout,86.28,0.0651,2.46,0.45,1.47,0.0,0.0,96.28,96.28
2026-02-01,SKU00130,External Brand,Reebok Underwear,Performance Apparel,Consignment,18.75,0.0208,3.2,0.37,3.13,0.0472,20.39,25.85,46.24
