month,store_id,channel,store_format,primary_marketing_channel,marketing_spend,new_customers,orders,gmv,recognized_revenue,gross_profit,cac,roas,revenue_per_order,gross_profit_per_order
2026-03-01,S017,Himaxx Warehouse Outlet,Shopping Center Warehouse,WeChat,3004.11,29,258,63310.09,48107.92,19250.93,103.59,21.0745,186.46,74.62
2026-03-01,S018,Himaxx Warehouse Outlet,Mall Warehouse,Mall Promotion,3000.0,39,306,76378.01,55719.85,20961.58,76.92,25.4593,182.09,68.5
2026-03-01,S019,Himaxx Warehouse Outlet,Shopping Center Warehouse,Search Ads,3000.0,23,187,47872.5,37420.9,16241.48,130.43,15.9575,200.11,86.85
2026-03-01,S020,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,5477.52,39,337,112115.57,85465.77,32393.59,140.45,20.4683,253.61,96.12
2026-03-01,S021,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,Xiaohongshu,4219.26,47,358,83912.99,59165.79,16069.81,89.77,19.8881,165.27,44.89
2026-03-01,S022,Himaxx Warehouse Outlet,Mall Warehouse,WeChat,3092.6,25,209,59658.47,44899.16,16669.63,123.7,19.2907,214.83,79.76
2026-03-01,S023,Himaxx Warehouse Outlet,Mall Warehouse,WeChat,3000.0,39,341,93931.61,67730.06,26399.51,76.92,31.3105,198.62,77.42
2026-03-01,S024,Himaxx Warehouse Outlet,Mall Warehouse,Mall Promotion,3000.0,22,154,36634.57,27561.19,10014.99,136.36,12.2115,178.97,65.03
2026-03-01,S025,Himaxx Warehouse Outlet,Shopping Center Warehouse,Search Ads,3000.0,32,279,73063.08,54872.44,23400.54,93.75,24.3544,196.68,83.87
2026-03-01,S026,Himaxx Warehouse Outlet,Shopping Center Warehouse,WeChat,4471.27,46,389,113336.75,77987.04,33217.21,97.2,25.3478,200.48,85.39
2026-03-01,S027,Himaxx Warehouse Outlet,Shopping Center Warehouse,Search Ads,3000.0,8,109,32911.38,23444.52,10705.92,375.0,10.9705,215.09,98.22
2026-03-01,S028,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,3000.0,22,182,42480.75,27923.66,10487.37,136.36,14.1602,153.43,57.62
2026-03-01,S029,Himaxx Warehouse Outlet,Warehouse Outlet,Member Coupon,3000.0,27,250,68211.95,51301.13,19037.24,111.11,22.7373,205.2,76.15
2026-03-01,S030,Himaxx Warehouse Outlet,Warehouse Outlet,Member Coupon,3000.0,25,235,63162.34,45214.65,16312.97,120.0,21.0541,192.4,69.42
2026-03-01,S031,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,3000.0,26,208,57866.58,37844.47,15586.94,115.38,19.2889,181.94,74.94
2026-03-01,S032,Himaxx Warehouse Outlet,Mall Warehouse,Offline Event,3000.0,29,241,62407.02,44937.2,18034.54,103.45,20.8023,186.46,74.83
2026-03-01,S033,Himaxx Warehouse Outlet,Mall Warehouse,Offline Event,3498.48,31,232,68094.21,46698.4,20255.85,112.85,19.4639,201.29,87.31
2026-03-01,S034,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,3000.0,48,375,99580.11,73355.58,26679.94,62.5,33.1934,195.61,71.15
2026-03-01,S035,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,Xiaohongshu,3149.1,21,198,42583.27,29538.3,8287.72,149.96,13.5224,149.18,41.86
2026-03-01,S036,Himaxx Warehouse Outlet,Warehouse Outlet,WeChat,3000.0,33,267,64324.2,45084.37,18258.92,90.91,21.4414,168.86,68.39
2026-03-01,S037,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,3000.0,21,195,47473.01,34078.05,14024.45,142.86,15.8243,174.76,71.92
2026-03-01,S038,Himaxx Warehouse Outlet,Warehouse Outlet,Member Coupon,4758.79,42,347,100873.49,70673.2,29161.99,113.3,21.1973,203.67,84.04
2026-03-01,S039,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,Xiaohongshu,3000.0,33,292,68805.57,47997.41,15605.6,90.91,22.9352,164.37,53.44
2026-03-01,S040,Himaxx Warehouse Outlet,Warehouse Outlet,Member Coupon,4814.38,48,406,102075.24,73929.01,29591.62,100.3,21.2021,182.09,72.89
2026-03-01,S041,Himaxx Warehouse Outlet,Shopping Center Warehouse,Offline Event,3000.0,15,153,36940.55,24021.45,9296.24,200.0,12.3135,157.0,60.76
2026-03-01,S042,Himaxx Warehouse Outlet,Community Warehouse,Offline Event,4804.44,38,338,91902.25,67823.26,28112.02,126.43,19.1286,200.66,83.17
2026-03-01,S043,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,3941.53,31,294,81605.66,53738.08,21553.8,127.15,20.7041,182.78,73.31
2026-03-01,S044,Himaxx Warehouse Outlet,Community Warehouse,Search Ads,4254.13,38,302,78153.53,54964.22,21605.87,111.95,18.3712,182.0,71.54
2026-03-01,S045,Himaxx Warehouse Outlet,Warehouse Outlet,Member Coupon,3000.0,33,286,78215.88,51551.12,21008.76,90.91,26.072,180.25,73.46
2026-03-01,S046,Himaxx Warehouse Outlet,Shopping Center Warehouse,WeChat,4175.45,42,330,87204.73,68867.35,27217.99,99.42,20.8851,208.69,82.48
2026-03-01,S047,Himaxx Warehouse Outlet,Warehouse Outlet,WeChat,3485.72,33,272,80260.91,59160.47,22524.54,105.63,23.0257,217.5,82.81
2026-03-01,S048,Himaxx Warehouse Outlet,Mall Warehouse,Offline Event,3000.0,36,264,65170.44,47504.39,17280.94,83.33,21.7235,179.94,65.46
2026-03-01,S049,Himaxx Warehouse Outlet,Warehouse Outlet,WeChat,3161.39,46,365,92251.61,70046.64,26476.03,68.73,29.1807,191.91,72.54
2026-03-01,S050,Himaxx Warehouse Outlet,Community Warehouse,Search Ads,3000.0,25,209,60534.78,43594.74,17174.61,120.0,20.1783,208.59,82.18
2026-03-01,S051,Himaxx Warehouse Outlet,Shopping Center Warehouse,WeChat,3000.0,37,275,78640.02,58491.19,25510.93,81.08,26.2133,212.7,92.77
2026-03-01,S052,Himaxx Warehouse Outlet,Shopping Center Warehouse,WeChat,4199.18,28,254,71222.27,48045.81,21330.46,149.97,16.961,189.16,83.98
2026-03-01,S053,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,3000.0,46,354,91622.58,66827.44,25438.57,65.22,30.5409,188.78,71.86
2026-03-01,S054,Himaxx Warehouse Outlet,Community Warehouse,Search Ads,3000.0,50,368,101388.22,75120.2,29800.02,60.0,33.7961,204.13,80.98
2026-03-01,S055,Himaxx Warehouse Outlet,Mall Warehouse,WeChat,3000.0,43,370,100736.29,72881.94,29336.54,69.77,33.5788,196.98,79.29
2026-03-01,S056,Himaxx Warehouse Outlet,Warehouse Outlet,WeChat,3000.0,47,347,91820.58,65832.83,24538.47,63.83,30.6069,189.72,70.72
2026-03-01,S057,Himaxx Warehouse Outlet,Warehouse Outlet,Member Coupon,3000.0,30,235,57724.26,36632.45,14702.63,100.0,19.2414,155.88,62.56
2026-03-01,S058,Himaxx Warehouse Outlet,Shopping Center Warehouse,Search Ads,3000.0,23,204,59511.84,41847.66,17786.17,130.43,19.8373,205.14,87.19
2026-03-01,S059,Himaxx Warehouse Outlet,Mall Warehouse,WeChat,3000.0,18,155,47515.37,38781.77,14613.92,166.67,15.8385,250.2,94.28
2026-03-01,S060,Himaxx Warehouse Outlet,Mall Warehouse,Offline Event,3000.0,40,386,100601.23,73046.38,27466.66,75.0,33.5337,189.24,71.16
2026-03-01,S061,Himaxx Warehouse Outlet,Community Warehouse,WeChat,3000.0,15,124,32538.99,25177.75,9920.24,200.0,10.8463,203.05,80.0
2026-03-01,S062,Himaxx Warehouse Outlet,Community Warehouse,Search Ads,3000.0,32,301,74866.86,55284.73,19999.52,93.75,24.9556,183.67,66.44
2026-03-01,S063,Himaxx Warehouse Outlet,Mall Warehouse,Mall Promotion,3000.0,18,147,36031.24,26296.46,8526.57,166.67,12.0104,178.89,58.0
2026-03-01,S064,Himaxx Warehouse Outlet,Shopping Center Warehouse,Search Ads,5199.42,39,317,92119.57,65875.44,29002.28,133.32,17.7173,207.81,91.49
2026-03-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Offline Event,3366.58,29,291,86703.92,59030.01,26603.78,116.09,25.7543,202.85,91.42
2026-03-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Search Ads,3000.0,17,178,54301.48,41281.74,16084.65,176.47,18.1005,231.92,90.36
2026-03-01,S067,Himaxx Warehouse Outlet,Shopping Center Warehouse,WeChat,3000.0,28,268,73870.0,59252.33,23179.92,107.14,24.6233,221.09,86.49
2026-03-01,S068,Himaxx Warehouse Outlet,Mall Warehouse,WeChat,3903.04,28,268,74430.44,53203.78,18959.45,139.39,19.0698,198.52,70.74
2026-03-01,S069,Himaxx Warehouse Outlet,Warehouse Outlet,WeChat,3000.0,32,270,72534.91,55185.22,21025.92,93.75,24.1783,204.39,77.87
2026-03-01,S070,Himaxx Warehouse Outlet,Shopping Center Warehouse,Search Ads,3000.0,16,145,41465.05,29233.89,13042.44,187.5,13.8217,201.61,89.95
2026-03-01,S071,Himaxx Warehouse Outlet,Warehouse Outlet,Member Coupon,3062.56,38,332,96179.58,69307.95,26592.79,80.59,31.4049,208.76,80.1
2026-03-01,S072,Himaxx Warehouse Outlet,Community Warehouse,Search Ads,3000.0,24,189,46207.82,32268.92,12924.6,125.0,15.4026,170.74,68.38
2026-03-01,S073,Himaxx Warehouse Outlet,Mall Warehouse,Mall Promotion,3379.56,36,302,86354.36,63357.56,26759.95,93.88,25.552,209.79,88.61
2026-03-01,S074,Himaxx Warehouse Outlet,Warehouse Outlet,Member Coupon,3307.74,46,385,110037.81,81544.01,30862.71,71.91,33.2667,211.8,80.16
2026-03-01,S075,Himaxx Warehouse Outlet,Warehouse Outlet,WeChat,3000.0,28,263,79891.45,58880.98,21899.37,107.14,26.6305,223.88,83.27
2026-03-01,S076,Himaxx Warehouse Outlet,Warehouse Outlet,WeChat,3000.0,21,191,60550.62,43152.53,16667.73,142.86,20.1835,225.93,87.27
2026-04-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,WeChat,5042.52,55,435,128268.64,85947.04,34901.91,91.68,25.4374,197.58,80.23
2026-04-01,S002,Himaxx Warehouse Outlet,Shopping Center Warehouse,Offline Event,3000.0,30,237,65581.68,45936.37,19491.43,100.0,21.8606,193.82,82.24
2026-04-01,S003,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,3000.0,24,156,45644.83,35640.24,13769.52,125.0,15.2149,228.46,88.27
2026-04-01,S004,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,KOL Collaboration,3000.0,33,248,59034.59,43767.67,12533.62,90.91,19.6782,176.48,50.54
2026-04-01,S005,Himaxx Warehouse Outlet,Shopping Center Warehouse,Offline Event,3000.0,24,214,58563.93,41039.18,17002.1,125.0,19.5213,191.77,79.45
2026-04-01,S006,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,3000.0,22,210,59919.17,44961.59,16090.67,136.36,19.9731,214.1,76.62
2026-04-01,S007,Himaxx Warehouse Outlet,Mall Warehouse,WeChat,3431.54,23,252,72468.67,53529.81,23173.06,149.2,21.1184,212.42,91.96
2026-04-01,S008,Himaxx Warehouse Outlet,Mall Warehouse,Offline Event,3375.03,41,351,93992.96,69800.07,26683.75,82.32,27.8495,198.86,76.02
2026-04-01,S009,Himaxx Warehouse Outlet,Mall Warehouse,Offline Event,3000.0,38,324,98911.92,69215.01,28155.35,78.95,32.9706,213.63,86.9
2026-04-01,S010,Himaxx Warehouse Outlet,Community Warehouse,Offline Event,3000.0,29,309,81936.88,58107.23,22670.66,103.45,27.3123,188.05,73.37
2026-04-01,S011,Himaxx Warehouse Outlet,Community Warehouse,Offline Event,3000.0,23,198,52840.62,35850.33,14986.29,130.43,17.6135,181.06,75.69
2026-04-01,S012,Himaxx Warehouse Outlet,Warehouse Outlet,Member Coupon,4858.19,45,386,104422.59,82498.56,27804.91,107.96,21.4941,213.73,72.03
2026-04-01,S013,Himaxx Warehouse Outlet,Community Warehouse,Search Ads,3294.03,43,358,93558.47,67282.57,27935.13,76.61,28.4024,187.94,78.03
2026-04-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Search Ads,3000.0,27,229,55131.85,37509.12,16317.88,111.11,18.3773,163.8,71.26
2026-04-01,S015,Himaxx Warehouse Outlet,Mall Warehouse,Offline Event,3954.1,30,255,66104.87,50197.25,18440.11,131.8,16.718,196.85,72.31
2026-04-01,S016,Himaxx Warehouse Outlet,Shopping Center Warehouse,Offline Event,3000.0,44,386,104663.27,70251.54,29971.79,68.18,34.8878,182.0,77.65
2026-04-01,S017,Himaxx Warehouse Outlet,Shopping Center Warehouse,Search Ads,3000.0,30,274,77919.97,57833.55,23385.83,100.0,25.9733,211.07,85.35
2026-04-01,S018,Himaxx Warehouse Outlet,Mall Warehouse,WeChat,3937.89,36,296,80689.22,58317.52,20519.83,109.39,20.4905,197.02,69.32
2026-04-01,S019,Himaxx Warehouse Outlet,Shopping Center Warehouse,Search Ads,3000.0,26,226,63378.56,47959.15,18262.24,115.38,21.1262,212.21,80.81
2026-04-01,S020,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,3000.0,43,332,91824.85,65986.86,25397.39,69.77,30.6083,198.76,76.5
2026-04-01,S021,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,KOL Collaboration,5911.53,37,324,74490.43,53316.01,13873.61,159.77,12.6009,164.56,42.82
2026-04-01,S022,Himaxx Warehouse Outlet,Mall Warehouse,WeChat,3000.0,29,199,55502.46,38672.29,15481.56,103.45,18.5008,194.33,77.8
2026-04-01,S023,Himaxx Warehouse Outlet,Mall Warehouse,Offline Event,3000.0,27,259,69693.42,50167.0,19318.07,111.11,23.2311,193.69,74.59
2026-04-01,S024,Himaxx Warehouse Outlet,Mall Warehouse,Offline Event,3000.0,17,145,36880.27,24979.68,9680.53,176.47,12.2934,172.27,66.76
2026-04-01,S025,Himaxx Warehouse Outlet,Shopping Center Warehouse,Search Ads,4287.24,37,285,79725.06,58121.94,23362.4,115.87,18.5959,203.94,81.97
2026-04-01,S026,Himaxx Warehouse Outlet,Shopping Center Warehouse,Offline Event,3126.66,40,364,99639.81,70268.17,27962.57,78.17,31.8678,193.04,76.82
2026-04-01,S027,Himaxx Warehouse Outlet,Shopping Center Warehouse,Offline Event,3000.0,15,118,32392.48,22618.07,10579.11,200.0,10.7975,191.68,89.65
2026-04-01,S028,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,3000.0,23,190,50186.15,34708.92,13190.75,130.43,16.7287,182.68,69.42
2026-04-01,S029,Himaxx Warehouse Outlet,Warehouse Outlet,WeChat,3214.02,36,291,76937.0,59790.4,21933.93,89.28,23.9379,205.47,75.37
2026-04-01,S030,Himaxx Warehouse Outlet,Warehouse Outlet,WeChat,3000.0,24,208,52200.21,38835.85,14912.92,125.0,17.4001,186.71,71.7
2026-04-01,S031,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,3000.0,25,201,55603.49,38135.63,13968.34,120.0,18.5345,189.73,69.49
2026-04-01,S032,Himaxx Warehouse Outlet,Mall Warehouse,WeChat,3000.0,26,241,67149.08,48365.23,20814.8,115.38,22.383,200.69,86.37
2026-04-01,S033,Himaxx Warehouse Outlet,Mall Warehouse,Mall Promotion,3078.78,26,217,62938.04,45532.29,18491.19,118.41,20.4425,209.83,85.21
2026-04-01,S034,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,3000.0,48,384,111516.54,79454.3,34107.49,62.5,37.1722,206.91,88.82
2026-04-01,S035,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,Member Coupon,3000.0,28,204,44998.85,32261.48,9910.02,107.14,14.9996,158.14,48.58
2026-04-01,S036,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,3000.0,28,242,62337.15,43550.42,17414.64,107.14,20.7791,179.96,71.96
2026-04-01,S037,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,3000.0,18,215,60148.13,46811.77,16620.3,166.67,20.0494,217.73,77.3
2026-04-01,S038,Himaxx Warehouse Outlet,Warehouse Outlet,WeChat,3000.0,41,341,96129.4,70664.79,25662.23,73.17,32.0431,207.23,75.26
2026-04-01,S039,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,KOL Collaboration,4589.64,41,302,71093.87,50217.13,13960.15,111.94,15.4901,166.28,46.23
2026-04-01,S040,Himaxx Warehouse Outlet,Warehouse Outlet,WeChat,4795.98,47,377,99216.34,76764.46,28661.12,102.04,20.6874,203.62,76.02
2026-04-01,S041,Himaxx Warehouse Outlet,Shopping Center Warehouse,Offline Event,3000.0,22,155,49313.78,38890.56,16142.99,136.36,16.4379,250.91,104.15
2026-04-01,S042,Himaxx Warehouse Outlet,Community Warehouse,Search Ads,4694.92,39,332,83928.56,61238.36,22862.03,120.38,17.8765,184.45,68.86
2026-04-01,S043,Himaxx Warehouse Outlet,Warehouse Outlet,Member Coupon,3000.0,31,297,80489.92,54869.86,21827.83,96.77,26.83,184.75,73.49
2026-04-01,S044,Himaxx Warehouse Outlet,Community Warehouse,Search Ads,3912.31,36,329,79454.0,56329.04,23459.43,108.68,20.3087,171.21,71.31
2026-04-01,S045,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,3000.0,30,245,76062.99,53298.18,19807.88,100.0,25.3543,217.54,80.85
2026-04-01,S046,Himaxx Warehouse Outlet,Shopping Center Warehouse,Search Ads,5274.63,38,330,90957.55,67606.78,26899.93,138.81,17.2443,204.87,81.51
2026-04-01,S047,Himaxx Warehouse Outlet,Warehouse Outlet,Member Coupon,3000.0,32,299,82669.94,59796.0,23714.75,93.75,27.5566,199.99,79.31
2026-04-01,S048,Himaxx Warehouse Outlet,Mall Warehouse,WeChat,3787.75,28,257,68328.61,47682.75,18789.65,135.28,18.0394,185.54,73.11
2026-04-01,S049,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,4020.47,45,347,98102.5,72553.1,27682.96,89.34,24.4008,209.09,79.78
2026-04-01,S050,Himaxx Warehouse Outlet,Community Warehouse,Search Ads,3000.0,22,185,46526.42,34146.0,13355.4,136.36,15.5088,184.57,72.19
2026-04-01,S051,Himaxx Warehouse Outlet,Shopping Center Warehouse,WeChat,3000.0,36,272,73575.27,54418.77,22594.72,83.33,24.5251,200.07,83.07
2026-04-01,S052,Himaxx Warehouse Outlet,Shopping Center Warehouse,WeChat,3000.0,27,241,69780.53,48697.41,19545.56,111.11,23.2602,202.06,81.1
2026-04-01,S053,Himaxx Warehouse Outlet,Warehouse Outlet,WeChat,3000.0,45,364,96553.05,65224.97,24408.89,66.67,32.1844,179.19,67.06
2026-04-01,S054,Himaxx Warehouse Outlet,Community Warehouse,Search Ads,3000.0,38,302,77894.35,57635.43,21457.74,78.95,25.9648,190.85,71.05
2026-04-01,S055,Himaxx Warehouse Outlet,Mall Warehouse,Mall Promotion,5429.74,42,386,113768.41,85919.46,34606.73,129.28,20.9528,222.59,89.65
2026-04-01,S056,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,3000.0,39,334,104949.7,77390.45,30221.72,76.92,34.9832,231.71,90.48
2026-04-01,S057,Himaxx Warehouse Outlet,Warehouse Outlet,Member Coupon,3000.0,27,269,70989.32,50885.46,20292.8,111.11,23.6631,189.17,75.44
2026-04-01,S058,Himaxx Warehouse Outlet,Shopping Center Warehouse,Offline Event,3000.0,21,181,50834.41,33550.38,15109.25,142.86,16.9448,185.36,83.48
2026-04-01,S059,Himaxx Warehouse Outlet,Mall Warehouse,Offline Event,3000.0,19,161,42880.26,31751.52,13316.23,157.89,14.2934,197.21,82.71
2026-04-01,S060,Himaxx Warehouse Outlet,Mall Warehouse,Offline Event,3000.0,36,347,91853.75,69962.28,27676.78,83.33,30.6179,201.62,79.76
2026-04-01,S061,Himaxx Warehouse Outlet,Community Warehouse,WeChat,3000.0,18,168,49312.38,36744.69,13649.38,166.67,16.4375,218.72,81.25
2026-04-01,S062,Himaxx Warehouse Outlet,Community Warehouse,Search Ads,3312.87,35,254,73593.11,56220.35,21850.65,94.65,22.2143,221.34,86.03
2026-04-01,S063,Himaxx Warehouse Outlet,Mall Warehouse,Offline Event,3000.0,16,116,28167.82,21586.52,7631.21,187.5,9.3893,186.09,65.79
2026-04-01,S064,Himaxx Warehouse Outlet,Shopping Center Warehouse,Search Ads,3602.12,42,347,91159.52,65796.69,28005.44,85.76,25.3072,189.62,80.71
2026-04-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,WeChat,4745.41,29,270,81477.81,60376.7,24002.1,163.63,17.1698,223.62,88.9
2026-04-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Search Ads,3000.0,28,169,50663.25,36572.75,15419.31,107.14,16.8878,216.41,91.24
2026-04-01,S067,Himaxx Warehouse Outlet,Shopping Center Warehouse,Search Ads,4044.81,29,264,76978.53,58327.87,23890.06,139.48,19.0314,220.94,90.49
2026-04-01,S068,Himaxx Warehouse Outlet,Mall Warehouse,WeChat,3000.0,30,247,68510.93,48808.14,19448.19,100.0,22.837,197.6,78.74
2026-04-01,S069,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,3000.0,30,250,65100.23,46272.99,17714.06,100.0,21.7001,185.09,70.86
2026-04-01,S070,Himaxx Warehouse Outlet,Shopping Center Warehouse,Search Ads,3000.0,16,149,42034.28,29204.63,11903.5,187.5,14.0114,196.0,79.89
2026-04-01,S071,Himaxx Warehouse Outlet,Warehouse Outlet,Member Coupon,3000.0,32,239,59741.12,44022.96,17900.5,93.75,19.9137,184.2,74.9
2026-04-01,S072,Himaxx Warehouse Outlet,Community Warehouse,Search Ads,3000.0,23,168,55823.07,36280.4,15855.87,130.43,18.6077,215.95,94.38
2026-04-01,S073,Himaxx Warehouse Outlet,Mall Warehouse,Offline Event,3304.0,41,329,92963.74,70881.94,25660.49,80.59,28.1367,215.45,78.0
2026-04-01,S074,Himaxx Warehouse Outlet,Warehouse Outlet,WeChat,3978.23,43,377,101293.51,73536.3,26826.78,92.52,25.462,195.06,71.16
2026-04-01,S075,Himaxx Warehouse Outlet,Warehouse Outlet,Local Community Ads,3000.0,23,240,66738.04,45901.4,17887.52,130.43,22.246,191.26,74.53
2026-04-01,S076,Himaxx Warehouse Outlet,Warehouse Outlet,Member Coupon,3000.0,19,165,45389.09,31946.43,12592.97,157.89,15.1297,193.61,76.32
