snapshot_month,sku,brand,category,business_mode,gross_profit,sales_revenue,inventory_value,sold_units,ending_inventory_units,sell_through_rate,inventory_age_days,gmroi,weeks_of_supply,gross_margin_pct,quadrant_label,recommended_action,action_priority
2026-02-01,SKU00049,Asics,Bags,Buyout,424.5,1806.8,1097822.66,10,7942,0.0010552631578947369,133.57894736842104,0.00035263157894736846,956.7894736842105,0.23494576046048263,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00050,Lululemon,Performance Apparel,Consignment,2637.09,3206.02,75274.5,84,8025,0.011982894736842104,140.85526315789474,0.045102631578947366,647.6048684210526,0.8225432155756983,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00051,Salomon,Sportswear,Buyout,7.130000000000001,283.15999999999997,258824.13,9,8439,0.0009592105263157894,131.01315789473685,2.6315789473684212e-05,956.0832894736842,0.02518011018505439,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00052,Brand B,Kids Apparel,Own Brand,309.46,2016.34,498302.27999999997,32,9342,0.003486842105263158,151.5,0.0006894736842105264,838.1272368421053,0.1534761002608687,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00053,Nike,Basketball Shoes,Consignment,3445.13,4167.06,250531.96,86,7994,0.013335526315789475,130.67105263157896,0.019292105263157895,644.7319736842105,0.826753154502215,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00054,Adidas,Performance Apparel,Consignment,650.56,796.46,572944.92,17,8458,0.002307894736842105,302.38157894736844,0.0014802631578947369,911.9105263157894,0.816814403736534,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00055,Adidas,Underwear,Consignment,248.92000000000002,304.86,60997.5,10,8133,0.0017118421052631579,122.92105263157895,0.006747368421052632,959.4236842105263,0.8165059371514793,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00056,New Balance,Underwear,Buyout,461.19,1436.19,154293.75,52,8229,0.008260526315789473,135.35526315789474,0.004313157894736842,749.6911842105263,0.3211204645624882,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00057,Brand A,Accessories,Own Brand,4483.79,8708.75,379972.56,108,9713,0.013007894736842105,132.72368421052633,0.016514473684210527,601.1718421052632,0.5148603416104492,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00058,Skechers,Basketball Shoes,Consignment,2191.01,2695.83,326825.6,41,8720,0.005553947368421052,148.42105263157896,0.008626315789473683,807.6517105263158,0.8127404176079354,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00059,Columbia,Outdoor Apparel,Buyout,3251.0,5970.5,875679.0,25,8050,0.003617105263157895,134.31578947368422,0.004731578947368422,840.328947368421,0.544510510007537,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00060,Brand A,Outdoor Apparel,Own Brand,636.54,2128.74,674623.62,20,9042,0.002456578947368421,134.67105263157896,0.0011736842105263157,893.0263157894736,0.2990219566504129,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00061,Brooks Brothers,Kids Apparel,Consignment,1880.59,2228.77,192101.52,55,8031,0.008385526315789473,135.4078947368421,0.013955263157894736,735.4403947368421,0.8437793042799391,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00062,Salomon,Training Shoes,Consignment,44.120000000000005,55.62,286104.82,2,7873,0.0004697368421052632,135.3684210526316,0.0003631578947368421,981.8684210526316,0.7932398417835312,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00063,Puma,Kids Apparel,Buyout,2832.95,6241.79,275080.02,102,8231,0.013976315789473684,135.43421052631578,0.014402631578947368,611.8613157894737,0.4538682012691872,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00064,Reebok Underwear,Training Shoes,Buyout,5453.47,12088.93,1385109.74,39,8141,0.005507894736842106,133.44736842105263,0.0055907894736842104,815.4648684210526,0.4511127122086074,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00065,Asics,Sportswear,Buyout,794.45,1846.3400000000001,400419.46,21,7994,0.0033315789473684207,140.28947368421052,0.0027986842105263156,909.4324999999999,0.4302836963939469,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00066,Hoka,Yoga Apparel,Buyout,4736.87,7711.589999999999,792205.12,32,8522,0.004267105263157894,135.98684210526315,0.007982894736842105,846.892105263158,0.6142533511247357,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00067,Cole Haan,Performance Apparel,Buyout,-1330.65,17606.79,2642561.94,72,10047,0.008911842105263157,293.55263157894734,-0.0006513157894736842,745.5507894736842,-0.07557595677576662,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00068,Brand B,Yoga Apparel,Own Brand,5297.39,10090.369999999999,893561.84,51,9508,0.006181578947368421,146.64473684210526,0.007830263157894736,771.6227631578947,0.5249946235866475,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00069,Under Armour,Bags,Consignment,1102.43,1328.7,75831.7,60,8530,0.0074881578947368415,307.7894736842105,0.016972368421052632,769.4965789473684,0.8297057274027245,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00070,Columbia,Bags,Consignment,309.53,385.5,439543.56,7,7914,0.0011250000000000001,125.64473684210526,0.000918421052631579,956.5131578947369,0.8029312581063554,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00071,Cole Haan,Kids Apparel,Buyout,11115.41,19448.21,641827.2,124,9551,0.013176315789473685,205.32894736842104,0.02048421052631579,576.4598684210526,0.5715389745380166,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00072,Brand B,Training Shoes,Own Brand,-287.25,5811.33,1099418.52,51,9194,0.006132894736842105,312.2368421052632,-0.0002657894736842105,755.4359210526316,-0.049429304479353266,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00073,The North Face,Basketball Shoes,Consignment,278.83,365.57,269486.71,5,8269,0.0005368421052631579,130.98684210526315,0.0010513157894736843,971.4430263157894,0.7627267007686626,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00074,Champion,Outdoor Apparel,Buyout,3456.02,7123.83,1240995.54,23,7782,0.003571052631578947,132.56578947368422,0.003994736842105264,891.4342105263158,0.48513510288707057,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00075,Skechers,Training Shoes,Consignment,680.39,842.98,212805.9,30,7911,0.0037407894736842104,121.60526315789474,0.0036552631578947365,858.9069736842106,0.8071247241927447,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00076,Asics,Yoga Apparel,Buyout,3171.86,10710.3,843015.81,76,8499,0.010319736842105263,128.18421052631578,0.005086842105263158,650.438552631579,0.29615043462834845,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00077,Lululemon,Kids Apparel,Buyout,1901.63,7497.87,1729883.8800000001,26,8037,0.003161842105263158,131.25,0.0012526315789473685,865.0832894736842,0.25362269551219213,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00078,Champion,Accessories,Buyout,561.36,3919.44,807669.12,33,7937,0.00516578947368421,124.53947368421052,0.0010486842105263156,817.3157894736842,0.14322454228155043,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00079,Cole Haan,Performance Apparel,Buyout,8153.17,22007.32,1657771.29,85,10171,0.009443421052631578,206.30263157894737,0.0066749999999999995,689.108552631579,0.3704753691044616,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00080,Nike,Sportswear,Consignment,2776.34,3378.63,431818.64,47,8317,0.005880263157894737,137.94736842105263,0.007427631578947369,788.4157894736842,0.8217354371446415,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00081,Reebok Underwear,Training Shoes,Consignment,3885.94,4705.41,231342.5,97,7585,0.01311842105263158,133.9078947368421,0.01987763157894737,575.8430263157894,0.8258451442063498,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00082,Brand B,Basketball Shoes,Own Brand,6839.47,12604.57,1754512.1,30,9130,0.0033197368421052633,133.85526315789474,0.004210526315789474,861.5509210526316,0.5426182725789138,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00083,Adidas,Underwear,Consignment,4018.39,4868.88,206512.17,138,8089,0.018397368421052634,140.17105263157896,0.024107894736842106,513.4760526315789,0.8253212237722022,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00084,Cole Haan,Kids Apparel,Buyout,2956.27,7180.29,344141.22000000003,127,10347,0.012172368421052631,300.19736842105266,0.009802631578947368,562.1963157894737,0.41172013943726504,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00085,Brooks Brothers,Accessories,Buyout,991.44,2422.56,499281.99,24,8373,0.0035828947368421052,121.34210526315789,0.0031407894736842105,864.8201315789474,0.40925302159698834,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00086,Brooks Brothers,Accessories,Buyout,781.02,1414.8,301679.27999999997,18,8568,0.002436842105263158,137.82894736842104,0.0033105263157894734,889.6447368421053,0.5520356234096692,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00087,The North Face,Underwear,Consignment,1852.03,2225.91,170651.79,58,8353,0.00824078947368421,130.51315789473685,0.014364473684210528,721.0676315789474,0.8320327416652066,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00088,The North Face,Performance Apparel,Buyout,1952.35,3667.7,476571.55,29,8057,0.003798684210526316,129.73684210526315,0.004911842105263158,831.9430263157894,0.5323090765329771,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00089,Puma,Training Shoes,Buyout,3472.09,10994.939999999999,1537460.6,43,8788,0.0053052631578947365,139.1184210526316,0.002581578947368421,774.1930263157894,0.31578980876657814,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00090,Cole Haan,Sportswear,Buyout,1968.8,3474.92,336754.74,44,9838,0.004918421052631579,221.22368421052633,0.00719736842105263,814.3315789473684,0.5665741945138305,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00091,Brand B,Outdoor Apparel,Own Brand,-1195.88,15264.67,1663995.15,89,8997,0.0105,290.94736842105266,-0.0007828947368421054,641.8018421052632,-0.0783429972609955,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00092,Skechers,Accessories,Buyout,1162.7,3155.71,425337.5,41,8750,0.004905263157894736,133.98684210526315,0.003364473684210526,821.0122368421053,0.36844323464450157,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00093,Columbia,Running Shoes,Consignment,2298.86,2819.4700000000003,200797.35,42,7921,0.00545,128.3421052631579,0.012843421052631579,793.8394736842106,0.8153518214416184,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00094,Cole Haan,Training Shoes,Buyout,1825.6200000000001,2763.51,523949.49,17,9497,0.002989473684210526,213.75,0.006857894736842105,904.0657894736842,0.6606163900257281,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00095,Puma,Lifestyle Apparel,Consignment,2006.33,2464.28,429668.76,54,9138,0.007335526315789474,132.5,0.006868421052631579,763.8246052631579,0.81416478646907,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00096,Reebok Underwear,Sportswear,Buyout,4411.139999999999,18742.56,1172671.92,103,8428,0.01202236842105263,128.6184210526316,0.004560526315789474,644.3514473684211,0.23535418854201343,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00097,Nike,Lifestyle Apparel,Consignment,2355.63,2858.27,207505.92,92,7872,0.015919736842105264,139.0921052631579,0.018263157894736842,591.4455263157895,0.8241453746497007,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00098,Reebok Underwear,Bags,Consignment,3043.07,3673.47,169796.35,40,8303,0.005315789473684211,127.25,0.021605263157894735,787.2938157894737,0.8283911397125879,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00099,Adidas,Bags,Buyout,2364.18,4373.88,808952.1,21,8453,0.0025197368421052634,137.10526315789474,0.003193421052631579,876.561447368421,0.5405223737276742,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00100,Brand B,Underwear,Own Brand,-935.54,7522.8099999999995,276007.57,255,8321,0.03445657894736842,305.7368421052632,-0.004293421052631578,297.13723684210527,-0.12436044509963698,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00101,Brand B,Underwear,Own Brand,1188.59,2643.79,210276.4,68,9826,0.008539473684210527,144.67105263157896,0.007975,703.592894736842,0.44957806784956444,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00102,Lululemon,Outdoor Apparel,Consignment,13415.18,16270.02,277489.73,123,8599,0.01628815789473684,126.14473684210526,0.06437631578947368,570.1455263157894,0.8245337129272121,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00103,Puma,Basketball Shoes,Buyout,9099.68,15644.130000000001,764445.5499999999,73,8527,0.008417105263157896,137.1578947368421,0.013328947368421051,719.2989473684211,0.5816673730018863,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00104,The North Face,Outdoor Apparel,Consignment,0.0,0.0,294293.71,0,8269,0.0,131.47368421052633,0.0,999.0,0.0,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00105,Nike,Performance Apparel,Buyout,11178.61,29468.35,1025594.06,147,8243,0.018692105263157895,143.3684210526316,0.013701315789473683,490.71526315789475,0.37934292215207166,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00106,Skechers,Training Shoes,Buyout,5090.76,12670.34,680911.96,97,8714,0.012789473684210526,301.2105263157895,0.009448684210526316,607.5959210526316,0.4017855874427995,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00107,New Balance,Kids Apparel,Buyout,1367.46,5233.66,480836.32,65,8084,0.008598684210526316,290.85526315789474,0.004134210526315789,742.6711842105263,0.26128177986342255,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00108,Brand A,Lifestyle Apparel,Own Brand,84.27,1185.63,807388.66,12,8797,0.0018197368421052633,311.36842105263156,0.00011184210526315791,939.0394736842105,0.07107613673743073,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00109,Brooks Brothers,Sportswear,Buyout,5159.47,11146.11,564240.82,88,8294,0.010193421052631579,134.75,0.009996052631578947,650.8451315789474,0.46289422946660314,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00110,Nike,Underwear,Consignment,795.1899999999999,981.78,30586.41,51,8289,0.005640789473684211,141.06578947368422,0.026535526315789475,771.1228947368421,0.8099472386889119,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00111,Puma,Training Shoes,Buyout,11615.59,20081.74,433774.74,165,8454,0.020438157894736842,136.17105263157896,0.032023684210526315,469.83960526315786,0.5784155157869786,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00112,Nike,Sportswear,Consignment,2107.65,2582.2,111668.32,105,8284,0.014614473684210526,143.8421052631579,0.024136842105263158,538.5938157894736,0.816222600882968,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00113,Patagonia,Kids Apparel,Buyout,4015.92,23237.22,1413871.2,113,8312,0.014648684210526315,118.21052631578948,0.003789473684210526,505.4193421052632,0.1728227386924942,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00114,Adidas,Performance Apparel,Buyout,2326.97,3663.47,317601.0,33,7842,0.006280263157894737,130.27631578947367,0.012453947368421052,823.8184210526315,0.6351819449865838,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00115,Champion,Lifestyle Apparel,Buyout,1909.52,5192.54,412315.02,61,7661,0.008882894736842105,130.6578947368421,0.005367105263157894,689.6763157894737,0.36774295431522913,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00116,Columbia,Yoga Apparel,Buyout,1049.22,3478.2599999999998,348190.32,58,8314,0.007898684210526316,134.22368421052633,0.0039723684210526316,727.359605263158,0.3016508254127064,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00117,Cole Haan,Training Shoes,Buyout,900.52,2490.27,657520.6,25,10340,0.002681578947368421,208.8815789473684,0.0016131578947368422,873.0219736842105,0.36161540716468493,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00118,Hoka,Basketball Shoes,Consignment,2830.7,3454.18,306375.42,43,7878,0.006114473684210526,142.1578947368421,0.011664473684210527,795.5411842105262,0.8194998523528015,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00119,Columbia,Yoga Apparel,Buyout,921.83,8958.97,1692143.8,37,7790,0.006359210526315789,145.14473684210526,0.0007526315789473685,800.1886842105263,0.10289464079018014,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00120,Skechers,Outdoor Apparel,Buyout,1920.62,17483.96,1526168.02,81,7943,0.011394736842105263,121.63157894736842,0.0018263157894736844,635.6617105263158,0.10985040002379323,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00121,Brooks Brothers,Yoga Apparel,Consignment,3569.65,4368.91,126895.63,144,8171,0.018099999999999998,303.85526315789474,0.032674999999999996,485.5360526315789,0.8170573438226011,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00122,Champion,Basketball Shoes,Buyout,8364.06,18236.61,1192492.8,71,8576,0.009710526315789473,144.23684210526315,0.009890789473684209,695.6026315789474,0.4586411619264764,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00123,Brand A,Lifestyle Apparel,Own Brand,339.28,1502.16,325860.78,32,8967,0.004030263157894737,137.78947368421052,0.0016342105263157894,873.3727631578947,0.22586142621292002,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00124,Patagonia,Running Shoes,Consignment,9649.36,11570.12,402755.82,146,8238,0.019103947368421054,139.75,0.030082894736842104,446.64644736842104,0.8339896215423868,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00125,Columbia,Running Shoes,Buyout,15877.14,29614.11,902295.85,117,7685,0.016848684210526314,139.22368421052633,0.02227105263157895,586.338947368421,0.536134295442274,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00126,Hoka,Basketball Shoes,Consignment,1511.25,1812.22,43000.32,57,8144,0.00799342105263158,123.23684210526316,0.04494342105263158,700.6921052631578,0.8339219300084979,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00127,Skechers,Kids Apparel,Buyout,-966.68,8749.6,960986.36,84,8308,0.011396052631578947,293.5394736842105,-0.0011960526315789475,615.4417105263158,-0.11048276492639662,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00128,Reebok Underwear,Kids Apparel,Consignment,56.0,69.99,36624.97,9,8381,0.0016789473684210524,130.43421052631578,0.0027342105263157895,956.9736842105264,0.800114302043149,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00129,Hoka,Training Shoes,Buyout,2495.39,6723.11,722249.88,49,8371,0.006873684210526316,127.17105263157895,0.004397368421052632,749.6622368421052,0.3711660228673932,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00130,Reebok Underwear,Performance Apparel,Consignment,867.33,1057.31,165393.75,104,8821,0.011578947368421053,290.5131578947368,0.0056236842105263155,568.8552631578947,0.8203175984337612,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00131,Cole Haan,Lifestyle Apparel,Buyout,109.41,1072.29,1595171.2,6,9940,0.0007552631578947368,199.31578947368422,5e-05,971.4868421052631,0.10203396469238732,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00132,Columbia,Running Shoes,Buyout,1547.66,2984.6800000000003,920466.58,13,8327,0.0020039473684210526,139.22368421052633,0.002419736842105263,938.4605263157895,0.5185346502807671,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00133,Brooks Brothers,Performance Apparel,Buyout,7795.41,12371.91,414427.5,90,8150,0.011838157894736842,135.85526315789474,0.023223684210526313,662.2286842105262,0.6300894526390832,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00134,Reebok Underwear,Lifestyle Apparel,Buyout,3318.0,7848.75,507081.54,75,8394,0.010769736842105262,289.3421052631579,0.00934078947368421,725.12,0.42274247491638794,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00135,Brand A,Sportswear,Own Brand,888.16,1853.0800000000002,518445.84,17,9134,0.002847368421052632,125.09210526315789,0.002098684210526316,910.1272368421053,0.47928853584302883,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00136,Patagonia,Sportswear,Buyout,1077.79,5858.929999999999,1004943.94,37,7777,0.005734210526315789,137.1184210526316,0.001030263157894737,797.3552631578947,0.18395679757225297,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00137,Nike,Running Shoes,Buyout,3501.27,10643.65,1767949.12,34,8416,0.004307894736842105,127.39473684210526,0.0021486842105263157,815.8157894736842,0.32895388330131115,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00138,Columbia,Bags,Consignment,1015.78,1219.3,116466.07,56,8711,0.007672368421052633,143.0,0.011710526315789473,727.3728947368421,0.8330845567128681,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00139,Reebok Underwear,Basketball Shoes,Consignment,1634.58,1999.49,335988.0,39,8100,0.006478947368421053,128.53947368421052,0.00798421052631579,816.8027631578948,0.8174984621078375,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00140,Under Armour,Running Shoes,Consignment,1107.42,1363.2,219019.32,19,7947,0.0028723684210526317,134.19736842105263,0.007025000000000001,874.7280263157895,0.8123679577464789,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00141,Under Armour,Training Shoes,Consignment,3235.62,3955.36,128991.76,61,8588,0.008019736842105264,141.18421052631578,0.03259342105263158,741.1990789473684,0.8180342623680271,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00142,Brand B,Basketball Shoes,Own Brand,-3788.37,6660.37,813851.4,109,8490,0.015886842105263158,288.89473684210526,-0.006540789473684211,570.5668421052632,-0.5687927247285061,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00143,Brooks Brothers,Kids Apparel,Consignment,1776.29,2145.42,169705.12,77,7864,0.012389473684210527,127.86842105263158,0.015003947368421054,627.1818421052632,0.8279451109806005,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00144,New Balance,Outdoor Apparel,Buyout,2139.69,4431.09,639835.26,30,8377,0.0037539473684210524,134.3421052631579,0.004105263157894737,841.671052631579,0.48288118724738155,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00145,Brand A,Running Shoes,Own Brand,12004.19,38019.77,2330326.2600000002,101,9047,0.012177631578947369,134.92105263157896,0.006219736842105263,607.5026315789473,0.31573547130874285,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00146,Fila,Outdoor Apparel,Buyout,1436.49,3532.15,1204555.43,14,8047,0.0022644736842105263,144.76315789473685,0.002005263157894737,907.4078947368421,0.40668997636000737,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00147,Asics,Underwear,Buyout,1079.73,2401.65,287150.4,36,7820,0.004653947368421053,287.1578947368421,0.004219736842105263,864.9705263157894,0.4495784148397976,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00148,Brooks Brothers,Training Shoes,Buyout,13857.71,22026.55,811305.28,82,8144,0.01007236842105263,134.3684210526316,0.02049473684210526,690.1746052631579,0.6291366555361597,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00149,Cole Haan,Sportswear,Buyout,7474.56,13637.76,582796.8,107,10118,0.011398684210526316,300.32894736842104,0.015196052631578949,603.7880263157895,0.5480782767844573,High Margin + High Sell-through,Main Push / Monitor Inventory,Low
2026-02-01,SKU00150,Columbia,Lifestyle Apparel,Buyout,739.85,4961.21,808236.0,41,7850,0.005188157894736842,136.55263157894737,0.0008921052631578947,829.6372368421053,0.1491269266973178,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00151,Champion,Performance Apparel,Consignment,1164.16,1393.8999999999999,262507.7,36,8281,0.004864473684210527,132.53947368421052,0.005634210526315789,872.1578947368421,0.8351818638352825,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
2026-02-01,SKU00152,Brand A,Performance Apparel,Own Brand,8013.76,16527.26,1551840.78,50,9114,0.006522368421052632,144.85526315789474,0.0070999999999999995,774.140394736842,0.4848813414927823,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00153,Brand B,Sportswear,Own Brand,11173.6,27158.98,1739466.58,87,9467,0.010186842105263157,134.3815789473684,0.008263157894736842,665.5819736842105,0.4114145671155544,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00154,Brand A,Underwear,Own Brand,3353.12,8417.02,578887.1,79,9031,0.009544736842105264,143.51315789473685,0.007122368421052632,637.8307894736841,0.39837377123970236,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00155,Brand A,Outdoor Apparel,Own Brand,2546.3,11027.99,3809086.59,21,9431,0.002588157894736842,142.5,0.0009486842105263158,877.2368421052631,0.23089429714753099,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00156,The North Face,Lifestyle Apparel,Buyout,5942.47,12268.27,690323.2,78,8512,0.009548684210526315,133.43421052631578,0.010493421052631579,668.6325,0.484377177874305,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00157,Brand A,Accessories,Own Brand,2122.79,6286.73,701007.01,54,9091,0.007105263157894737,145.44736842105263,0.004271052631578947,764.8815789473684,0.33766202779505405,Low Margin + High Sell-through,Traffic Driver / Control Discount,Medium
2026-02-01,SKU00158,Cole Haan,Bags,Buyout,2463.08,4905.46,816176.02,29,9691,0.0034302631578947366,292.9078947368421,0.003598684210526316,877.1,0.5021098938733575,Low Margin + Low Sell-through,Clearance / Eliminate,High
2026-02-01,SKU00159,Lululemon,Training Shoes,Consignment,1996.88,2382.64,603803.04,38,8728,0.004856578947368421,302.7368421052632,0.0040710526315789475,854.328947368421,0.8380955578685828,High Margin + Low Sell-through,Targeted Marketing / Control Inventory,Medium
