month,store_id,channel,store_format,region,city,target_gmv,target_recognized_revenue,target_gross_profit,target_gross_margin_pct,target_store_cm,target_traffic,target_order_cvr,target_upt,target_aur,target_gmroi
2026-03-01,S002,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Nanjing,81205.3,61400.3,25964.43,0.4229,5800.52,9545,0.0316,1.5741,174.03,4.18
2026-03-01,S003,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,41634.5,32090.97,11480.24,0.3577,2868.78,8707,0.025,1.7232,161.54,4.4
2026-03-01,S004,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Xiamen,54569.16,41589.83,11837.15,0.2846,3603.46,7574,0.0261,1.6453,142.38,4.43
2026-03-01,S005,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,78803.33,55789.55,23294.28,0.4175,6293.71,7471,0.0305,1.7078,173.69,1.85
2026-03-01,S006,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,53899.87,39435.97,15155.38,0.3843,2734.18,6611,0.0304,1.5709,162.69,1.72
2026-03-01,S007,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Wuhan,69824.0,51299.91,20424.36,0.3981,7275.4,7392,0.039,1.5944,161.52,3.13
2026-03-01,S008,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,95264.32,77456.33,31644.05,0.4085,11079.16,8555,0.0441,1.6321,187.39,4.02
2026-03-01,S009,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,75225.44,62282.0,23041.74,0.37,6583.85,9193,0.0384,1.7,177.81,2.3
2026-03-01,S010,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,98799.91,74877.01,31286.48,0.4178,7176.47,8848,0.0431,1.6504,197.83,3.84
2026-03-01,S011,Himaxx Warehouse Outlet,Community Warehouse,West China,Chengdu,64322.94,43107.97,17472.33,0.4053,3371.82,8162,0.0261,1.7471,167.1,1.6
2026-03-01,S012,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,124475.5,83107.83,31140.9,0.3747,9846.83,8530,0.0521,1.6106,186.19,1.77
2026-03-01,S013,Himaxx Warehouse Outlet,Community Warehouse,South China,Shenzhen,112875.53,88773.91,36938.85,0.4161,17341.78,8372,0.0532,1.5168,196.46,4.26
2026-03-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,63745.39,57038.93,25822.26,0.4527,4045.32,8010,0.0296,1.8057,183.48,2.19
2026-03-01,S015,Himaxx Warehouse Outlet,Mall Warehouse,East China,Hangzhou,71591.26,58947.5,23938.75,0.4061,4787.72,6817,0.0455,1.738,161.08,3.34
2026-03-01,S016,Himaxx Warehouse Outlet,Shopping Center Warehouse,West China,Chengdu,102216.55,91734.51,40979.8,0.4467,15878.85,7274,0.0515,1.4727,165.94,2.6
2026-03-01,S017,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Hangzhou,71594.64,52795.07,19632.01,0.3719,7505.34,7751,0.0289,1.6528,158.45,3.23
2026-03-01,S018,Himaxx Warehouse Outlet,Mall Warehouse,West China,Xi'an,74208.19,67281.53,24558.77,0.365,9839.37,7932,0.0419,1.3924,161.58,3.74
2026-03-01,S019,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Qingdao,50347.74,33781.46,13915.46,0.4119,2598.56,5936,0.0269,1.4618,174.21,3.62
2026-03-01,S020,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Shanghai,105648.09,103915.94,39421.5,0.3794,13277.6,8219,0.0451,1.7241,180.77,4.45
2026-03-01,S021,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,Central China,Changsha,82618.78,58545.99,17091.38,0.2919,5167.89,7705,0.0477,1.4362,165.79,3.22
2026-03-01,S022,Himaxx Warehouse Outlet,Mall Warehouse,South China,Xiamen,63702.59,39659.0,16184.17,0.4081,5961.8,7511,0.025,1.547,174.41,4.37
2026-03-01,S023,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,86437.63,67579.48,29326.51,0.434,11292.46,8524,0.0479,1.5561,172.41,2.75
2026-03-01,S024,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,39462.37,29077.28,10637.77,0.3658,2647.85,8397,0.025,1.581,141.85,3.78
2026-03-01,S025,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Hangzhou,85497.95,55480.31,26260.48,0.4733,7628.89,8687,0.034,1.702,154.81,3.22
2026-03-01,S026,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,124018.61,85673.91,38268.32,0.4467,16855.34,8170,0.056,1.4573,192.15,1.58
2026-03-01,S027,Himaxx Warehouse Outlet,Shopping Center Warehouse,West China,Chengdu,31262.28,18771.88,7981.28,0.4252,2318.3,6721,0.025,1.5965,185.71,4.12
2026-03-01,S028,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Chongqing,39905.11,25736.7,10242.2,0.398,2749.22,8174,0.025,1.4464,152.08,3.5
2026-03-01,S029,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Suzhou,76883.53,48678.85,19867.45,0.4081,4270.05,7694,0.0301,1.6748,174.82,2.84
2026-03-01,S030,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,71660.07,50474.42,20239.18,0.401,5236.04,7540,0.0339,1.5453,159.69,3.94
2026-03-01,S031,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Xi'an,53721.52,40358.04,16217.77,0.4018,2171.63,7762,0.0262,1.8637,156.47,1.91
2026-03-01,S032,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Wuhan,72937.69,52786.93,20926.31,0.3964,5865.81,7957,0.0277,1.7662,149.52,4.34
2026-03-01,S033,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,74058.29,48764.3,23185.3,0.4755,3948.52,7083,0.0284,1.4586,187.99,2.26
2026-03-01,S034,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,110599.3,90724.39,34760.79,0.3831,8008.34,10006,0.0373,1.4372,177.37,3.52
2026-03-01,S035,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,West China,Chongqing,40948.14,32770.35,9879.21,0.3015,2169.45,7875,0.0255,1.5703,144.81,3.26
2026-03-01,S036,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,66828.4,50874.32,22957.13,0.4513,8485.28,6690,0.0432,1.5626,167.12,4.22
2026-03-01,S037,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,50489.71,36672.72,14245.01,0.3884,2214.64,6453,0.0276,1.5536,164.7,2.68
2026-03-01,S038,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,104067.74,80024.13,31453.39,0.393,6248.63,7746,0.044,1.6566,201.29,4.08
2026-03-01,S039,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Shenzhen,66854.28,47508.01,14313.86,0.3013,5201.45,7878,0.0385,1.546,145.37,3.68
2026-03-01,S040,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,99395.73,90903.7,38050.5,0.4186,17548.9,7652,0.051,1.59,180.17,4.09
2026-03-01,S041,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,40804.88,24534.31,9168.33,0.3737,1611.37,7965,0.025,1.502,161.21,1.72
2026-03-01,S042,Himaxx Warehouse Outlet,Community Warehouse,East China,Shanghai,94064.45,66016.61,27357.23,0.4144,11307.56,8660,0.0452,1.6688,156.33,4.32
2026-03-01,S043,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Hangzhou,83720.65,59442.02,23652.83,0.3979,6093.08,8133,0.0361,1.5909,191.7,1.65
2026-03-01,S044,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,80741.57,59312.74,22813.51,0.3846,9202.95,8013,0.0409,1.476,167.14,2.3
2026-03-01,S045,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,80855.23,58497.07,25631.47,0.4382,7420.69,8104,0.0411,1.6205,161.68,4.18
2026-03-01,S046,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,86900.5,69558.07,25594.66,0.368,6227.12,7973,0.0486,1.6928,180.62,1.6
2026-03-01,S047,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,79499.06,59156.99,24172.99,0.4086,9755.1,7545,0.0328,1.5472,203.52,3.06
2026-03-01,S048,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,69401.07,49599.47,19875.43,0.4007,5745.08,7696,0.0407,1.6228,153.75,3.23
2026-03-01,S049,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,100918.87,79638.96,33169.29,0.4165,16444.21,7018,0.059,1.6347,167.62,4.39
2026-03-01,S050,Himaxx Warehouse Outlet,Community Warehouse,East China,Suzhou,61927.87,39384.81,17047.31,0.4328,5678.96,7772,0.0254,1.6125,195.69,2.21
2026-03-01,S051,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Qingdao,90234.49,68020.34,28291.75,0.4159,11350.67,8011,0.0403,1.7353,171.37,3.94
2026-03-01,S052,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,74778.15,48033.16,21361.07,0.4447,7410.64,9094,0.036,1.5349,204.16,3.07
2026-03-01,S053,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Chongqing,89679.11,78690.87,27623.76,0.351,7574.27,9255,0.0514,1.5921,171.65,2.26
2026-03-01,S054,Himaxx Warehouse Outlet,Community Warehouse,North China,Tianjin,98062.22,76941.88,30651.79,0.3984,6349.04,7802,0.0482,1.6701,160.42,4.14
2026-03-01,S055,Himaxx Warehouse Outlet,Mall Warehouse,South China,Xiamen,117784.83,78302.81,29162.53,0.3724,10131.32,9469,0.0502,1.5357,193.5,1.86
2026-03-01,S056,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,89247.98,67407.19,26879.84,0.3988,7966.49,8631,0.0516,1.5826,171.34,1.95
2026-03-01,S057,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Shanghai,62263.65,34548.15,13928.82,0.4032,3479.33,8092,0.0342,1.4839,160.13,2.16
2026-03-01,S058,Himaxx Warehouse Outlet,Shopping Center Warehouse,South China,Xiamen,69150.84,37798.85,17787.64,0.4706,2776.96,7302,0.0293,1.6262,179.35,3.03
2026-03-01,S059,Himaxx Warehouse Outlet,Mall Warehouse,East China,Suzhou,47807.77,41023.14,16519.81,0.4027,2685.75,7369,0.025,1.7606,189.15,3.17
2026-03-01,S060,Himaxx Warehouse Outlet,Mall Warehouse,West China,Xi'an,103079.56,77690.32,32640.8,0.4201,11799.89,7014,0.057,1.6273,151.13,3.38
2026-03-01,S061,Himaxx Warehouse Outlet,Community Warehouse,South China,Xiamen,31079.34,22420.94,8938.86,0.3987,2300.85,5719,0.025,1.7667,157.02,2.87
2026-03-01,S062,Himaxx Warehouse Outlet,Community Warehouse,West China,Xi'an,87421.27,59788.44,23706.3,0.3965,9379.06,7588,0.0473,1.5815,173.99,3.52
2026-03-01,S063,Himaxx Warehouse Outlet,Mall Warehouse,East China,Nanjing,36371.34,23596.06,7260.0,0.3077,1706.49,6670,0.025,1.6549,152.03,1.98
2026-03-01,S064,Himaxx Warehouse Outlet,Shopping Center Warehouse,South China,Guangzhou,86999.75,64485.2,29419.91,0.4562,11747.4,9315,0.0376,1.5293,192.1,4.39
2026-03-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,95496.22,60515.1,28747.95,0.4751,12363.99,7469,0.0392,1.7505,196.28,3.14
2026-03-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,57741.38,36199.87,13099.52,0.3619,3338.77,6642,0.0302,1.6412,187.0,4.21
2026-03-01,S067,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,82052.15,66358.13,24851.94,0.3745,4000.09,6292,0.0397,1.619,197.61,3.39
2026-03-01,S068,Himaxx Warehouse Outlet,Mall Warehouse,East China,Suzhou,69972.87,49646.96,17254.91,0.3476,5783.81,8427,0.0396,1.7032,180.42,4.3
2026-03-01,S069,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,82636.58,50131.99,20319.93,0.4053,6185.31,8767,0.0361,1.4105,162.96,3.52
2026-03-01,S070,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,46773.02,31026.92,13445.02,0.4333,2808.78,6987,0.025,1.4555,178.43,3.58
2026-03-01,S071,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,113462.65,72829.54,27625.99,0.3793,9733.81,7793,0.0445,1.5134,197.62,1.57
2026-03-01,S072,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,54083.2,31868.65,13999.21,0.4393,2461.98,7802,0.025,1.4754,166.19,2.3
2026-03-01,S073,Himaxx Warehouse Outlet,Mall Warehouse,North China,Tianjin,90466.73,66088.11,27295.43,0.413,7457.89,8757,0.0405,1.6057,192.18,3.49
2026-03-01,S074,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Tianjin,110088.75,86782.79,30635.51,0.353,6359.56,7528,0.0483,1.5737,176.41,2.97
2026-03-01,S075,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,74344.57,64431.01,23130.65,0.359,4149.01,8434,0.029,1.6854,199.28,3.6
2026-03-01,S076,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,64505.22,40908.21,17598.08,0.4302,4215.4,7527,0.0254,1.7123,197.09,2.29
2026-04-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,North China,Beijing,143267.08,102232.83,38305.74,0.3747,14134.32,9211,0.0517,1.5827,177.11,3.75
2026-04-01,S002,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Nanjing,72598.36,49481.48,23222.75,0.4693,7687.68,8949,0.0307,1.8563,164.97,2.45
2026-04-01,S003,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,48676.59,33634.2,12590.77,0.3743,3778.73,7662,0.025,1.5958,189.69,4.24
2026-04-01,S004,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Xiamen,68582.16,43591.73,13118.47,0.3009,2775.39,8173,0.0314,1.5465,140.43,1.77
2026-04-01,S005,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,61151.6,40945.99,17721.97,0.4328,3955.91,7092,0.0264,1.7513,182.68,2.72
2026-04-01,S006,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,58722.34,41979.22,16542.2,0.3941,5228.71,7178,0.0313,1.6035,166.65,2.81
2026-04-01,S007,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Wuhan,76437.04,56047.47,23400.99,0.4175,7635.99,7279,0.0323,1.5996,197.32,4.35
2026-04-01,S008,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,99004.38,77732.14,29241.54,0.3762,9917.17,7816,0.0507,1.5033,171.69,3.64
2026-04-01,S009,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,96373.51,84053.35,32301.13,0.3843,14544.77,8419,0.0478,1.6106,176.91,4.29
2026-04-01,S010,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,91739.93,58032.57,21172.33,0.3648,5277.64,7751,0.0439,1.743,155.78,3.73
2026-04-01,S011,Himaxx Warehouse Outlet,Community Warehouse,West China,Chengdu,50329.22,36443.2,15403.79,0.4227,3775.48,8696,0.025,1.6173,172.03,3.88
2026-04-01,S012,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,104193.9,89104.01,30461.08,0.3419,11010.91,8237,0.0447,1.7663,154.71,2.41
2026-04-01,S013,Himaxx Warehouse Outlet,Community Warehouse,South China,Shenzhen,105643.94,72326.38,31160.14,0.4308,14433.12,8993,0.0451,1.4736,166.49,2.07
2026-04-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,64498.48,42693.72,19122.13,0.4479,5333.64,7122,0.029,1.4924,148.17,3.21
2026-04-01,S015,Himaxx Warehouse Outlet,Mall Warehouse,East China,Hangzhou,63271.54,46793.94,18992.66,0.4059,4346.31,8350,0.0347,1.5739,153.86,2.03
2026-04-01,S016,Himaxx Warehouse Outlet,Shopping Center Warehouse,West China,Chengdu,104762.8,67441.49,27281.5,0.4045,13011.79,9361,0.0459,1.6786,190.94,2.75
2026-04-01,S017,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Hangzhou,82576.5,62239.9,25553.39,0.4106,8285.13,7831,0.0385,1.7052,175.84,1.98
2026-04-01,S018,Himaxx Warehouse Outlet,Mall Warehouse,West China,Xi'an,85764.88,59477.55,21463.26,0.3609,9673.04,9053,0.0366,1.628,164.35,4.18
2026-04-01,S019,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Qingdao,65665.51,46310.46,18816.0,0.4063,4280.57,8069,0.0284,1.4329,181.48,3.01
2026-04-01,S020,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Shanghai,91843.59,74971.24,31156.59,0.4156,7876.65,8893,0.0409,1.4887,181.15,3.5
2026-04-01,S021,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,Central China,Changsha,87585.05,60228.42,15591.02,0.2589,5874.17,7529,0.039,1.6464,153.17,3.27
2026-04-01,S022,Himaxx Warehouse Outlet,Mall Warehouse,South China,Xiamen,60116.6,40441.71,18081.8,0.4471,5568.62,7874,0.0259,1.4703,165.82,1.73
2026-04-01,S023,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,69979.74,53030.85,20767.3,0.3916,6588.67,7933,0.0399,1.5946,162.93,2.76
2026-04-01,S024,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,39798.16,24330.27,10426.23,0.4285,2385.51,6018,0.025,1.364,163.87,2.04
2026-04-01,S025,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Hangzhou,80536.75,61692.31,23034.11,0.3734,8114.19,8885,0.039,1.5014,173.01,3.34
2026-04-01,S026,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,112023.69,81794.89,35233.28,0.4308,7611.65,7360,0.0514,1.6568,167.77,3.54
2026-04-01,S027,Himaxx Warehouse Outlet,Shopping Center Warehouse,West China,Chengdu,34348.14,18237.64,8565.64,0.4697,2441.35,6560,0.025,1.4445,195.38,3.9
2026-04-01,S028,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Chongqing,53420.56,38767.18,14994.94,0.3868,2028.67,7477,0.0271,1.7488,162.02,2.81
2026-04-01,S029,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Suzhou,76142.78,65164.96,23315.95,0.3578,10229.35,7865,0.0371,1.5615,159.5,2.64
2026-04-01,S030,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,54376.09,40516.87,17225.99,0.4252,2943.35,7436,0.025,1.7475,164.69,4.16
2026-04-01,S031,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Xi'an,64107.98,41650.51,15297.95,0.3673,4414.2,6944,0.025,1.5582,163.13,2.45
2026-04-01,S032,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Wuhan,68848.01,52700.5,24582.61,0.4665,8378.53,7542,0.0322,1.817,178.91,3.43
2026-04-01,S033,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,60277.15,42208.78,15850.04,0.3755,3534.06,8248,0.025,1.6613,180.28,4.33
2026-04-01,S034,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,106089.42,83772.32,38349.47,0.4578,18471.59,6804,0.0564,1.567,175.07,3.76
2026-04-01,S035,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,West China,Chongqing,45245.15,29718.96,8912.35,0.2999,1414.49,7787,0.025,1.4868,142.43,3.55
2026-04-01,S036,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,67822.18,40766.17,15786.42,0.3872,5849.74,6943,0.0301,1.5325,181.1,1.88
2026-04-01,S037,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,62460.59,50983.63,18157.78,0.3561,2265.36,6817,0.0283,1.6873,176.83,3.81
2026-04-01,S038,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,92884.49,79134.43,27466.17,0.3471,10373.37,7485,0.0516,1.6519,166.77,2.66
2026-04-01,S039,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Shenzhen,73315.49,49988.25,13851.25,0.2771,3425.9,7263,0.042,1.5007,165.64,4.03
2026-04-01,S040,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,96654.85,82069.49,28646.56,0.3491,7120.07,8344,0.054,1.6818,183.22,2.15
2026-04-01,S041,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,57568.01,32710.66,14781.95,0.4519,1744.93,9045,0.025,1.4862,189.92,3.21
2026-04-01,S042,Himaxx Warehouse Outlet,Community Warehouse,East China,Shanghai,83751.15,62474.76,25218.3,0.4037,12890.94,8717,0.0391,1.6705,153.12,2.3
2026-04-01,S043,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Hangzhou,74387.71,62611.96,25600.49,0.4089,8989.03,6879,0.044,1.8157,182.7,3.26
2026-04-01,S044,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,92419.04,54611.93,20996.09,0.3845,11145.26,7227,0.05,1.3969,164.63,2.12
2026-04-01,S045,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,79989.63,60195.02,21761.92,0.3615,3398.83,7678,0.0303,1.483,202.48,1.71
2026-04-01,S046,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,103437.93,79496.65,30328.9,0.3815,8877.31,8376,0.0443,1.4896,199.49,3.11
2026-04-01,S047,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,90004.85,62779.22,27144.43,0.4324,6999.15,6580,0.042,1.8495,166.97,3.88
2026-04-01,S048,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,68209.66,55825.6,22424.62,0.4017,4415.56,8411,0.0318,1.7957,184.45,2.29
2026-04-01,S049,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,105919.24,85599.11,35384.47,0.4134,9719.21,6270,0.0604,1.7101,194.97,1.87
2026-04-01,S050,Himaxx Warehouse Outlet,Community Warehouse,East China,Suzhou,44048.83,34336.67,12663.67,0.3688,4077.55,7137,0.025,1.5507,176.07,3.53
2026-04-01,S051,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Qingdao,70456.24,53000.67,20932.41,0.3949,7458.23,9123,0.0346,1.654,177.13,3.31
2026-04-01,S052,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,79932.31,44933.89,19173.74,0.4267,3630.78,7285,0.0368,1.6461,193.64,3.17
2026-04-01,S053,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Chongqing,92375.28,76954.26,26916.47,0.3498,5338.09,6787,0.0475,1.5984,186.41,4.47
2026-04-01,S054,Himaxx Warehouse Outlet,Community Warehouse,North China,Tianjin,84610.48,68328.72,25722.39,0.3765,12419.28,7221,0.0391,1.5466,166.55,3.79
2026-04-01,S055,Himaxx Warehouse Outlet,Mall Warehouse,South China,Xiamen,115783.72,86902.69,32245.98,0.3711,11903.18,7070,0.0578,1.6211,183.28,1.86
2026-04-01,S056,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,99662.73,83593.49,32465.56,0.3884,7817.61,7280,0.0422,1.9221,194.94,3.02
2026-04-01,S057,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Shanghai,71909.91,47525.8,19038.29,0.4006,4963.49,7785,0.0381,1.4925,174.73,4.09
2026-04-01,S058,Himaxx Warehouse Outlet,Shopping Center Warehouse,South China,Xiamen,52310.94,32912.7,16418.1,0.4988,3036.18,7587,0.0282,1.7377,166.35,2.49
2026-04-01,S059,Himaxx Warehouse Outlet,Mall Warehouse,East China,Suzhou,42576.76,33995.9,14022.19,0.4125,3463.97,8653,0.025,1.8047,170.19,2.37
2026-04-01,S060,Himaxx Warehouse Outlet,Mall Warehouse,West China,Xi'an,104679.56,72417.14,31556.67,0.4358,8512.45,7379,0.0524,1.5036,186.65,2.04
2026-04-01,S061,Himaxx Warehouse Outlet,Community Warehouse,South China,Xiamen,47396.79,30070.42,11405.13,0.3793,2176.43,7708,0.025,1.5642,163.63,3.16
2026-04-01,S062,Himaxx Warehouse Outlet,Community Warehouse,West China,Xi'an,81769.75,60956.19,25739.12,0.4223,5115.23,7561,0.0352,1.7544,188.36,4.33
2026-04-01,S063,Himaxx Warehouse Outlet,Mall Warehouse,East China,Nanjing,29238.23,22721.92,7960.34,0.3503,1775.92,6216,0.025,1.5555,161.31,4.3
2026-04-01,S064,Himaxx Warehouse Outlet,Shopping Center Warehouse,South China,Guangzhou,104640.01,70866.24,28984.55,0.409,9594.44,8356,0.049,1.5482,184.84,3.25
2026-04-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,80129.91,55736.22,22824.03,0.4095,9867.38,7309,0.0364,1.5869,189.54,2.65
2026-04-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,57723.3,39027.51,18295.43,0.4688,3982.71,7435,0.025,1.7637,190.83,4.21
2026-04-01,S067,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,80507.45,63556.42,27967.35,0.44,10198.57,7566,0.0436,1.733,196.56,3.04
2026-04-01,S068,Himaxx Warehouse Outlet,Mall Warehouse,East China,Suzhou,64058.45,51774.37,19045.14,0.3678,5029.72,7588,0.0373,1.6644,176.18,1.64
2026-04-01,S069,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,63463.01,44983.94,16464.96,0.366,6554.05,8044,0.0345,1.6756,158.86,1.62
2026-04-01,S070,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,45828.48,28726.1,12510.82,0.4355,3100.53,7337,0.025,1.6847,190.74,1.91
2026-04-01,S071,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,66817.45,46464.98,17399.54,0.3745,5909.43,8796,0.0327,1.4836,162.58,2.76
2026-04-01,S072,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,60942.55,32192.05,14181.76,0.4405,2424.53,7684,0.025,1.6825,195.94,2.76
2026-04-01,S073,Himaxx Warehouse Outlet,Mall Warehouse,North China,Tianjin,88473.43,88473.43,34356.27,0.3883,12813.57,8654,0.0496,1.7317,183.82,2.62
2026-04-01,S074,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Tianjin,112919.18,78739.4,27904.11,0.3544,12413.8,7528,0.0542,1.6332,150.29,4.32
2026-04-01,S075,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,64580.23,47744.72,17923.97,0.3754,4370.92,7316,0.0397,1.5519,171.64,1.97
2026-04-01,S076,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,49145.32,33985.63,13339.68,0.3925,4281.57,6499,0.025,1.7705,178.86,2.37
