date,store_id,channel,store_format,region,city,traffic,member_uv,new_member_uv,returning_member_uv,assisted_visits,try_on_count,orders,buyers,gross_units,gmv,recognized_revenue,traffic_to_order_cvr,member_cvr,try_on_cvr,upt,aur
2026-01-19,S018,Himaxx Warehouse Outlet,Mall Warehouse,West China,Xi'an,170,65,21,44,69,29,12,12,12,2023.5,1474.59,0.0706,0.1846,0.4138,1.0,168.62
2026-01-19,S019,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Qingdao,302,165,30,135,118,52,10,10,19,3456.4,2234.98,0.0331,0.0606,0.1923,1.9,181.92
2026-01-19,S020,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Shanghai,154,76,25,51,58,25,14,14,22,2864.44,2216.24,0.0909,0.1842,0.56,1.5714,130.2
2026-01-19,S021,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,Central China,Changsha,257,105,35,70,98,33,8,8,9,708.53,507.68,0.0311,0.0762,0.2424,1.125,78.73
2026-01-19,S022,Himaxx Warehouse Outlet,Mall Warehouse,South China,Xiamen,279,178,30,148,81,32,6,6,14,2296.22,2234.8,0.0215,0.0337,0.1875,2.3333,164.02
2026-01-19,S023,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,248,122,23,99,120,64,7,7,7,1086.93,951.65,0.0282,0.0574,0.1094,1.0,155.28
2026-01-19,S024,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,184,94,19,75,97,25,4,4,8,1248.31,910.2,0.0217,0.0426,0.16,2.0,156.04
2026-01-19,S025,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Hangzhou,354,113,27,86,106,51,9,9,15,2864.27,2601.96,0.0254,0.0796,0.1765,1.6667,190.95
2026-01-19,S026,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,247,149,18,131,95,23,15,15,24,4852.04,3835.01,0.0607,0.1007,0.6522,1.6,202.17
2026-01-19,S027,Himaxx Warehouse Outlet,Shopping Center Warehouse,West China,Chengdu,126,72,12,60,34,7,6,6,8,1076.53,646.64,0.0476,0.0833,0.8571,1.3333,134.57
2026-01-19,S028,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Chongqing,365,173,48,125,153,54,9,9,12,1933.96,1520.62,0.0247,0.052,0.1667,1.3333,161.16
2026-01-19,S029,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Suzhou,309,129,35,94,174,69,9,9,22,3938.4,3050.02,0.0291,0.0698,0.1304,2.4444,179.02
2026-01-19,S030,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,226,129,24,105,136,45,4,4,5,404.64,281.77,0.0177,0.031,0.0889,1.25,80.93
2026-01-19,S031,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Xi'an,234,95,20,75,145,56,4,4,6,474.22,358.47,0.0171,0.0421,0.0714,1.5,79.04
2026-01-19,S032,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Wuhan,219,121,14,107,90,21,13,13,16,3479.86,2668.23,0.0594,0.1074,0.619,1.2308,217.49
2026-01-19,S033,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,285,148,45,103,107,35,9,9,15,2533.95,1603.14,0.0316,0.0608,0.2571,1.6667,168.93
2026-01-19,S034,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,126,74,12,62,77,33,15,15,24,4022.91,2956.33,0.119,0.2027,0.4545,1.6,167.62
2026-01-19,S035,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,West China,Chongqing,279,116,32,84,91,29,7,7,9,1755.22,1380.02,0.0251,0.0603,0.2414,1.2857,195.02
2026-01-19,S036,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,350,111,36,75,106,49,8,8,10,2017.8,1852.62,0.0229,0.0721,0.1633,1.25,201.78
2026-01-19,S037,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,344,158,34,124,109,32,6,6,10,1755.59,936.98,0.0174,0.038,0.1875,1.6667,175.56
2026-01-19,S038,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,191,73,23,50,111,34,7,7,9,2374.86,2179.64,0.0366,0.0959,0.2059,1.2857,263.87
2026-01-19,S039,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Shenzhen,265,167,47,120,109,45,9,9,11,1785.63,1549.24,0.034,0.0539,0.2,1.2222,162.33
2026-01-19,S040,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,407,147,51,96,153,49,13,13,20,3332.02,2068.06,0.0319,0.0884,0.2653,1.5385,166.6
2026-01-19,S041,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,176,60,10,50,74,30,1,1,1,50.46,17.51,0.0057,0.0167,0.0333,1.0,50.46
2026-01-19,S042,Himaxx Warehouse Outlet,Community Warehouse,East China,Shanghai,149,81,25,56,87,27,12,12,15,3147.71,2322.66,0.0805,0.1481,0.4444,1.25,209.85
2026-01-19,S043,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Hangzhou,367,235,55,180,158,68,11,11,19,2625.24,2132.89,0.03,0.0468,0.1618,1.7273,138.17
2026-01-19,S044,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,150,79,11,68,46,9,13,13,18,4206.7,3633.97,0.0867,0.1646,1.4444,1.3846,233.71
2026-01-19,S045,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,328,111,17,94,156,62,15,15,24,4065.4,2671.85,0.0457,0.1351,0.2419,1.6,169.39
2026-01-19,S046,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,223,98,17,81,92,36,14,13,21,3206.29,2485.91,0.0628,0.1327,0.3889,1.5,152.68
2026-01-19,S047,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,278,123,32,91,170,67,12,12,20,3539.99,2222.39,0.0432,0.0976,0.1791,1.6667,177.0
2026-01-19,S048,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,366,152,34,118,131,70,11,11,14,2462.57,1986.76,0.0301,0.0724,0.1571,1.2727,175.9
2026-01-19,S049,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,304,146,46,100,121,28,17,17,26,4807.08,3240.31,0.0559,0.1164,0.6071,1.5294,184.89
2026-01-19,S050,Himaxx Warehouse Outlet,Community Warehouse,East China,Suzhou,382,220,67,153,170,44,7,7,18,1631.23,1049.41,0.0183,0.0318,0.1591,2.5714,90.62
2026-01-19,S051,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Qingdao,248,88,28,60,146,76,7,7,10,2924.72,2924.72,0.0282,0.0795,0.0921,1.4286,292.47
2026-01-19,S052,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,389,191,24,167,142,40,6,6,7,1400.77,720.17,0.0154,0.0314,0.15,1.1667,200.11
2026-01-19,S053,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Chongqing,134,68,15,53,50,15,13,13,14,2536.03,2476.11,0.097,0.1912,0.8667,1.0769,181.15
2026-01-19,S054,Himaxx Warehouse Outlet,Community Warehouse,North China,Tianjin,137,50,8,42,83,27,13,12,28,4232.36,3376.58,0.0949,0.24,0.4815,2.1538,151.16
2026-01-19,S055,Himaxx Warehouse Outlet,Mall Warehouse,South China,Xiamen,272,142,18,124,113,57,11,11,14,2329.76,1554.94,0.0404,0.0775,0.193,1.2727,166.41
2026-01-19,S056,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,314,175,46,129,179,54,9,9,14,2521.74,2048.56,0.0287,0.0514,0.1667,1.5556,180.12
2026-01-19,S057,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Shanghai,241,118,36,82,154,81,7,7,14,2568.43,1731.81,0.029,0.0593,0.0864,2.0,183.46
2026-01-19,S058,Himaxx Warehouse Outlet,Shopping Center Warehouse,South China,Xiamen,360,130,18,112,107,49,7,7,14,2035.65,1937.84,0.0194,0.0538,0.1429,2.0,145.4
2026-01-19,S059,Himaxx Warehouse Outlet,Mall Warehouse,East China,Suzhou,168,60,8,52,45,20,3,3,4,389.16,308.72,0.0179,0.05,0.15,1.3333,97.29
2026-01-19,S060,Himaxx Warehouse Outlet,Mall Warehouse,West China,Xi'an,341,122,18,104,93,29,7,7,14,1131.34,906.14,0.0205,0.0574,0.2414,2.0,80.81
2026-01-19,S061,Himaxx Warehouse Outlet,Community Warehouse,South China,Xiamen,267,168,56,112,85,44,2,2,3,443.59,443.59,0.0075,0.0119,0.0455,1.5,147.86
2026-01-19,S062,Himaxx Warehouse Outlet,Community Warehouse,West China,Xi'an,377,160,37,123,208,46,10,10,24,2706.89,1864.36,0.0265,0.0625,0.2174,2.4,112.79
2026-01-19,S063,Himaxx Warehouse Outlet,Mall Warehouse,East China,Nanjing,308,145,33,112,118,61,6,6,6,851.28,680.89,0.0195,0.0414,0.0984,1.0,141.88
2026-01-19,S064,Himaxx Warehouse Outlet,Shopping Center Warehouse,South China,Guangzhou,172,98,21,77,104,44,11,11,20,4261.31,3667.0,0.064,0.1122,0.25,1.8182,213.07
2026-01-19,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,272,94,24,70,175,83,9,9,12,1934.25,1027.53,0.0331,0.0957,0.1084,1.3333,161.19
2026-01-19,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,155,91,17,74,72,15,5,5,6,1045.39,472.48,0.0323,0.0549,0.3333,1.2,174.23
2026-01-19,S067,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,338,199,69,130,195,101,11,11,15,3200.12,2620.97,0.0325,0.0553,0.1089,1.3636,213.34
2026-01-19,S068,Himaxx Warehouse Outlet,Mall Warehouse,East China,Suzhou,354,125,21,104,140,74,5,5,7,1173.76,1094.38,0.0141,0.04,0.0676,1.4,167.68
2026-01-19,S069,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,159,87,10,77,82,30,5,5,10,2275.16,2110.0,0.0314,0.0575,0.1667,2.0,227.52
2026-01-19,S070,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,137,86,10,76,73,27,3,3,3,368.44,275.58,0.0219,0.0349,0.1111,1.0,122.81
2026-01-19,S071,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,381,165,31,134,192,53,6,6,10,1694.64,1279.41,0.0157,0.0364,0.1132,1.6667,169.46
2026-01-19,S072,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,400,136,44,92,259,93,2,2,2,109.92,109.92,0.005,0.0147,0.0215,1.0,54.96
2026-01-19,S073,Himaxx Warehouse Outlet,Mall Warehouse,North China,Tianjin,260,105,24,81,148,55,9,8,19,4010.19,2616.21,0.0346,0.0762,0.1636,2.1111,211.06
2026-01-19,S074,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Tianjin,275,117,31,86,82,23,11,11,16,2018.21,1280.77,0.04,0.094,0.4783,1.4545,126.14
2026-01-19,S075,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,287,147,39,108,85,23,10,10,17,3109.47,2086.05,0.0348,0.068,0.4348,1.7,182.91
2026-01-19,S076,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,349,130,22,108,181,61,6,6,9,1143.62,614.84,0.0172,0.0462,0.0984,1.5,127.07
2026-01-20,S001,Himaxx Warehouse Outlet,Mall Warehouse,North China,Beijing,186,114,37,77,75,27,17,17,30,5876.87,4103.62,0.0914,0.1491,0.6296,1.7647,195.9
2026-01-20,S002,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Nanjing,269,104,35,69,70,26,10,10,18,2685.18,1376.16,0.0372,0.0962,0.3846,1.8,149.18
2026-01-20,S003,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,214,109,26,83,67,29,8,8,13,1743.42,1301.82,0.0374,0.0734,0.2759,1.625,134.11
2026-01-20,S004,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Xiamen,200,77,15,62,60,23,7,7,7,1028.43,932.36,0.035,0.0909,0.3043,1.0,146.92
2026-01-20,S005,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,94,33,11,22,28,8,5,5,7,634.72,364.46,0.0532,0.1515,0.625,1.4,90.67
2026-01-20,S006,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,319,154,52,102,197,86,8,8,14,2932.73,2639.64,0.0251,0.0519,0.093,1.75,209.48
2026-01-20,S007,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Wuhan,150,61,8,53,62,17,10,10,13,2433.79,1969.16,0.0667,0.1639,0.5882,1.3,187.21
2026-01-20,S008,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,229,140,16,124,77,27,9,9,14,3017.19,2829.86,0.0393,0.0643,0.3333,1.5556,215.51
2026-01-20,S009,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,338,107,32,75,182,63,15,15,25,4576.26,4030.2,0.0444,0.1402,0.2381,1.6667,183.05
2026-01-20,S010,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,256,145,50,95,150,39,5,5,8,1122.82,1122.82,0.0195,0.0345,0.1282,1.6,140.35
2026-01-20,S011,Himaxx Warehouse Outlet,Community Warehouse,West China,Chengdu,303,128,42,86,135,57,4,4,8,1167.51,369.0,0.0132,0.0312,0.0702,2.0,145.94
2026-01-20,S012,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,122,46,13,33,73,27,7,7,8,1897.12,1737.08,0.0574,0.1522,0.2593,1.1429,237.14
2026-01-20,S013,Himaxx Warehouse Outlet,Community Warehouse,South China,Shenzhen,199,100,24,76,122,25,12,12,15,3526.21,2453.23,0.0603,0.12,0.48,1.25,235.08
2026-01-20,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,167,106,20,86,85,32,13,13,26,5673.89,3896.98,0.0778,0.1226,0.4062,2.0,218.23
2026-01-20,S015,Himaxx Warehouse Outlet,Mall Warehouse,East China,Hangzhou,268,131,44,87,108,49,9,9,14,2340.93,2249.65,0.0336,0.0687,0.1837,1.5556,167.21
2026-01-20,S016,Himaxx Warehouse Outlet,Shopping Center Warehouse,West China,Chengdu,115,55,13,42,57,25,8,8,17,2398.83,1688.15,0.0696,0.1455,0.32,2.125,141.11
2026-01-20,S017,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Hangzhou,386,215,53,162,230,54,8,8,13,2730.62,2022.34,0.0207,0.0372,0.1481,1.625,210.05
2026-01-20,S018,Himaxx Warehouse Outlet,Mall Warehouse,West China,Xi'an,267,92,10,82,94,46,15,15,28,5340.78,3673.66,0.0562,0.163,0.3261,1.8667,190.74
2026-01-20,S019,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Qingdao,344,206,35,171,125,60,4,4,4,455.03,455.03,0.0116,0.0194,0.0667,1.0,113.76
2026-01-20,S020,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Shanghai,214,89,12,77,130,49,7,7,17,4522.5,2481.54,0.0327,0.0787,0.1429,2.4286,266.03
2026-01-20,S021,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,Central China,Changsha,198,115,13,102,126,64,11,11,18,2644.5,1573.94,0.0556,0.0957,0.1719,1.6364,146.92
2026-01-20,S022,Himaxx Warehouse Outlet,Mall Warehouse,South China,Xiamen,370,151,45,106,210,97,4,4,9,970.55,871.01,0.0108,0.0265,0.0412,2.25,107.84
2026-01-20,S023,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,137,46,8,38,84,36,12,12,22,5514.16,4418.16,0.0876,0.2609,0.3333,1.8333,250.64
2026-01-20,S024,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,292,164,32,132,124,39,5,5,7,993.13,961.5,0.0171,0.0305,0.1282,1.4,141.88
2026-01-20,S025,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Hangzhou,204,64,18,46,107,24,12,12,19,3912.46,2411.92,0.0588,0.1875,0.5,1.5833,205.92
2026-01-20,S026,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,244,79,19,60,72,28,15,15,22,4496.09,2704.2,0.0615,0.1899,0.5357,1.4667,204.37
2026-01-20,S027,Himaxx Warehouse Outlet,Shopping Center Warehouse,West China,Chengdu,218,112,14,98,77,18,6,6,12,2814.44,1214.83,0.0275,0.0536,0.3333,2.0,234.54
2026-01-20,S028,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Chongqing,373,200,44,156,219,88,8,8,12,2559.84,2046.16,0.0214,0.04,0.0909,1.5,213.32
2026-01-20,S029,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Suzhou,369,117,38,79,152,66,6,6,9,1129.6,1009.81,0.0163,0.0513,0.0909,1.5,125.51
2026-01-20,S030,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,310,195,20,175,105,38,4,4,7,865.97,169.28,0.0129,0.0205,0.1053,1.75,123.71
2026-01-20,S031,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Xi'an,172,81,25,56,46,11,10,10,13,2554.5,2293.64,0.0581,0.1235,0.9091,1.3,196.5
2026-01-20,S032,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Wuhan,147,57,17,40,85,19,8,8,10,1179.61,977.0,0.0544,0.1404,0.4211,1.25,117.96
2026-01-20,S033,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,327,152,36,116,148,47,9,9,15,3215.45,2934.12,0.0275,0.0592,0.1915,1.6667,214.36
2026-01-20,S034,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,266,140,24,116,130,65,10,10,17,2711.91,2629.89,0.0376,0.0714,0.1538,1.7,159.52
2026-01-20,S035,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,West China,Chongqing,314,176,25,151,199,89,7,7,12,1615.18,1227.01,0.0223,0.0398,0.0787,1.7143,134.6
2026-01-20,S036,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,138,85,21,64,39,21,10,10,19,3847.21,3464.86,0.0725,0.1176,0.4762,1.9,202.48
2026-01-20,S037,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,380,240,64,176,233,99,8,8,16,3656.12,2918.29,0.0211,0.0333,0.0808,2.0,228.51
2026-01-20,S038,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,323,191,62,129,157,62,13,13,21,3718.33,3192.4,0.0402,0.0681,0.2097,1.6154,177.06
2026-01-20,S039,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Shenzhen,232,99,24,75,147,72,14,14,21,3076.14,2107.21,0.0603,0.1414,0.1944,1.5,146.48
2026-01-20,S040,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,92,40,4,36,55,18,9,9,16,2558.06,1584.95,0.0978,0.225,0.5,1.7778,159.88
2026-01-20,S041,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,398,175,49,126,216,72,1,1,1,100.6,100.6,0.0025,0.0057,0.0139,1.0,100.6
2026-01-20,S042,Himaxx Warehouse Outlet,Community Warehouse,East China,Shanghai,347,201,37,164,123,26,11,11,22,4919.14,4691.2,0.0317,0.0547,0.4231,2.0,223.6
2026-01-20,S043,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Hangzhou,186,67,8,59,82,36,17,17,29,4665.63,3699.69,0.0914,0.2537,0.4722,1.7059,160.88
2026-01-20,S044,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,379,195,25,170,162,48,11,11,18,2525.91,1485.92,0.029,0.0564,0.2292,1.6364,140.33
2026-01-20,S045,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,408,202,59,143,161,64,11,11,14,2547.13,1950.31,0.027,0.0545,0.1719,1.2727,181.94
2026-01-20,S046,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,291,173,17,156,112,35,13,13,16,3036.12,2602.9,0.0447,0.0751,0.3714,1.2308,189.76
2026-01-20,S047,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,92,45,10,35,38,19,6,6,10,2886.45,1570.26,0.0652,0.1333,0.3158,1.6667,288.64
2026-01-20,S048,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,165,65,21,44,99,44,7,7,9,1933.38,1185.73,0.0424,0.1077,0.1591,1.2857,214.82
2026-01-20,S049,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,228,88,21,67,73,15,11,11,15,3280.39,3219.69,0.0482,0.125,0.7333,1.3636,218.69
2026-01-20,S050,Himaxx Warehouse Outlet,Community Warehouse,East China,Suzhou,319,123,19,104,120,48,9,9,11,1689.17,1212.05,0.0282,0.0732,0.1875,1.2222,153.56
2026-01-20,S051,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Qingdao,138,81,14,67,74,15,10,9,18,2657.45,2102.18,0.0725,0.1111,0.6667,1.8,147.64
2026-01-20,S052,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,180,80,21,59,99,46,7,7,11,1366.81,1080.99,0.0389,0.0875,0.1522,1.5714,124.26
2026-01-20,S053,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Chongqing,130,60,13,47,72,35,12,11,19,2824.08,1696.67,0.0923,0.1833,0.3429,1.5833,148.64
2026-01-20,S054,Himaxx Warehouse Outlet,Community Warehouse,North China,Tianjin,289,177,35,142,79,31,5,5,11,2360.25,1826.02,0.0173,0.0282,0.1613,2.2,214.57
2026-01-20,S055,Himaxx Warehouse Outlet,Mall Warehouse,South China,Xiamen,275,114,37,77,175,76,9,9,9,1451.2,1379.78,0.0327,0.0789,0.1184,1.0,161.24
2026-01-20,S056,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,304,132,22,110,175,59,11,11,22,4775.04,3344.66,0.0362,0.0833,0.1864,2.0,217.05
2026-01-20,S057,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Shanghai,394,160,34,126,193,41,9,9,14,2014.28,1291.85,0.0228,0.0563,0.2195,1.5556,143.88
2026-01-20,S058,Himaxx Warehouse Outlet,Shopping Center Warehouse,South China,Xiamen,139,58,8,50,71,28,7,7,10,2109.98,2020.88,0.0504,0.1207,0.25,1.4286,211.0
2026-01-20,S059,Himaxx Warehouse Outlet,Mall Warehouse,East China,Suzhou,122,49,11,38,71,32,7,7,15,2014.25,888.04,0.0574,0.1429,0.2188,2.1429,134.28
2026-01-20,S060,Himaxx Warehouse Outlet,Mall Warehouse,West China,Xi'an,229,109,28,81,89,32,9,9,12,1688.06,877.15,0.0393,0.0826,0.2812,1.3333,140.67
2026-01-20,S061,Himaxx Warehouse Outlet,Community Warehouse,South China,Xiamen,259,104,27,77,81,19,6,6,12,1323.24,1079.35,0.0232,0.0577,0.3158,2.0,110.27
2026-01-20,S062,Himaxx Warehouse Outlet,Community Warehouse,West China,Xi'an,375,182,19,163,110,46,3,3,4,1051.16,383.33,0.008,0.0165,0.0652,1.3333,262.79
2026-01-20,S063,Himaxx Warehouse Outlet,Mall Warehouse,East China,Nanjing,144,87,24,63,76,16,7,7,9,1689.97,1155.22,0.0486,0.0805,0.4375,1.2857,187.77
2026-01-20,S064,Himaxx Warehouse Outlet,Shopping Center Warehouse,South China,Guangzhou,221,89,21,68,77,33,10,10,11,1531.71,1510.74,0.0452,0.1124,0.303,1.1,139.25
2026-01-20,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,195,112,14,98,120,60,7,7,16,3456.83,3161.96,0.0359,0.0625,0.1167,2.2857,216.05
2026-01-20,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,339,116,31,85,212,110,7,7,10,1144.81,651.75,0.0206,0.0603,0.0636,1.4286,114.48
2026-01-20,S067,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,309,108,23,85,166,75,12,12,19,1938.24,1462.99,0.0388,0.1111,0.16,1.5833,102.01
2026-01-20,S068,Himaxx Warehouse Outlet,Mall Warehouse,East China,Suzhou,181,79,12,67,87,45,11,11,20,3488.61,2361.99,0.0608,0.1392,0.2444,1.8182,174.43
2026-01-20,S069,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,147,52,13,39,49,13,10,10,12,1264.37,800.04,0.068,0.1923,0.7692,1.2,105.36
2026-01-20,S070,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,298,141,16,125,94,32,4,4,4,739.01,565.63,0.0134,0.0284,0.125,1.0,184.75
2026-01-20,S071,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,403,256,47,209,246,132,7,7,9,1620.86,1581.75,0.0174,0.0273,0.053,1.2857,180.1
2026-01-20,S072,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,149,95,20,75,82,33,5,5,12,1463.56,1421.19,0.0336,0.0526,0.1515,2.4,121.96
2026-01-20,S073,Himaxx Warehouse Outlet,Mall Warehouse,North China,Tianjin,325,110,27,83,129,38,9,9,15,2765.55,1267.07,0.0277,0.0818,0.2368,1.6667,184.37
2026-01-20,S074,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Tianjin,179,69,12,57,85,39,7,7,11,3054.17,2672.82,0.0391,0.1014,0.1795,1.5714,277.65
2026-01-20,S075,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,276,101,29,72,78,22,6,6,7,820.44,598.18,0.0217,0.0594,0.2727,1.1667,117.21
2026-01-20,S076,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,332,201,56,145,166,82,2,2,5,592.17,592.17,0.006,0.01,0.0244,2.5,118.43
2026-01-21,S001,Himaxx Warehouse Outlet,Mall Warehouse,North China,Beijing,397,195,59,136,164,35,10,10,14,1600.74,1363.81,0.0252,0.0513,0.2857,1.4,114.34
2026-01-21,S002,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Nanjing,295,129,25,104,175,65,9,9,12,2499.62,1697.4,0.0305,0.0698,0.1385,1.3333,208.3
2026-01-21,S003,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,281,111,23,88,118,55,4,4,6,910.36,858.54,0.0142,0.036,0.0727,1.5,151.73
2026-01-21,S004,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Xiamen,338,114,17,97,153,69,8,8,11,1972.9,1003.41,0.0237,0.0702,0.1159,1.375,179.35
2026-01-21,S005,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,405,123,29,94,115,45,8,8,16,3126.19,2493.96,0.0198,0.065,0.1778,2.0,195.39
2026-01-21,S006,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,214,107,20,87,131,54,7,7,13,3094.01,2754.88,0.0327,0.0654,0.1296,1.8571,238.0
2026-01-21,S007,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Wuhan,340,216,33,183,130,38,5,5,7,720.83,562.32,0.0147,0.0231,0.1316,1.4,102.98
2026-01-21,S008,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,272,106,36,70,94,37,15,15,30,4893.35,2920.74,0.0551,0.1415,0.4054,2.0,163.11
2026-01-21,S009,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,366,219,57,162,171,59,9,9,12,2097.4,1918.04,0.0246,0.0411,0.1525,1.3333,174.78
2026-01-21,S010,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,355,222,53,169,112,53,7,7,7,933.27,855.17,0.0197,0.0315,0.1321,1.0,133.32
2026-01-21,S011,Himaxx Warehouse Outlet,Community Warehouse,West China,Chengdu,165,63,16,47,85,31,7,7,15,2566.99,1667.68,0.0424,0.1111,0.2258,2.1429,171.13
