snapshot_month,store_id,channel,store_format,brand,brand_tier,category,business_mode,inventory_risk_owner,avg_inventory_value,inventory_value,ending_inventory_units,sold_units,recognized_revenue,gross_profit,cogs,gmroi,inventory_turnover,sales_to_inventory_ratio,sell_through_rate,inventory_age_days,weeks_of_supply,stockout_rate,overstock_rate,clearance_rate,inventory_risk_flag
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Asics,Tier 3,Outdoor Apparel,Buyout,Himaxx,18550.205,39468.4,200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.5,999.0,0.0,1.0,0.5,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Asics,Tier 3,Performance Apparel,Consignment,Brand Partner,3187.27,3301.69,101,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Asics,Tier 3,Sportswear,Buyout,Himaxx,5502.375,12101.28,228,1,95.38,34.13,61.25,0.00620277607396806,0.011131556827733478,0.017334332901701537,0.004366812227074236,114.0,621.5,0.0,1.0,0.5,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Asics,Tier 3,Sportswear,Consignment,Brand Partner,2490.6366666666668,8071.6,356,3,115.9,95.97,19.93,0.03853231636890701,0.008001970045142406,0.04653428641404942,0.008356545961002786,87.0,474.6666666666667,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Asics,Tier 3,Training Shoes,Buyout,Himaxx,5514.32,6347.88,99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Asics,Tier 3,Training Shoes,Consignment,Brand Partner,5230.32,6031.74,143,2,85.39,72.52,12.87,0.013865308432371251,0.002460652503097325,0.016325960935468578,0.013793103448275862,172.0,286.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Asics,Tier 3,Underwear,Buyout,Himaxx,6181.59,13918.02,270,2,191.41,80.2,111.21,0.012974008305306563,0.017990517002907016,0.030964525308213583,0.007352941176470588,165.0,540.0,0.0,1.0,1.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Asics,Tier 3,Underwear,Consignment,Brand Partner,1214.62,1256.1,106,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Asics,Tier 3,Yoga Apparel,Buyout,Himaxx,7885.6,9819.81,99,3,424.69,127.12,297.57,0.01612052348584762,0.03773587298366643,0.053856396469514047,0.029411764705882353,69.0,132.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Asics,Tier 3,Yoga Apparel,Consignment,Brand Partner,623.84,707.39,127,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand A,Tier 2,Accessories,Own Brand,Himaxx,7487.23,14973.33,240,6,630.5799999999999,319.88,310.7,0.04272341039342988,0.041497322774911416,0.08422073316834129,0.024390243902439025,137.5,193.5,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand A,Tier 2,Bags,Own Brand,Himaxx,5032.1,16421.269999999997,187,3,255.12,97.41,157.71,0.019357723415671386,0.031340792114624115,0.0506985155302955,0.015789473684210527,161.33333333333334,705.5566666666667,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand A,Tier 2,Basketball Shoes,Own Brand,Himaxx,14370.6725,61262.04,360,4,561.62,-42.7,604.3199999999999,-0.0029713292819107807,0.042052311748110596,0.03908098246619982,0.01098901098901099,210.0,607.5,0.0,1.0,0.25,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand A,Tier 2,Kids Apparel,Own Brand,Himaxx,8046.43,17128.06,260,3,341.4,97.84,243.56,0.012159429709821623,0.030269324408464374,0.04242875411828599,0.011406844106463879,154.0,399.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand A,Tier 2,Lifestyle Apparel,Own Brand,Himaxx,7290.697999999999,39740.26,466,4,699.72,345.68,354.04,0.047413841582794956,0.048560508198254825,0.09597434978104978,0.00851063829787234,148.0,818.0,0.0,1.0,0.4,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand A,Tier 2,Outdoor Apparel,Own Brand,Himaxx,16958.975,150090.15000000002,668,1,407.14,169.8,237.34,0.01001239756530097,0.01399494957684648,0.02400734714214745,0.0014947683109118087,105.0,913.625,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand A,Tier 2,Performance Apparel,Own Brand,Himaxx,22716.31,168733.73,771,3,148.47,27.93,120.54,0.0012295130679234436,0.005306319556301177,0.006535832624224621,0.003875968992248062,188.28571428571428,882.7614285714286,0.0,1.0,0.5714285714285714,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand A,Tier 2,Running Shoes,Own Brand,Himaxx,25585.676666666666,82444.5,375,3,841.35,68.61,772.74,0.0026815784821273047,0.030202054456770933,0.03288363293889824,0.007936507936507936,113.66666666666667,722.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand A,Tier 2,Sportswear,Own Brand,Himaxx,18855.396666666667,59479.85,405,3,613.5,46.56,566.94,0.0024693195705774067,0.030067784307198347,0.03253710387777575,0.007352941176470588,156.0,730.4433333333333,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand A,Tier 2,Training Shoes,Own Brand,Himaxx,9577.785,21643.31,123,6,1459.0100000000002,368.36,1090.65,0.038459831787829864,0.11387288397056314,0.15233271575839302,0.046511627906976744,158.0,82.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand A,Tier 2,Underwear,Own Brand,Himaxx,7913.56,24502.33,293,1,129.62,65.52,64.1,0.00827945956055176,0.008100020723921976,0.016379480284473738,0.003401360544217687,160.0,751.3333333333334,0.0,1.0,0.3333333333333333,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand B,Tier 2,Accessories,Own Brand,Himaxx,7346.614,38549.26,470,6,638.79,163.92000000000002,474.87,0.02231231966181972,0.06463794068941148,0.0869502603512312,0.012605042016806723,143.8,635.134,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand B,Tier 2,Basketball Shoes,Own Brand,Himaxx,17145.906,91040.06999999999,541,5,1164.06,131.48000000000002,1032.58,0.007668302859003194,0.06022312265096986,0.06789142550997306,0.009157509157509158,199.4,688.6,0.0,1.0,0.4,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand B,Tier 2,Kids Apparel,Own Brand,Himaxx,5960.678,32523.6,382,1,288.99,177.55,111.44,0.02978687994889172,0.01869585976628833,0.04848273971518005,0.0026109660574412533,105.2,865.6,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand B,Tier 2,Lifestyle Apparel,Own Brand,Himaxx,1885.56,2257.71,91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand B,Tier 2,Outdoor Apparel,Own Brand,Himaxx,17940.15,18125.1,98,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand B,Tier 2,Performance Apparel,Own Brand,Himaxx,13639.05,14043.17,139,2,304.48,102.42,202.06,0.007509320663829226,0.014814814814814815,0.022324135478644043,0.014184397163120567,45.0,278.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand B,Tier 2,Running Shoes,Own Brand,Himaxx,15734.216666666667,47584.479999999996,256,2,678.12,161.72,516.4,0.010278236497315298,0.032820191239263045,0.04309842773657835,0.007751937984496124,150.0,748.6666666666666,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand B,Tier 2,Sportswear,Own Brand,Himaxx,20012.1675,83334.76999999999,549,4,1233.92,556.2,677.72,0.027793091378032892,0.033865397139015554,0.06165848851704844,0.007233273056057866,152.25,634.5,0.0,1.0,0.25,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand B,Tier 2,Training Shoes,Own Brand,Himaxx,16970.595,70655.14,445,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,999.0,0.0,1.0,0.5,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand B,Tier 2,Underwear,Own Brand,Himaxx,5362.058,28772.47,569,5,203.45,23.060000000000002,180.39000000000001,0.0043005875729057765,0.03364193375006388,0.03794252132296965,0.008710801393728223,169.2,719.4,0.0,1.0,0.4,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brand B,Tier 2,Yoga Apparel,Own Brand,Himaxx,10828.8225,47593.39,480,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brooks Brothers,Tier 1,Accessories,Buyout,Himaxx,3430.5699999999997,7069.84,146,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.5,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brooks Brothers,Tier 1,Accessories,Consignment,Brand Partner,2018.95,2220.1,149,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brooks Brothers,Tier 1,Bags,Buyout,Himaxx,5663.52,5663.52,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brooks Brothers,Tier 1,Basketball Shoes,Buyout,Himaxx,19892.4,21550.1,130,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brooks Brothers,Tier 1,Kids Apparel,Buyout,Himaxx,4027.0499999999997,8897.32,230,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.5,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brooks Brothers,Tier 1,Kids Apparel,Consignment,Brand Partner,1840.5033333333333,5779.0,293,5,290.11,229.0,61.11,0.1244224858779573,0.03320287385153699,0.1576253597294943,0.016778523489932886,133.33333333333334,251.33333333333334,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brooks Brothers,Tier 1,Lifestyle Apparel,Buyout,Himaxx,5817.855,13438.32,176,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brooks Brothers,Tier 1,Outdoor Apparel,Buyout,Himaxx,19945.5,40634.22,176,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brooks Brothers,Tier 1,Performance Apparel,Buyout,Himaxx,13056.06,41919.47,339,6,1877.1899999999998,505.14,1372.05,0.03869007954926678,0.10508913102421405,0.1437792105734808,0.017391304347826087,84.0,578.6,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brooks Brothers,Tier 1,Running Shoes,Buyout,Himaxx,8567.32,9707.68,166,1,91.0,32.52,58.48,0.003795819462795834,0.006825938566552901,0.010621758029348735,0.005988023952095809,20.0,664.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brooks Brothers,Tier 1,Sportswear,Buyout,Himaxx,4353.92,5646.49,83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brooks Brothers,Tier 1,Sportswear,Consignment,Brand Partner,308.29,358.36,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brooks Brothers,Tier 1,Training Shoes,Buyout,Himaxx,4084.42,4881.38,49,2,602.61,403.37,199.24,0.09875820801974332,0.04878048780487805,0.14753869582462137,0.0392156862745098,100.0,98.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brooks Brothers,Tier 1,Underwear,Buyout,Himaxx,1067.7,2172.2,190,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brooks Brothers,Tier 1,Yoga Apparel,Buyout,Himaxx,2593.08,2963.52,84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Brooks Brothers,Tier 1,Yoga Apparel,Consignment,Brand Partner,1093.375,2421.42,159,5,148.96,129.17,19.79,0.1181387904424374,0.01809991997256202,0.13623871041499944,0.03048780487804878,133.5,528.3,0.0,1.0,0.5,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Champion,Tier 3,Accessories,Buyout,Himaxx,6694.543333333332,21348.05,246,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.33333333333333,999.0,0.0,1.0,0.3333333333333333,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Champion,Tier 3,Bags,Buyout,Himaxx,4238.71,4238.71,133,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Champion,Tier 3,Bags,Consignment,Brand Partner,2133.3,2248.17,137,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Champion,Tier 3,Basketball Shoes,Buyout,Himaxx,18702.23,18771.75,135,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Champion,Tier 3,Kids Apparel,Buyout,Himaxx,13777.225,29349.649999999998,243,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.5,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Champion,Tier 3,Lifestyle Apparel,Buyout,Himaxx,2072.07,2045.16,38,1,82.96,29.14,53.82,0.014063231454535802,0.025974025974025972,0.04003725742856177,0.02564102564102564,218.0,152.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Champion,Tier 3,Lifestyle Apparel,Consignment,Brand Partner,982.35,1253.07,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Champion,Tier 3,Outdoor Apparel,Buyout,Himaxx,11499.265,26937.56,155,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.5,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Champion,Tier 3,Performance Apparel,Buyout,Himaxx,21068.4,22806.0,105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Champion,Tier 3,Performance Apparel,Consignment,Brand Partner,3027.35,3043.2,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Champion,Tier 3,Running Shoes,Buyout,Himaxx,6151.6,7949.76,84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Champion,Tier 3,Sportswear,Buyout,Himaxx,5985.12,6362.56,59,1,166.08,58.24,107.84,0.009730799048306467,0.018018018018018018,0.027748817066324486,0.016666666666666666,212.0,236.0,0.0,1.0,1.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Champion,Tier 3,Underwear,Buyout,Himaxx,2256.54,2493.24,79,1,84.78,53.22,31.56,0.023584780238772633,0.013986013986013986,0.037570794224786624,0.0125,195.0,316.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Cole Haan,Tier 2,Accessories,Buyout,Himaxx,1320.76,1594.88,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Cole Haan,Tier 2,Bags,Buyout,Himaxx,9276.73,20218.46,367,2,71.78,38.66,33.12,0.004167416751376832,0.003570223559379221,0.007737640310756053,0.005420054200542005,248.5,657.5,0.0,1.0,0.5,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Cole Haan,Tier 2,Bags,Consignment,Brand Partner,5189.16,5189.16,166,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Cole Haan,Tier 2,Basketball Shoes,Consignment,Brand Partner,9312.71,9340.02,171,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Cole Haan,Tier 2,Kids Apparel,Buyout,Himaxx,3670.4266666666663,11256.48,300,2,410.84,276.44,134.4,0.07531549465638873,0.0366169963891573,0.11193249104554602,0.006622516556291391,189.66666666666666,704.0,0.0,1.0,0.3333333333333333,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Cole Haan,Tier 2,Lifestyle Apparel,Buyout,Himaxx,11342.939999999999,59223.25,740,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.8,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Cole Haan,Tier 2,Outdoor Apparel,Buyout,Himaxx,4680.62,4680.62,67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Cole Haan,Tier 2,Performance Apparel,Buyout,Himaxx,19609.636,109513.44,701,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.2,999.0,0.0,1.0,0.8,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Cole Haan,Tier 2,Performance Apparel,Consignment,Brand Partner,6830.755,13887.45,242,1,62.06,48.45,13.61,0.007092920182322452,0.0019924591059114253,0.009085379288233877,0.00411522633744856,291.5,709.5,0.0,1.0,0.5,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Cole Haan,Tier 2,Running Shoes,Buyout,Himaxx,13836.945,29570.760000000002,276,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Cole Haan,Tier 2,Sportswear,Buyout,Himaxx,3770.6,16938.07,500,2,149.23,79.44,69.79,0.021068264997613113,0.018508990611573756,0.039577255609186866,0.00398406374501992,230.75,763.5,0.0,1.0,0.5,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Cole Haan,Tier 2,Training Shoes,Buyout,Himaxx,6305.026,36090.7,425,4,724.33,469.71999999999997,254.61,0.07449929627570132,0.040382069796381495,0.11488136607208282,0.009324009324009324,182.0,710.6,0.0,1.0,0.4,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Cole Haan,Tier 2,Underwear,Buyout,Himaxx,3505.6766666666663,12549.93,252,4,324.82,173.52,151.3,0.04949686365827616,0.04315857233458496,0.09265543599286111,0.015625,146.0,429.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Columbia,Tier 3,Accessories,Buyout,Himaxx,1200.86,1188.48,48,1,53.17,28.41,24.76,0.023658045067701482,0.02061855670103093,0.04427660176873242,0.02040816326530612,49.0,192.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Columbia,Tier 3,Accessories,Consignment,Brand Partner,1109.76,2446.72,160,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Columbia,Tier 3,Bags,Buyout,Himaxx,5807.0,6155.42,106,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Columbia,Tier 3,Bags,Consignment,Brand Partner,3535.49,11645.18,309,3,95.08,78.26,16.82,0.02213554556794108,0.004757473504379875,0.026893019072320952,0.009615384615384616,124.0,463.6666666666667,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Columbia,Tier 3,Basketball Shoes,Buyout,Himaxx,23216.25,26236.25,139,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Columbia,Tier 3,Kids Apparel,Consignment,Brand Partner,512.12,586.46,142,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Columbia,Tier 3,Lifestyle Apparel,Buyout,Himaxx,8117.885,17421.78,232,3,327.0,18.12,308.88,0.0022321084863853083,0.03804931949639592,0.040281427982781226,0.01276595744680851,155.5,583.5,0.0,1.0,0.5,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Columbia,Tier 3,Outdoor Apparel,Buyout,Himaxx,6146.07,7179.48,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Columbia,Tier 3,Running Shoes,Buyout,Himaxx,8709.153333333334,27761.84,260,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Columbia,Tier 3,Running Shoes,Consignment,Brand Partner,2370.22,2687.1,106,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Columbia,Tier 3,Training Shoes,Buyout,Himaxx,8037.9,8037.9,117,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Columbia,Tier 3,Yoga Apparel,Buyout,Himaxx,8545.836666666666,29783.03,267,5,266.27,56.87,209.4,0.006654702426249663,0.024503159628216628,0.031157862054466287,0.01838235294117647,165.33333333333334,678.0,0.0,1.0,1.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Columbia,Tier 3,Yoga Apparel,Consignment,Brand Partner,110.58,110.58,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Fila,Tier 3,Bags,Buyout,Himaxx,16021.990000000002,37558.35,193,1,277.87,26.86,251.01,0.0016764459346186083,0.015666593225935103,0.017343039160553714,0.005154639175257732,143.0,699.5,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Fila,Tier 3,Kids Apparel,Consignment,Brand Partner,1501.46,1785.52,88,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Fila,Tier 3,Lifestyle Apparel,Consignment,Brand Partner,456.66,456.66,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Fila,Tier 3,Outdoor Apparel,Buyout,Himaxx,11167.825,22980.059999999998,198,1,96.95,51.3,45.65,0.00459355335528628,0.004087635685552021,0.0086811890408383,0.005025125628140704,133.0,627.5,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Fila,Tier 3,Outdoor Apparel,Consignment,Brand Partner,2902.5,3476.25,103,4,408.0,359.04,48.96,0.12370025839793282,0.016868217054263567,0.1405684754521964,0.037383177570093455,158.0,103.0,0.0,1.0,0.0,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Fila,Tier 3,Running Shoes,Buyout,Himaxx,5440.9349999999995,12952.43,146,1,103.7,26.26,77.44,0.004826376348917972,0.01423284784692337,0.019059224195841343,0.006802721088435374,302.0,609.5,0.0,1.0,0.5,High Risk
2026-02-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,Fila,Tier 3,Running Shoes,Consignment,Brand Partner,443.7,456.75,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,999.0,0.0,1.0,0.0,High Risk
