brand,brand_owner,brand_tier,category,business_mode,msrp_gmv,transaction_gmv,gross_sales,gmv,net_sales,recognized_revenue,cogs,gross_profit,gross_margin_pct,gross_units,returned_units,net_units,return_rate,discount_amount,markdown_amount,discount_depth,discount_factor,cost_to_msrp_ratio,price_cost_spread,markdown_rate,net_aur,orders,revenue_share,gross_profit_share
Champion,External Brand,Tier 3,Kids Apparel,Buyout,227008.05000000002,44318.72,44318.72,44318.72,42828.32,42828.32,37727.86,5100.46,0.11909082588343414,426,15,411,0.035211267605633804,182689.33,182689.33,0.8047702713626235,0.1952297286373765,0.1685149253731343,0.026714803264242193,0.8047702713626234,104.20515815085157,268,0.0026962753055009355,0.0008226469996798804
Champion,External Brand,Tier 3,Lifestyle Apparel,Buyout,88299.3,16660.5,16660.5,16660.5,16379.16,16379.16,10602.54,5776.62,0.3526810898727407,201,4,197,0.01990049751243781,71638.8,71638.8,0.8113178700170895,0.1886821299829104,0.1225,0.0661821299829104,0.8113178700170897,83.14294416243655,129,0.0010311570622627433,0.0009317040249880973
Champion,External Brand,Tier 3,Lifestyle Apparel,Consignment,42928.4,8000.43,8000.43,8000.43,7543.57,1514.0,273.9,1240.1,0.8190885072655217,85,5,80,0.058823529411764705,34927.97,34927.97,0.8136331659227923,0.18636683407720764,0.0306,0.15576683407720765,0.8136331659227923,18.925,52,9.531452115162155e-05,0.00020001422309027416
Champion,External Brand,Tier 3,Outdoor Apparel,Buyout,399812.32,80533.47,80533.47,80533.47,76870.25,76870.25,50033.25,26837.0,0.3491207586810242,298,15,283,0.050335570469798654,319278.85,319278.85,0.798571814895549,0.201428185104451,0.136515763546798,0.064912421557653,0.798571814895549,271.62632508833923,203,0.004839399649640315,0.004328507140612602
Champion,External Brand,Tier 3,Performance Apparel,Buyout,374945.0,75793.7,75793.7,75793.7,72731.18,72731.18,49087.2,23643.98,0.32508725968697333,236,10,226,0.0423728813559322,299151.3,299151.3,0.7978538185600554,0.2021461814399445,0.1367,0.06544618143994452,0.7978538185600554,321.81938053097343,149,0.0045788227176303785,0.003813508822241739
Champion,External Brand,Tier 3,Performance Apparel,Consignment,127840.74,25265.11,25265.11,25265.11,24015.12,4452.38,784.54,3667.84,0.8237931173889022,114,5,109,0.043859649122807015,102575.63,102575.63,0.8023704337130715,0.19762956628692857,0.0283,0.16932956628692858,0.8023704337130715,40.847522935779814,69,0.0002803014978104734,0.000591581459575382
Champion,External Brand,Tier 3,Running Shoes,Buyout,125566.0,24395.85,24395.85,24395.85,23229.44,23229.44,12681.76,10547.68,0.4540651862464184,140,6,134,0.04285714285714286,101170.15,101170.15,0.8057129318446077,0.19428706815539237,0.10549999999999998,0.08878706815539239,0.8057129318446076,173.35402985074626,88,0.0014624193858786814,0.0017012224986733514
Champion,External Brand,Tier 3,Sportswear,Buyout,235477.5,48161.7,48161.7,48161.7,46464.38,46464.38,25989.440000000002,20474.94,0.440658844473982,250,9,241,0.036,187315.8,187315.8,0.7954721788705927,0.20452782112940726,0.1145,0.09002782112940726,0.7954721788705926,192.79825726141078,148,0.002925185026622841,0.003302378208950873
Champion,External Brand,Tier 3,Underwear,Buyout,82643.22,16360.39,16360.39,16360.39,15857.61,15857.61,9089.28,6768.33,0.4268190477631875,297,9,288,0.030303030303030304,66282.83,66282.83,0.802035908087802,0.197964091912198,0.1134,0.08456409191219799,0.802035908087802,55.061145833333335,180,0.0009983226577009018,0.0010916557266096244
Cole Haan,External Brand,Tier 2,Accessories,Buyout,50792.549999999996,7881.33,7881.33,7881.33,7727.06,7727.06,6454.280000000001,1272.78,0.16471724045109004,265,6,259,0.022641509433962263,42911.22,42911.22,0.8448329528641503,0.15516704713584967,0.13,0.025167047135849663,0.8448329528641505,29.834208494208497,167,0.00048646038560756197,0.0002052851406054666
Cole Haan,External Brand,Tier 2,Bags,Buyout,201834.41,27129.51,27129.51,27129.51,26173.89,26173.89,12487.26,13686.63,0.5229115733274649,235,8,227,0.03404255319148936,174704.9,174704.9,0.8655853082732523,0.13441469172674766,0.06397718120805368,0.07043751051869399,0.8655853082732523,115.30348017621145,149,0.001647788501998161,0.0022074999324038697
Cole Haan,External Brand,Tier 2,Bags,Consignment,351266.17,55021.35,55021.35,55021.35,52857.76,13927.98,2410.67,11517.31,0.8269189071207741,449,18,431,0.0400890868596882,296244.82,296244.82,0.8433627980741784,0.15663720192582167,0.04,0.11663720192582167,0.8433627980741784,32.31549883990719,261,0.0008768419711422469,0.0018576129439076248
Cole Haan,External Brand,Tier 2,Basketball Shoes,Consignment,27752.78,4407.06,4407.06,4407.06,4407.06,1110.57,183.41,927.16,0.8348505722286754,22,0,22,0.0,23345.72,23345.72,0.8412029353455761,0.15879706465442384,0.0433,0.11549706465442383,0.8412029353455762,50.48045454545454,15,6.991641199164883e-05,0.00014954051050752244
Cole Haan,External Brand,Tier 2,Kids Apparel,Buyout,831799.77,124778.68,124778.68,124778.68,120757.87,120757.87,58522.56,62235.31,0.5153727040730347,1327,48,1279,0.03617181612660136,707021.09,707021.09,0.8499895233200173,0.1500104766799827,0.07708754448398576,0.07292293219599695,0.8499895233200172,94.41584831899921,843,0.007602363642232341,0.010037857574737819
Cole Haan,External Brand,Tier 2,Lifestyle Apparel,Buyout,618085.58,97297.47,97297.47,97297.47,93248.3,93248.3,44171.229999999996,49077.07,0.5263052516775104,715,26,689,0.03636363636363636,520788.11,520788.11,0.8425825271639568,0.1574174728360432,0.07794073275862069,0.07947674007742252,0.8425825271639569,135.33860667634252,464,0.005870486831375661,0.007915581023785987
Cole Haan,External Brand,Tier 2,Outdoor Apparel,Buyout,83086.39,13183.84,13183.84,13183.84,12935.69,12935.69,9361.24,3574.45,0.27632464909100324,137,3,134,0.021897810218978103,69902.55,69902.55,0.8413237113804077,0.1586762886195922,0.1152,0.04347628861959221,0.8413237113804078,96.53500000000001,87,0.000814371927421281,0.0005765186998830985
Cole Haan,External Brand,Tier 2,Performance Apparel,Buyout,2000144.69,297925.84,297925.84,297925.84,285532.46,285532.46,202369.59,83162.87,0.29125539702211084,1132,50,1082,0.044169611307420496,1702218.85,1702218.85,0.8510478559428618,0.1489521440571382,0.10728097982708934,0.04167116423004885,0.8510478559428619,263.8932162661738,694,0.017975818823080934,0.01341323831385168
Cole Haan,External Brand,Tier 2,Performance Apparel,Consignment,386783.36,59996.78,59996.78,59996.78,59099.13,16071.01,2797.86,13273.15,0.8259063991622182,262,5,257,0.019083969465648856,326786.58,326786.58,0.8448827271162854,0.15511727288371455,0.03928372093023256,0.115833551953482,0.8448827271162855,62.53311284046693,172,0.001011757346481454,0.0021408102453114044
Cole Haan,External Brand,Tier 2,Running Shoes,Buyout,439545.08,68717.08,68717.08,68717.08,65823.89,65823.89,29907.44,35916.45,0.5456445980327203,310,13,297,0.041935483870967745,370828.0,370828.0,0.843663180122503,0.15633681987749698,0.07136999999999999,0.08496681987749699,0.843663180122503,221.62925925925927,200,0.004143971304945185,0.005792920605524294
Cole Haan,External Brand,Tier 2,Sportswear,Buyout,603416.21,82565.42,82565.42,82565.42,78547.6,78547.6,39526.270000000004,39021.33,0.49678577066644936,880,38,842,0.04318181818181818,520850.79,520850.79,0.8631700331683168,0.13682996683168322,0.07723644859813084,0.059593518233552384,0.8631700331683168,93.28693586698338,535,0.004944997940296638,0.006293702930327561
Cole Haan,External Brand,Tier 2,Training Shoes,Buyout,1863595.06,295625.89,295625.89,295625.89,284636.22,284636.22,119114.18,165522.04,0.5815213538178663,1703,62,1641,0.0364063417498532,1567969.17,1567969.17,0.841367957908195,0.15863204209180506,0.06735217803030304,0.09127986406150203,0.8413679579081949,173.45290676416818,1056,0.017919395648419816,0.026696848830672755
Cole Haan,External Brand,Tier 2,Underwear,Buyout,534053.83,82862.12,82862.12,82862.12,79920.98,79920.98,51619.14,28301.84,0.3541227847806671,1127,42,1085,0.037267080745341616,451191.71,451191.71,0.8448431312626294,0.15515686873737053,0.10020385144429161,0.054953017293078915,0.8448431312626296,73.65988940092166,727,0.005031459668869433,0.004564769405390892
Columbia,External Brand,Tier 3,Accessories,Buyout,73605.0,15032.43,15032.43,15032.43,14582.98,14582.98,5991.92,8591.06,0.5891155305705692,250,8,242,0.032,58572.57,58572.57,0.7957689015691869,0.20423109843081313,0.0841,0.12013109843081314,0.7957689015691869,60.260247933884294,148,0.0009180777778491902,0.0013856416348858405
Columbia,External Brand,Tier 3,Accessories,Consignment,259330.06,52659.6,52659.6,52659.6,49897.98,13057.32,2270.5,10786.82,0.8261128623637929,436,21,415,0.0481651376146789,206670.46,206670.46,0.7969398534053476,0.20306014659465238,0.03205161290322581,0.17100853369142657,0.7969398534053476,31.463421686746987,279,0.000822029196382755,0.0017397930988747932
Columbia,External Brand,Tier 3,Bags,Buyout,34463.52,6950.45,6950.45,6950.45,6220.28,6220.28,5400.51,819.77,0.13178988727195562,104,11,93,0.10576923076923077,27513.07,27513.07,0.7983244311666364,0.20167556883336352,0.1752,0.026475568833363522,0.7983244311666365,66.88473118279569,67,0.00039160040266116806,0.00013221970781607454
Columbia,External Brand,Tier 3,Bags,Consignment,849067.3,170089.27,170089.27,170089.27,162421.2,39655.85,6862.75,32793.1,0.8269423048553997,971,43,928,0.044284243048403706,678978.03,678978.03,0.7996751612033581,0.2003248387966419,0.037022439024390244,0.16330239977225164,0.799675161203358,42.73259698275862,615,0.0024965510922130324,0.005289159276849987
Columbia,External Brand,Tier 3,Basketball Shoes,Buyout,58123.8,7669.47,7669.47,7669.47,7669.47,7669.47,7927.5,-258.03,-0.033643785033385616,42,0,42,0.0,50454.33,50454.33,0.8680494048909397,0.13195059510906032,0.1364,-0.004449404890939673,0.8680494048909396,182.60642857142858,24,0.00048283478238885533,-4.1617345362457414e-05
Columbia,External Brand,Tier 3,Kids Apparel,Consignment,21897.32,4311.71,4311.71,4311.71,4152.63,1394.44,252.39000000000001,1142.05,0.8190026103668856,86,3,83,0.03488372093023256,17585.61,17585.61,0.8030941686014544,0.1969058313985456,0.0162,0.1807058313985456,0.8030941686014544,16.800481927710845,51,8.778756993042744e-05,0.00018419985765684026
Columbia,External Brand,Tier 3,Lifestyle Apparel,Buyout,173898.68,34058.97,34058.97,34058.97,32066.48,32066.48,21601.8,10464.68,0.326343271852726,306,18,288,0.058823529411764705,139839.71,139839.71,0.8041447468146394,0.1958552531853606,0.1256896174863388,0.07016563569902179,0.8041447468146394,111.34194444444444,183,0.0020187590397741408,0.0016878355294640192
Columbia,External Brand,Tier 3,Outdoor Apparel,Buyout,173174.82,34485.24,34485.24,34485.24,32530.28,32530.28,14141.4,18388.88,0.5652850206023434,138,8,130,0.057971014492753624,138689.58,138689.58,0.8008645829688174,0.19913541703118268,0.0867,0.11243541703118268,0.8008645829688172,250.23292307692307,92,0.002047957768248462,0.0029659201247482308
Columbia,External Brand,Tier 3,Running Shoes,Buyout,642227.79,128168.42,128168.42,128168.42,123457.0,123457.0,57151.42,66305.58,0.5370742849737156,520,20,500,0.038461538461538464,514059.37,514059.37,0.800431526016649,0.19956847398335098,0.09365044510385756,0.10591802887949342,0.8004315260166489,246.914,337,0.0077722885322428934,0.010694346480324184
Columbia,External Brand,Tier 3,Running Shoes,Consignment,290986.8,57350.5,57350.5,57350.5,54615.26,15920.39,2727.48,13192.91,0.8286800763046634,260,12,248,0.046153846153846156,233636.3,233636.3,0.802910303835088,0.19708969616491195,0.0227,0.17438969616491196,0.802910303835088,64.19512096774193,159,0.0010022749996017597,0.002127868433150479
Columbia,External Brand,Tier 3,Training Shoes,Buyout,236606.82,30988.34,30988.34,30988.34,29808.69,29808.69,11953.800000000001,17854.89,0.5989827127592658,181,7,174,0.03867403314917127,205618.48,205618.48,0.8690302333635185,0.13096976663648158,0.0526,0.07836976663648157,0.8690302333635185,171.3143103448276,121,0.001876618899278157,0.0028797935260965286
Columbia,External Brand,Tier 3,Yoga Apparel,Buyout,305633.26,58539.33,58539.33,58539.33,55995.6,55995.6,44133.44,11862.16,0.2118409303588139,578,22,556,0.03806228373702422,247093.93,247093.93,0.8084654464635165,0.19153455353648355,0.12132551020408164,0.07020904333240191,0.8084654464635164,100.7115107913669,392,0.00352522708097605,0.0019132333816406148
Columbia,External Brand,Tier 3,Yoga Apparel,Consignment,9211.84,1217.78,1217.78,1217.78,1104.98,350.40000000000003,53.1,297.3,0.848458904109589,32,3,29,0.09375,7994.06,7994.06,0.8678027408205092,0.13219725917949074,0.0202,0.11199725917949074,0.8678027408205092,12.082758620689656,17,2.205958270246248e-05,4.795115597511371e-05
Fila,External Brand,Tier 3,Bags,Buyout,363479.2,70480.19,70480.19,70480.19,66994.13,66994.13,46097.369999999995,20896.76,0.3119192681508066,268,13,255,0.048507462686567165,292999.01,292999.01,0.8060956720494598,0.19390432795054022,0.1308561403508772,0.06304818759966302,0.8060956720494598,262.72207843137255,171,0.0042176442674501215,0.003370413044515698
Fila,External Brand,Tier 3,Kids Apparel,Consignment,57299.840000000004,10792.85,10792.85,10792.85,10247.67,2557.79,437.43,2120.36,0.828981268986117,97,5,92,0.05154639175257732,46506.99,46506.99,0.8116425805028427,0.1883574194971574,0.0343,0.1540574194971574,0.8116425805028425,27.802065217391306,60,0.0001610267695220648,0.0003419902895505957
Fila,External Brand,Tier 3,Lifestyle Apparel,Consignment,193907.53999999998,38275.69,38275.69,38275.69,36557.12,7084.71,1226.19,5858.52,0.8269244612694098,502,21,481,0.04183266932270916,155631.85,155631.85,0.8026085525090978,0.19739144749090215,0.027500000000000004,0.16989144749090215,0.802608552509098,14.729126819126819,308,0.0004460209650912184,0.0009449135765332094
Fila,External Brand,Tier 3,Outdoor Apparel,Buyout,215413.54,43080.61,43080.61,43080.61,41403.4,41403.4,22041.56,19361.84,0.4676388895597946,296,16,280,0.05405405405405406,172332.93,172332.93,0.800009739406353,0.199990260593647,0.10174972972972972,0.09824053086391728,0.8000097394063529,147.86928571428572,185,0.0026065688540614584,0.003122847661638734
Fila,External Brand,Tier 3,Outdoor Apparel,Consignment,593031.92,119261.17,119261.17,119261.17,113190.48,23419.14,4160.71,19258.43,0.8223371994018568,298,14,284,0.04697986577181208,473770.75,473770.75,0.7988958671904204,0.20110413280957962,0.017,0.1841041328095796,0.7988958671904203,82.46176056338028,191,0.001474362030966173,0.0031061687883141916
Fila,External Brand,Tier 3,Running Shoes,Buyout,745094.82,111576.61,111576.61,111576.61,107240.34,107240.34,60753.729999999996,46486.61,0.4334806286514944,730,27,703,0.036986301369863014,633518.21,633518.21,0.8502517974826345,0.1497482025173655,0.10484137214137214,0.04490683037599337,0.8502517974826345,152.54671408250354,481,0.006751361727369278,0.007497768876099161
Fila,External Brand,Tier 3,Running Shoes,Consignment,249950.62,48484.47,48484.47,48484.47,45541.43,9777.74,1689.59,8088.15,0.8272003550922811,262,15,247,0.05725190839694656,201466.15,201466.15,0.806023805822126,0.193976194177874,0.0137,0.18027619417787402,0.806023805822126,39.58599190283401,165,0.0006155618269782405,0.0013045278916922836
Fila,External Brand,Tier 3,Training Shoes,Buyout,526518.0,104065.18,104065.18,104065.18,99548.86,99548.86,79226.64,20322.22,0.2041431715039228,360,16,344,0.044444444444444446,422452.82,422452.82,0.8023520943253601,0.1976479056746398,0.15750000000000003,0.04014790567463977,0.8023520943253603,289.3862209302326,228,0.006267141295964209,0.0032777461856057025
Hoka,External Brand,Tier 1,Bags,Consignment,68292.28,15367.5,15367.5,15367.5,14769.61,4806.01,773.64,4032.37,0.8390265521711356,49,2,47,0.04081632653061224,52924.78,52924.78,0.7749745652070776,0.22502543479292242,0.0165,0.2085254347929224,0.7749745652070775,102.25553191489362,33,0.0003025644265521167,0.0006503760606100547
Hoka,External Brand,Tier 1,Basketball Shoes,Consignment,350968.68,80424.76,80424.76,80424.76,76611.59,25036.96,4371.12,20665.84,0.8254133089640276,490,26,464,0.053061224489795916,270543.92,270543.92,0.7708491823258987,0.22915081767410128,0.02251025641025641,0.20664056126384486,0.7708491823258987,53.958965517241374,312,0.0015762125848694205,0.0033331682381323373
Hoka,External Brand,Tier 1,Kids Apparel,Consignment,464992.56,106535.16,106535.16,106535.16,103402.15,25137.01,4469.61,20667.4,0.8221900695428773,753,23,730,0.03054448871181939,358457.4,358457.4,0.77088846324767,0.22911153675232998,0.0481,0.18101153675232998,0.7708884632476701,34.4342602739726,466,0.0015825112756496184,0.0033334198486379587
Hoka,External Brand,Tier 1,Lifestyle Apparel,Buyout,55721.68,12941.02,12941.02,12941.02,12596.41,12596.41,6483.139999999999,6113.27,0.4853184359670732,76,2,74,0.02631578947368421,42780.66,42780.66,0.7677561049846308,0.23224389501536924,0.1195,0.11274389501536924,0.7677561049846309,170.22175675675675,44,0.0007930124091013852,0.0009860018946787198
Hoka,External Brand,Tier 1,Lifestyle Apparel,Consignment,106208.48,13837.75,13837.75,13837.75,13345.06,4155.65,738.52,3417.13,0.8222853223924056,248,9,239,0.036290322580645164,92370.73,92370.73,0.8697114392372436,0.13028856076275644,0.0113,0.11898856076275643,0.8697114392372436,17.387656903765688,164,0.0002616207330407768,0.0005511447481239163
Hoka,External Brand,Tier 1,Outdoor Apparel,Buyout,565846.72,132290.65,132290.65,132290.65,126924.29,126924.29,61337.43,65586.86,0.516740018793881,496,19,477,0.038306451612903226,433556.07,433556.07,0.7662076224458807,0.23379237755411925,0.11270000000000001,0.12109237755411924,0.7662076224458808,266.0886582809224,298,0.007990573265429027,0.010578425004298507
Hoka,External Brand,Tier 1,Outdoor Apparel,Consignment,146473.4,33760.19,33760.19,33760.19,32730.11,9580.1,1717.17,7862.93,0.8207565683030449,118,4,114,0.03389830508474576,112713.21,112713.21,0.76951316757855,0.23048683242144993,0.0346,0.19588683242144994,0.7695131675785502,84.0359649122807,76,0.0006031193157758584,0.0012682024313871538
Hoka,External Brand,Tier 1,Sportswear,Buyout,66638.71,15480.51,15480.51,15480.51,15036.47,15036.47,7595.83,7440.64,0.49483954678192427,225,6,219,0.02666666666666667,51158.2,51158.2,0.767694932870099,0.2323050671299009,0.11947852348993288,0.11282654363996802,0.7676949328700989,68.65968036529681,149,0.000946627435839315,0.0012000917900930712
Hoka,External Brand,Tier 1,Training Shoes,Buyout,99613.8,23871.92,23871.92,23871.92,22063.79,22063.79,13718.52,8345.27,0.37823374859894876,172,13,159,0.0755813953488372,75741.88,75741.88,0.7603552921382379,0.2396447078617621,0.149,0.0906447078617621,0.7603552921382379,138.7659748427673,114,0.0013890353887978442,0.0013459984642597955
Hoka,External Brand,Tier 1,Underwear,Buyout,31276.21,7454.7,7454.7,7454.7,7454.7,7454.7,2900.31,4554.39,0.6109420902249588,49,0,49,0.0,23821.51,23821.51,0.7616495093235401,0.23835049067645983,0.0927,0.14565049067645983,0.7616495093235401,152.13673469387754,33,0.000469313844669084,0.000734572032497471
Hoka,External Brand,Tier 1,Yoga Apparel,Buyout,129765.0,30157.46,30157.46,30157.46,29473.28,29473.28,11155.199999999999,18318.08,0.6215148093459568,123,3,120,0.024390243902439025,99607.54,99607.54,0.7675994297383733,0.23240057026162678,0.0881,0.1443005702616268,0.7675994297383731,245.61066666666665,75,0.0018555030184726976,0.002954500878723885
Hoka,External Brand,Tier 1,Yoga Apparel,Consignment,175780.80000000002,39827.74,39827.74,39827.74,37118.42,12598.03,2183.53,10414.5,0.8266768693200445,144,10,134,0.06944444444444445,135953.06,135953.06,0.7734238324094554,0.22657616759054455,0.0414,0.18517616759054456,0.7734238324094553,94.01514925373135,94,0.0007931143968981261,0.0016797420581998713
Lululemon,External Brand,Tier 1,Accessories,Consignment,243874.47999999998,56906.27,56906.27,56906.27,54985.15,13383.38,2311.77,11071.61,0.8272656085383514,547,19,528,0.03473491773308958,186968.21,186968.21,0.7666575444876397,0.2333424555123603,0.0248,0.2085424555123603,0.7666575444876398,25.347310606060603,324,0.0008425564439169013,0.001785726532141368
Lululemon,External Brand,Tier 1,Basketball Shoes,Buyout,242042.48,55667.28,55667.28,55667.28,52803.35,52803.35,32336.0,20467.35,0.38761461157293997,385,20,365,0.05194805194805195,186375.2,186375.2,0.7700102891029708,0.2299897108970293,0.14047714285714286,0.08951256803988644,0.7700102891029706,144.66671232876712,245,0.0033242576092810273,0.003301154027067755
Lululemon,External Brand,Tier 1,Kids Apparel,Buyout,137953.52000000002,31730.95,31730.95,31730.95,30873.09,30873.09,22816.25,8056.84,0.26096642739680415,200,4,196,0.02,106222.57,106222.57,0.7699881090384646,0.23001189096153543,0.1644586776859504,0.06555321327558503,0.7699881090384645,157.51576530612246,121,0.001943628659062692,0.001299477939813438
Lululemon,External Brand,Tier 1,Outdoor Apparel,Buyout,320477.2,75108.66,75108.66,75108.66,68260.13,68260.13,52206.0,16054.13,0.23519043986584845,170,16,154,0.09411764705882353,245368.54,245368.54,0.7656349344040699,0.23436506559593007,0.1798,0.05456506559593008,0.7656349344040699,443.2475974025974,112,0.004297345841940183,0.002589351132441144
Lululemon,External Brand,Tier 1,Outdoor Apparel,Consignment,1589891.73,366016.88,366016.88,366016.88,353258.52,92547.37,16210.31,76337.06,0.8248431046716941,1029,41,988,0.03984450923226433,1223874.85,1223874.85,0.7697850280660307,0.23021497193396936,0.02494856230031949,0.20526640963364987,0.7697850280660307,93.67142712550607,626,0.005826359481764825,0.01231231170784263
Lululemon,External Brand,Tier 1,Performance Apparel,Consignment,272407.85000000003,63521.28,63521.28,63521.28,60299.590000000004,15002.59,2648.54,12354.05,0.8234611490415987,403,21,382,0.052109181141439205,208886.57,208886.57,0.7668155304628703,0.23318446953712968,0.0139,0.21928446953712968,0.7668155304628702,39.273795811518326,252,0.0009444945058679695,0.001992569722416258
Lululemon,External Brand,Tier 1,Running Shoes,Consignment,678552.64,157488.88999999998,157488.88999999998,157488.88999999998,149425.18,28555.17,5066.75,23488.420000000002,0.822562779349589,424,21,403,0.049528301886792456,521063.75,521063.75,0.7679046831208262,0.23209531687917387,0.0266,0.20549531687917388,0.767904683120826,70.85650124069478,256,0.0017977030085555806,0.0037884187387453093
Lululemon,External Brand,Tier 1,Sportswear,Buyout,108670.38,25180.09,25180.09,25180.09,24258.2,24258.2,14256.0,10002.2,0.412322431177911,91,3,88,0.03296703296703297,83490.29,83490.29,0.7682892983350201,0.2317107016649799,0.1357,0.09601070166497991,0.76828929833502,275.66136363636366,64,0.0015271854141349181,0.0016132426918744783
Lululemon,External Brand,Tier 1,Sportswear,Consignment,38791.549999999996,8624.45,8624.45,8624.45,8291.81,2835.82,485.65999999999997,2350.16,0.8287408932865978,137,5,132,0.0364963503649635,30167.1,30167.1,0.777671941440855,0.222328058559145,0.04809999999999999,0.17422805855914503,0.777671941440855,21.48348484848485,87,0.00017853026774913567,0.0003790544524940236
Lululemon,External Brand,Tier 1,Training Shoes,Consignment,959313.89,192149.94,192149.94,192149.94,183202.71,60379.95,10500.61,49879.340000000004,0.8260911113705792,712,32,680,0.0449438202247191,767163.95,767163.95,0.799700658978262,0.20029934102173794,0.01916666666666667,0.18113267435507127,0.799700658978262,88.79404411764706,420,0.0038012457208777086,0.008044978177853105
Lululemon,External Brand,Tier 1,Underwear,Consignment,133110.9,30544.97,30544.97,30544.97,28723.4,8792.22,1540.28,7251.94,0.8248133008500698,234,14,220,0.05982905982905983,102565.93000000001,102565.93000000001,0.7705299115249014,0.22947008847509862,0.0376,0.19187008847509862,0.7705299115249015,39.96463636363636,166,0.000553517991518963,0.0011696565962400474
Lululemon,External Brand,Tier 1,Yoga Apparel,Buyout,14476.0,3274.34,3274.34,3274.34,3274.34,3274.34,2449.0,825.34,0.25206301117171703,50,0,50,0.0,11201.66,11201.66,0.7738090632771484,0.22619093672285162,0.1692,0.05699093672285163,0.7738090632771484,65.4868,37,0.000206137482950859,0.0001331180863521707
Lululemon,External Brand,Tier 1,Yoga Apparel,Consignment,139278.38,31920.43,31920.43,31920.43,30647.27,8978.13,1579.7,7398.43,0.8240502198119208,171,7,164,0.04093567251461988,107357.95,107357.95,0.7708156140242297,0.22918438597577026,0.03429115044247787,0.19489323553329238,0.7708156140242297,54.74469512195122,113,0.0005652220355264253,0.0011932837904505905
New Balance,External Brand,Tier 3,Accessories,Buyout,27587.28,5595.33,5595.33,5595.33,5285.33,5285.33,3694.6299999999997,1590.7,0.30096512422119337,56,3,53,0.05357142857142857,21991.95,21991.95,0.7971771773078027,0.20282282269219729,0.1415,0.0613228226921973,0.7971771773078028,99.7232075471698,39,0.000332740223301387,0.0002565620713407783
New Balance,External Brand,Tier 3,Bags,Buyout,189696.04,25249.3,25249.3,25249.3,24382.27,24382.27,21261.24,3121.0299999999997,0.12800407837334257,148,5,143,0.033783783783783786,164446.74,164446.74,0.8668960090047215,0.13310399099527853,0.11600000000000002,0.017103990995278512,0.8668960090047214,170.50538461538463,95,0.001534996294345804,0.000503387138691588
New Balance,External Brand,Tier 3,Basketball Shoes,Buyout,151561.23,29817.64,29817.64,29817.64,28731.87,28731.87,13604.849999999999,15127.02,0.5264892260754347,109,4,105,0.03669724770642202,121743.59,121743.59,0.8032634071391477,0.19673659286085232,0.0932,0.10353659286085232,0.8032634071391476,273.63685714285714,73,0.0018088272330519422,0.0024398186863729045
New Balance,External Brand,Tier 3,Basketball Shoes,Consignment,58521.96,11140.71,11140.71,11140.71,10670.47,2970.66,518.64,2452.02,0.8254125345882733,108,4,104,0.037037037037037035,47381.25,47381.25,0.8096319740487161,0.1903680259512839,0.0174,0.1729680259512839,0.8096319740487161,28.56403846153846,75,0.00018701917794205816,0.00039548332820080157
New Balance,External Brand,Tier 3,Kids Apparel,Buyout,921398.52,129233.66,129233.66,129233.66,123749.57,123749.57,105609.9,18139.67,0.14658370126053769,1462,60,1402,0.04103967168262654,792164.86,792164.86,0.8597418411308062,0.14025815886919377,0.12370298013245033,0.016555178736743434,0.8597418411308062,88.26645506419402,906,0.00779070740242343,0.0029257253464752466
New Balance,External Brand,Tier 3,Lifestyle Apparel,Buyout,21658.49,4476.41,4476.41,4476.41,4190.51,4190.51,2114.16,2076.35,0.4954886159441213,49,3,46,0.061224489795918366,17182.08,17182.08,0.7933184631061538,0.20668153689384622,0.104,0.10268153689384622,0.7933184631061537,91.09804347826088,28,0.0002638153593336074,0.0003348919700939366
New Balance,External Brand,Tier 3,Lifestyle Apparel,Consignment,440468.54,87969.9,87969.9,87969.9,84756.28,26730.61,4584.97,22145.64,0.8284749206995276,737,26,711,0.035278154681139755,352498.64,352498.64,0.8002810825036448,0.19971891749635512,0.04607667386609071,0.1536422436302644,0.8002810825036449,37.595794655414906,463,0.00168283704903616,0.00357184338314402
New Balance,External Brand,Tier 3,Outdoor Apparel,Buyout,206316.63999999998,41355.65,41355.65,41355.65,39990.7,39990.7,24827.25,15163.45,0.3791744080498716,285,10,275,0.03508771929824561,164960.99,164960.99,0.7995525227630694,0.2004474772369306,0.1251321212121212,0.0753153560248094,0.7995525227630694,145.42072727272725,165,0.002517631717977643,0.002445694436834302
New Balance,External Brand,Tier 3,Outdoor Apparel,Consignment,394816.77999999997,78581.75,78581.75,78581.75,76436.37,15419.99,2741.61,12678.38,0.822204164853544,432,17,415,0.03935185185185185,316235.03,316235.03,0.8009665394667369,0.19903346053326307,0.030025390625,0.16900806990826306,0.8009665394667371,37.15660240963855,256,0.0009707721023862568,0.0020448805142676157
New Balance,External Brand,Tier 3,Performance Apparel,Buyout,1313618.7999999998,259079.09,259079.09,259079.09,246893.1,246893.1,140138.24,106754.86,0.4323930478413532,620,28,592,0.04516129032258064,1054539.71,1054539.71,0.8027745263694459,0.19722547363055404,0.1117,0.08552547363055404,0.8027745263694461,417.04915540540543,393,0.015543261295996971,0.017218361732127235
