risk_id,risk_type,entity_type,entity_name,month_or_snapshot,channel,store_id,brand,sku,key_metric,metric_value,risk_level,risk_reason,recommended_action,owner_department
RISK000686,High Payroll Pressure,Store,Himaxx Qingdao Warehouse 19,2026-04-01,Himaxx Warehouse Outlet,S019,,,payroll_to_sales_ratio,0.3169,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000687,High Payroll Pressure,Store,Himaxx Shanghai Warehouse 20,2026-04-01,Himaxx Warehouse Outlet,S020,,,payroll_to_sales_ratio,0.2266,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000688,High Payroll Pressure,Store,Himaxx Xiamen Warehouse 22,2026-04-01,Himaxx Warehouse Outlet,S022,,,payroll_to_sales_ratio,0.3822,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000689,High Payroll Pressure,Store,Himaxx Changsha Warehouse 23,2026-04-01,Himaxx Warehouse Outlet,S023,,,payroll_to_sales_ratio,0.4288,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000690,High Payroll Pressure,Store,Himaxx Chongqing Warehouse 24,2026-04-01,Himaxx Warehouse Outlet,S024,,,payroll_to_sales_ratio,0.5798,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000691,High Payroll Pressure,Store,Himaxx Hangzhou Warehouse 25,2026-04-01,Himaxx Warehouse Outlet,S025,,,payroll_to_sales_ratio,0.4291,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000692,High Payroll Pressure,Store,Himaxx Beijing Warehouse 26,2026-04-01,Himaxx Warehouse Outlet,S026,,,payroll_to_sales_ratio,0.241,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000693,High Payroll Pressure,Store,Himaxx Chengdu Warehouse 27,2026-04-01,Himaxx Warehouse Outlet,S027,,,payroll_to_sales_ratio,1.8961,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000694,High Payroll Pressure,Store,Himaxx Chongqing Warehouse 28,2026-04-01,Himaxx Warehouse Outlet,S028,,,payroll_to_sales_ratio,0.8443,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000695,High Payroll Pressure,Store,Himaxx Suzhou Warehouse 29,2026-04-01,Himaxx Warehouse Outlet,S029,,,payroll_to_sales_ratio,0.2834,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000696,High Payroll Pressure,Store,Himaxx Beijing Warehouse 30,2026-04-01,Himaxx Warehouse Outlet,S030,,,payroll_to_sales_ratio,0.5962,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000697,High Payroll Pressure,Store,Himaxx Xi'an Warehouse 31,2026-04-01,Himaxx Warehouse Outlet,S031,,,payroll_to_sales_ratio,0.6153,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000698,High Payroll Pressure,Store,Himaxx Wuhan Warehouse 32,2026-04-01,Himaxx Warehouse Outlet,S032,,,payroll_to_sales_ratio,0.3969,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000699,High Payroll Pressure,Store,Himaxx Chongqing Warehouse 33,2026-04-01,Himaxx Warehouse Outlet,S033,,,payroll_to_sales_ratio,0.6302,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000700,High Payroll Pressure,Store,Himaxx Shenzhen Warehouse 34,2026-04-01,Himaxx Warehouse Outlet,S034,,,payroll_to_sales_ratio,0.1946,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000701,High Payroll Pressure,Store,Himaxx Chongqing Warehouse 35,2026-04-01,Himaxx Warehouse Outlet,S035,,,payroll_to_sales_ratio,0.4717,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000702,High Payroll Pressure,Store,Himaxx Nanjing Warehouse 36,2026-04-01,Himaxx Warehouse Outlet,S036,,,payroll_to_sales_ratio,0.3379,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000703,High Payroll Pressure,Store,Himaxx Shenzhen Warehouse 37,2026-04-01,Himaxx Warehouse Outlet,S037,,,payroll_to_sales_ratio,0.6294,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000704,High Payroll Pressure,Store,Himaxx Qingdao Warehouse 38,2026-04-01,Himaxx Warehouse Outlet,S038,,,payroll_to_sales_ratio,0.3168,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000705,High Payroll Pressure,Store,Himaxx Shenzhen Warehouse 39,2026-04-01,Himaxx Warehouse Outlet,S039,,,payroll_to_sales_ratio,0.5121,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000706,High Payroll Pressure,Store,Himaxx Shanghai Warehouse 41,2026-04-01,Himaxx Warehouse Outlet,S041,,,payroll_to_sales_ratio,0.8358,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000707,High Payroll Pressure,Store,Himaxx Hangzhou Warehouse 43,2026-04-01,Himaxx Warehouse Outlet,S043,,,payroll_to_sales_ratio,0.5031,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000708,High Payroll Pressure,Store,Himaxx Changsha Warehouse 44,2026-04-01,Himaxx Warehouse Outlet,S044,,,payroll_to_sales_ratio,0.3717,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000709,High Payroll Pressure,Store,Himaxx Beijing Warehouse 45,2026-04-01,Himaxx Warehouse Outlet,S045,,,payroll_to_sales_ratio,0.3488,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000710,High Payroll Pressure,Store,Himaxx Shanghai Warehouse 46,2026-04-01,Himaxx Warehouse Outlet,S046,,,payroll_to_sales_ratio,0.1828,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000711,High Payroll Pressure,Store,Himaxx Xiamen Warehouse 47,2026-04-01,Himaxx Warehouse Outlet,S047,,,payroll_to_sales_ratio,0.3107,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000712,High Payroll Pressure,Store,Himaxx Chongqing Warehouse 48,2026-04-01,Himaxx Warehouse Outlet,S048,,,payroll_to_sales_ratio,0.3882,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000713,High Payroll Pressure,Store,Himaxx Shenzhen Warehouse 49,2026-04-01,Himaxx Warehouse Outlet,S049,,,payroll_to_sales_ratio,0.2749,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000714,High Payroll Pressure,Store,Himaxx Suzhou Warehouse 50,2026-04-01,Himaxx Warehouse Outlet,S050,,,payroll_to_sales_ratio,0.7374,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000715,High Payroll Pressure,Store,Himaxx Qingdao Warehouse 51,2026-04-01,Himaxx Warehouse Outlet,S051,,,payroll_to_sales_ratio,0.2396,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000716,High Payroll Pressure,Store,Himaxx Shanghai Warehouse 52,2026-04-01,Himaxx Warehouse Outlet,S052,,,payroll_to_sales_ratio,0.3646,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000717,High Payroll Pressure,Store,Himaxx Chongqing Warehouse 53,2026-04-01,Himaxx Warehouse Outlet,S053,,,payroll_to_sales_ratio,0.3652,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000718,High Payroll Pressure,Store,Himaxx Nanjing Warehouse 56,2026-04-01,Himaxx Warehouse Outlet,S056,,,payroll_to_sales_ratio,0.241,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000719,High Payroll Pressure,Store,Himaxx Shanghai Warehouse 57,2026-04-01,Himaxx Warehouse Outlet,S057,,,payroll_to_sales_ratio,0.4744,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000720,High Payroll Pressure,Store,Himaxx Xiamen Warehouse 58,2026-04-01,Himaxx Warehouse Outlet,S058,,,payroll_to_sales_ratio,0.57,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000721,High Payroll Pressure,Store,Himaxx Suzhou Warehouse 59,2026-04-01,Himaxx Warehouse Outlet,S059,,,payroll_to_sales_ratio,0.6074,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000722,High Payroll Pressure,Store,Himaxx Xiamen Warehouse 61,2026-04-01,Himaxx Warehouse Outlet,S061,,,payroll_to_sales_ratio,0.6771,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000723,High Payroll Pressure,Store,Himaxx Xi'an Warehouse 62,2026-04-01,Himaxx Warehouse Outlet,S062,,,payroll_to_sales_ratio,0.3198,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000724,High Payroll Pressure,Store,Himaxx Nanjing Warehouse 63,2026-04-01,Himaxx Warehouse Outlet,S063,,,payroll_to_sales_ratio,0.8194,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000725,High Payroll Pressure,Store,Himaxx Guangzhou Warehouse 64,2026-04-01,Himaxx Warehouse Outlet,S064,,,payroll_to_sales_ratio,0.2163,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000726,High Payroll Pressure,Store,Himaxx Tianjin Warehouse 65,2026-04-01,Himaxx Warehouse Outlet,S065,,,payroll_to_sales_ratio,0.3638,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000727,High Payroll Pressure,Store,Himaxx Tianjin Warehouse 66,2026-04-01,Himaxx Warehouse Outlet,S066,,,payroll_to_sales_ratio,0.5246,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000728,High Payroll Pressure,Store,Himaxx Beijing Warehouse 67,2026-04-01,Himaxx Warehouse Outlet,S067,,,payroll_to_sales_ratio,0.4504,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000729,High Payroll Pressure,Store,Himaxx Suzhou Warehouse 68,2026-04-01,Himaxx Warehouse Outlet,S068,,,payroll_to_sales_ratio,0.3125,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000730,High Payroll Pressure,Store,Himaxx Beijing Warehouse 69,2026-04-01,Himaxx Warehouse Outlet,S069,,,payroll_to_sales_ratio,0.6152,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000731,High Payroll Pressure,Store,Himaxx Changsha Warehouse 70,2026-04-01,Himaxx Warehouse Outlet,S070,,,payroll_to_sales_ratio,1.2873,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000732,High Payroll Pressure,Store,Himaxx Qingdao Warehouse 71,2026-04-01,Himaxx Warehouse Outlet,S071,,,payroll_to_sales_ratio,0.3574,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000733,High Payroll Pressure,Store,Himaxx Changsha Warehouse 72,2026-04-01,Himaxx Warehouse Outlet,S072,,,payroll_to_sales_ratio,0.707,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000734,High Payroll Pressure,Store,Himaxx Shenzhen Warehouse 75,2026-04-01,Himaxx Warehouse Outlet,S075,,,payroll_to_sales_ratio,0.589,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000735,High Payroll Pressure,Store,Himaxx Nanjing Warehouse 76,2026-04-01,Himaxx Warehouse Outlet,S076,,,payroll_to_sales_ratio,1.0379,Medium,Payroll to sales ratio is above 18%.,"Review staff scheduling, sales productivity, commission structure, and labor allocation.",Store Operations / HR
RISK000736,Behind Target Store,Store,Himaxx Beijing Warehouse 1,2026-01-01,Himaxx Warehouse Outlet,S001,,,revenue_achievement_rate,0.9238,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000737,Behind Target Store,Store,Himaxx Nanjing Warehouse 2,2026-01-01,Himaxx Warehouse Outlet,S002,,,revenue_achievement_rate,0.8479,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000738,Behind Target Store,Store,Himaxx Changsha Warehouse 8,2026-01-01,Himaxx Warehouse Outlet,S008,,,revenue_achievement_rate,0.8505,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000739,Behind Target Store,Store,Himaxx Changsha Warehouse 9,2026-01-01,Himaxx Warehouse Outlet,S009,,,revenue_achievement_rate,0.8965,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000740,Behind Target Store,Store,Himaxx Changsha Warehouse 10,2026-01-01,Himaxx Warehouse Outlet,S010,,,revenue_achievement_rate,0.9183,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000741,Behind Target Store,Store,Himaxx Shenzhen Warehouse 13,2026-01-01,Himaxx Warehouse Outlet,S013,,,revenue_achievement_rate,0.8296,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000742,Behind Target Store,Store,Himaxx Xi'an Warehouse 18,2026-01-01,Himaxx Warehouse Outlet,S018,,,revenue_achievement_rate,0.8561,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000743,Behind Target Store,Store,Himaxx Shanghai Warehouse 20,2026-01-01,Himaxx Warehouse Outlet,S020,,,revenue_achievement_rate,0.9265,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000744,Behind Target Store,Store,Himaxx Changsha Warehouse 21,2026-01-01,Himaxx Warehouse Outlet,S021,,,revenue_achievement_rate,0.8128,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000745,Behind Target Store,Store,Himaxx Chongqing Warehouse 28,2026-01-01,Himaxx Warehouse Outlet,S028,,,revenue_achievement_rate,0.8946,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000746,Behind Target Store,Store,Himaxx Wuhan Warehouse 32,2026-01-01,Himaxx Warehouse Outlet,S032,,,revenue_achievement_rate,0.9003,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000747,Behind Target Store,Store,Himaxx Shenzhen Warehouse 34,2026-01-01,Himaxx Warehouse Outlet,S034,,,revenue_achievement_rate,0.8819,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000748,Behind Target Store,Store,Himaxx Qingdao Warehouse 38,2026-01-01,Himaxx Warehouse Outlet,S038,,,revenue_achievement_rate,0.8661,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000749,Behind Target Store,Store,Himaxx Shenzhen Warehouse 39,2026-01-01,Himaxx Warehouse Outlet,S039,,,revenue_achievement_rate,0.8593,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000750,Behind Target Store,Store,Himaxx Shanghai Warehouse 42,2026-01-01,Himaxx Warehouse Outlet,S042,,,revenue_achievement_rate,0.8587,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000751,Behind Target Store,Store,Himaxx Shanghai Warehouse 46,2026-01-01,Himaxx Warehouse Outlet,S046,,,revenue_achievement_rate,0.8025,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000752,Behind Target Store,Store,Himaxx Shenzhen Warehouse 49,2026-01-01,Himaxx Warehouse Outlet,S049,,,revenue_achievement_rate,0.8669,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000753,Behind Target Store,Store,Himaxx Nanjing Warehouse 56,2026-01-01,Himaxx Warehouse Outlet,S056,,,revenue_achievement_rate,0.8138,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000754,Behind Target Store,Store,Himaxx Xi'an Warehouse 60,2026-01-01,Himaxx Warehouse Outlet,S060,,,revenue_achievement_rate,0.8574,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000755,Behind Target Store,Store,Himaxx Guangzhou Warehouse 64,2026-01-01,Himaxx Warehouse Outlet,S064,,,revenue_achievement_rate,0.8023,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000756,Behind Target Store,Store,Himaxx Suzhou Warehouse 68,2026-01-01,Himaxx Warehouse Outlet,S068,,,revenue_achievement_rate,0.8487,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000757,Behind Target Store,Store,Himaxx Tianjin Warehouse 74,2026-01-01,Himaxx Warehouse Outlet,S074,,,revenue_achievement_rate,0.8927,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000758,Behind Target Store,Store,Himaxx Beijing Warehouse 12,2026-02-01,Himaxx Warehouse Outlet,S012,,,revenue_achievement_rate,0.8661,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000759,Behind Target Store,Store,Himaxx Chengdu Warehouse 16,2026-02-01,Himaxx Warehouse Outlet,S016,,,revenue_achievement_rate,0.8478,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000760,Behind Target Store,Store,Himaxx Xi'an Warehouse 18,2026-02-01,Himaxx Warehouse Outlet,S018,,,revenue_achievement_rate,0.8634,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000761,Behind Target Store,Store,Himaxx Shanghai Warehouse 20,2026-02-01,Himaxx Warehouse Outlet,S020,,,revenue_achievement_rate,0.8262,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000762,Behind Target Store,Store,Himaxx Changsha Warehouse 21,2026-02-01,Himaxx Warehouse Outlet,S021,,,revenue_achievement_rate,0.9036,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000763,Behind Target Store,Store,Himaxx Changsha Warehouse 23,2026-02-01,Himaxx Warehouse Outlet,S023,,,revenue_achievement_rate,0.8668,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000764,Behind Target Store,Store,Himaxx Wuhan Warehouse 32,2026-02-01,Himaxx Warehouse Outlet,S032,,,revenue_achievement_rate,0.8505,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000765,Behind Target Store,Store,Himaxx Nanjing Warehouse 36,2026-02-01,Himaxx Warehouse Outlet,S036,,,revenue_achievement_rate,0.8817,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000766,Behind Target Store,Store,Himaxx Xiamen Warehouse 47,2026-02-01,Himaxx Warehouse Outlet,S047,,,revenue_achievement_rate,0.8965,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000767,Behind Target Store,Store,Himaxx Shenzhen Warehouse 49,2026-02-01,Himaxx Warehouse Outlet,S049,,,revenue_achievement_rate,0.864,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000768,Behind Target Store,Store,Himaxx Qingdao Warehouse 51,2026-02-01,Himaxx Warehouse Outlet,S051,,,revenue_achievement_rate,0.8505,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000769,Behind Target Store,Store,Himaxx Shanghai Warehouse 52,2026-02-01,Himaxx Warehouse Outlet,S052,,,revenue_achievement_rate,0.8702,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000770,Behind Target Store,Store,Himaxx Tianjin Warehouse 54,2026-02-01,Himaxx Warehouse Outlet,S054,,,revenue_achievement_rate,0.8246,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000771,Behind Target Store,Store,Himaxx Xiamen Warehouse 55,2026-02-01,Himaxx Warehouse Outlet,S055,,,revenue_achievement_rate,0.8366,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000772,Behind Target Store,Store,Himaxx Nanjing Warehouse 56,2026-02-01,Himaxx Warehouse Outlet,S056,,,revenue_achievement_rate,0.8464,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000773,Behind Target Store,Store,Himaxx Shanghai Warehouse 57,2026-02-01,Himaxx Warehouse Outlet,S057,,,revenue_achievement_rate,0.9136,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000774,Behind Target Store,Store,Himaxx Guangzhou Warehouse 64,2026-02-01,Himaxx Warehouse Outlet,S064,,,revenue_achievement_rate,0.8824,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000775,Behind Target Store,Store,Himaxx Tianjin Warehouse 74,2026-02-01,Himaxx Warehouse Outlet,S074,,,revenue_achievement_rate,0.8236,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000776,Behind Target Store,Store,Himaxx Beijing Warehouse 1,2026-03-01,Himaxx Warehouse Outlet,S001,,,revenue_achievement_rate,0.8023,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000777,Behind Target Store,Store,Himaxx Nanjing Warehouse 2,2026-03-01,Himaxx Warehouse Outlet,S002,,,revenue_achievement_rate,0.8629,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000778,Behind Target Store,Store,Himaxx Xiamen Warehouse 4,2026-03-01,Himaxx Warehouse Outlet,S004,,,revenue_achievement_rate,0.8724,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000779,Behind Target Store,Store,Himaxx Changsha Warehouse 8,2026-03-01,Himaxx Warehouse Outlet,S008,,,revenue_achievement_rate,0.8427,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000780,Behind Target Store,Store,Himaxx Tianjin Warehouse 14,2026-03-01,Himaxx Warehouse Outlet,S014,,,revenue_achievement_rate,0.8747,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000781,Behind Target Store,Store,Himaxx Hangzhou Warehouse 15,2026-03-01,Himaxx Warehouse Outlet,S015,,,revenue_achievement_rate,0.851,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000782,Behind Target Store,Store,Himaxx Chengdu Warehouse 16,2026-03-01,Himaxx Warehouse Outlet,S016,,,revenue_achievement_rate,0.8606,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000783,Behind Target Store,Store,Himaxx Xi'an Warehouse 18,2026-03-01,Himaxx Warehouse Outlet,S018,,,revenue_achievement_rate,0.8282,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000784,Behind Target Store,Store,Himaxx Shanghai Warehouse 20,2026-03-01,Himaxx Warehouse Outlet,S020,,,revenue_achievement_rate,0.8225,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000785,Behind Target Store,Store,Himaxx Beijing Warehouse 30,2026-03-01,Himaxx Warehouse Outlet,S030,,,revenue_achievement_rate,0.8958,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
RISK000786,Behind Target Store,Store,Himaxx Wuhan Warehouse 32,2026-03-01,Himaxx Warehouse Outlet,S032,,,revenue_achievement_rate,0.8513,Medium,Store achievement status is Behind Target.,"Review traffic, conversion, UPT, AUR, gross margin, and product mix gap.",Store Operations
