month,store_id,store_name,city,region,channel,store_format,recognized_revenue,target_recognized_revenue,revenue_achievement_rate,gross_profit,target_gross_profit,gross_profit_achievement_rate,gross_margin_pct,target_gross_margin_pct,gross_margin_gap,store_cm,target_store_cm,store_cm_achievement_rate,traffic,target_traffic,traffic_achievement_rate,traffic_to_order_cvr,target_order_cvr,cvr_gap,upt,target_upt,upt_gap,aur,target_aur,aur_gap,achievement_flag
2026-01-01,S060,Himaxx Xi'an Warehouse 60,Xi'an,West China,Himaxx Warehouse Outlet,Mall Warehouse,63889.6,74515.04,0.8574054311720158,26365.94,33089.69,0.7968022668087854,0.4127,0.4441,-0.031399999999999983,-12326.71,9836.83,-1.2531181285027797,7635,7303,1.0454607695467617,0.04296005239030779,0.0435,-0.0005399476096922054,1.5609756097560976,1.4711,0.08987560975609754,177.80875,183.9,-6.091250000000002,Behind Target
2026-01-01,S061,Himaxx Xiamen Warehouse 61,Xiamen,South China,Himaxx Warehouse Outlet,Community Warehouse,33613.75,34412.96,0.9767759007071755,12305.98,13368.28,0.9205357757318069,0.3661,0.3885,-0.02240000000000003,-25137.2,3285.8,-7.650252602106032,7509,7897,0.950867418006838,0.019842855240378213,0.025,-0.005157144759621788,1.657718120805369,1.6628,-0.005081879194630989,187.05611336032388,195.53,-8.473886639676124,On Track
2026-01-01,S062,Himaxx Xi'an Warehouse 62,Xi'an,West China,Himaxx Warehouse Outlet,Community Warehouse,58193.22,60190.61,0.9668155880128146,24910.06,23953.53,1.0399327364275746,0.4281,0.398,0.03009999999999996,-26997.69,7350.01,-3.6731501045576804,8595,9817,0.8755220535805236,0.03513670738801629,0.032,0.0031367073880162882,1.7483443708609272,1.7972,-0.04885562913907271,165.29589015151515,169.0,-3.7041098484848476,On Track
2026-01-01,S063,Himaxx Nanjing Warehouse 63,Nanjing,East China,Himaxx Warehouse Outlet,Mall Warehouse,29280.16,30155.74,0.9709647317558779,11194.45,12056.2,0.9285222541099185,0.3823,0.3998,-0.017500000000000016,-36912.4,2742.83,-13.457779009271446,7058,7003,1.0078537769527345,0.019552281099461603,0.025,-0.005447718900538398,1.5144927536231885,1.6606,-0.1461072463768116,184.58961722488036,189.33,-4.740382775119656,On Track
2026-01-01,S064,Himaxx Guangzhou Warehouse 64,Guangzhou,South China,Himaxx Warehouse Outlet,Shopping Center Warehouse,75781.92,94451.78,0.8023344822088053,30001.27,41818.42,0.7174175877520003,0.3959,0.4427,-0.04680000000000001,-5149.19,11043.32,-0.46627191822748953,8145,9068,0.8982134980149978,0.04014732965009208,0.04,0.000147329650092079,1.6055045871559632,1.4918,0.11370458715596321,189.15171428571426,201.17,-12.018285714285724,Behind Target
2026-01-01,S065,Himaxx Tianjin Warehouse 65,Tianjin,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,53376.43,52024.34,1.0259895656533078,20802.43,19405.48,1.07198739737435,0.3897,0.373,0.016699999999999993,-20782.03,5829.63,-3.5648969145554688,7806,7859,0.9932561394579463,0.03228285933897002,0.0351,-0.0028171406610299765,1.6111111111111112,1.7957,-0.1845888888888889,182.28214285714287,189.96,-7.677857142857135,On Track
2026-01-01,S066,Himaxx Tianjin Warehouse 66,Tianjin,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,33013.02,36205.13,0.9118326601782676,14156.59,17255.72,0.8203998442255669,0.4288,0.4766,-0.04780000000000001,-43343.45,2151.92,-20.141757128517785,6914,6774,1.0206672571597284,0.026468035869250797,0.025,0.0014680358692507958,1.4808743169398908,1.6114,-0.13052568306010914,171.0207380073801,172.38,-1.3592619926199063,On Track
2026-01-01,S067,Himaxx Beijing Warehouse 67,Beijing,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,63095.38,61765.66,1.0215284674364362,25848.52,26050.5,0.9922465979539741,0.4097,0.4218,-0.0121,-5635.76,9301.83,-0.6058764780693692,7503,7649,0.9809125375866127,0.03838464614154338,0.0356,0.002784646141543383,1.5972222222222223,1.649,-0.0517777777777777,181.2636304347826,175.75,5.513630434782613,On Track
2026-01-01,S068,Himaxx Suzhou Warehouse 68,Suzhou,East China,Himaxx Warehouse Outlet,Mall Warehouse,47803.0,56324.69,0.8487041828370471,19232.29,22263.88,0.863833707332235,0.4023,0.3953,0.007000000000000006,-7843.81,8440.67,-0.9292876039461323,8485,9652,0.879092416079569,0.03052445492044785,0.0297,0.0008244549204478487,1.5714285714285714,1.6697,-0.09827142857142857,166.7925552825553,179.52,-12.727444717444712,Behind Target
2026-01-01,S069,Himaxx Beijing Warehouse 69,Beijing,North China,Himaxx Warehouse Outlet,Warehouse Outlet,53508.63,55866.03,0.9578026217363217,19032.22,21972.6,0.8661796965311344,0.3557,0.3933,-0.03759999999999997,-25955.25,4211.29,-6.163254014803065,7692,7208,1.0671476137624862,0.03653146125845034,0.039,-0.0024685387415496612,1.690391459074733,1.6623,0.028091459074732983,163.49821052631577,155.44,8.058210526315776,On Track
2026-01-01,S070,Himaxx Changsha Warehouse 70,Changsha,Central China,Himaxx Warehouse Outlet,Shopping Center Warehouse,23762.5,25497.38,0.9319584992654146,10364.38,10327.07,1.0036128350054758,0.4362,0.405,0.03119999999999995,-62840.9,1385.85,-45.34466212072014,7786,7106,1.0956937799043063,0.016953506293347034,0.025,-0.008046493706652967,1.6515151515151516,1.6219,0.029615151515151705,181.35495412844037,180.47,0.8849541284403699,On Track
2026-01-01,S071,Himaxx Qingdao Warehouse 71,Qingdao,North China,Himaxx Warehouse Outlet,Warehouse Outlet,54371.65,56915.89,0.9552982479936623,22072.99,21326.97,1.0349801214143406,0.406,0.3747,0.03130000000000005,-24047.22,5568.65,-4.3183213166566405,7299,8348,0.8743411595591758,0.03562131798876558,0.0323,0.0033213179887655805,1.6192307692307693,1.5661,0.053130769230769204,175.25762470308786,195.94,-20.68237529691214,On Track
2026-01-01,S072,Himaxx Changsha Warehouse 72,Changsha,Central China,Himaxx Warehouse Outlet,Community Warehouse,29636.52,29707.22,0.9976201071658674,10453.25,10027.9,1.0424166575255038,0.3527,0.3376,0.015100000000000002,-27833.24,2524.6,-11.024811851382399,8692,9707,0.8954362830946739,0.01737229636447308,0.025,-0.007627703635526922,1.6490066225165563,1.8044,-0.15539337748344373,163.7312449799197,151.58,12.151244979919682,On Track
2026-01-01,S073,Himaxx Tianjin Warehouse 73,Tianjin,North China,Himaxx Warehouse Outlet,Mall Warehouse,61305.69,59746.9,1.026089889182535,22150.94,22960.36,0.9647470684257563,0.3613,0.3843,-0.022999999999999965,-5090.11,8620.22,-0.5904849296189656,7585,8544,0.8877574906367042,0.03876071193144364,0.0405,-0.0017392880685563605,1.58843537414966,1.6749,-0.0864646258503401,174.773704496788,161.26,13.513704496788023,On Track
2026-01-01,S074,Himaxx Tianjin Warehouse 74,Tianjin,North China,Himaxx Warehouse Outlet,Warehouse Outlet,72831.63,81588.61,0.8926690870208477,28606.55,35253.26,0.8114582878292673,0.3928,0.4321,-0.0393,11728.45,9940.45,1.1798711325946007,7018,7131,0.9841536951339223,0.04887432316899402,0.052,-0.00312567683100598,1.6355685131195334,1.7894,-0.15383148688046666,173.6060249554367,159.99,13.6160249554367,Behind Target
2026-01-01,S075,Himaxx Shenzhen Warehouse 75,Shenzhen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,49003.7,49300.18,0.9939862288535254,19017.69,21101.22,0.9012602114948802,0.3881,0.428,-0.03989999999999999,-1960.96,6683.69,-0.2933948163364848,7773,8144,0.9544449901768173,0.032033963720571206,0.0297,0.002333963720571205,1.5542168674698795,1.7092,-0.15498313253012053,169.1266149870801,170.72,-1.5933850129198959,On Track
2026-01-01,S076,Himaxx Nanjing Warehouse 76,Nanjing,East China,Himaxx Warehouse Outlet,Warehouse Outlet,36646.64,40686.99,0.9006967583495363,14444.99,15697.44,0.9202131048119948,0.3942,0.3858,0.008400000000000019,-18378.99,4933.38,-3.725435705337923,7426,7088,1.047686230248307,0.025181793697818474,0.0268,-0.0016182063021815268,1.6631016042780749,1.6891,-0.025998395721925194,165.57250803858523,183.58,-18.007491961414786,On Track
2026-02-01,S001,Himaxx Beijing Warehouse 1,Beijing,North China,Himaxx Warehouse Outlet,Mall Warehouse,73860.81,74980.72,0.9850640271259065,26945.29,26546.46,1.0150238487542218,0.3648,0.354,0.010800000000000032,-8461.56,4699.98,-1.8003395759130891,7026,7954,0.8833291425697762,0.04995730145175064,0.0559,-0.005942698548249359,1.6495726495726495,1.796,-0.14642735042735056,177.93939550949915,197.55,-19.61060449050086,On Track
2026-02-01,S002,Himaxx Nanjing Warehouse 2,Nanjing,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,45633.13,46706.17,0.9770257334309365,18075.29,20576.08,0.8784613006947873,0.3961,0.4405,-0.044399999999999995,-4857.74,4878.32,-0.9957813345577986,7802,7376,1.0577548806941433,0.028454242501922584,0.0311,-0.0026457574980774147,1.6306306306306306,1.6491,-0.01846936936936938,176.86953038674034,170.09,6.779530386740333,On Track
2026-02-01,S003,Himaxx Shenzhen Warehouse 3,Shenzhen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,34564.51,29408.96,1.1753054171245771,13940.67,12645.77,1.102397876918527,0.4033,0.43,-0.0267,-44991.2,3311.62,-13.5858582808414,7135,6204,1.1500644745325597,0.02242466713384723,0.0257,-0.00327533286615277,1.625,1.567,0.05800000000000005,174.99507692307694,169.18,5.81507692307693,Exceed Target
2026-02-01,S004,Himaxx Xiamen Warehouse 4,Xiamen,South China,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,38596.12,37097.57,1.0403948290952751,10964.33,11331.09,0.9676324166518843,0.2841,0.3054,-0.021299999999999986,-36393.41,3830.9,-9.49996345506278,6070,5526,1.0984437205935578,0.03212520593080725,0.0347,-0.002574794069192754,1.6871794871794872,1.7461,-0.058920512820512805,155.34018237082066,163.58,-8.239817629179356,On Track
2026-02-01,S005,Himaxx Changsha Warehouse 5,Changsha,Central China,Himaxx Warehouse Outlet,Shopping Center Warehouse,38045.81,40524.52,0.9388343156192843,15101.45,16895.39,0.8938207404505016,0.3969,0.4169,-0.020000000000000018,-29282.03,3634.92,-8.055756385284958,6756,6965,0.9699928212491027,0.02856719952634695,0.0309,-0.0023328004736530503,1.6787564766839378,1.7197,-0.040943523316062214,164.26787037037036,177.95,-13.682129629629628,On Track
2026-02-01,S006,Himaxx Qingdao Warehouse 6,Qingdao,North China,Himaxx Warehouse Outlet,Warehouse Outlet,41008.44,37385.68,1.0969023433571357,15738.92,14338.46,1.0976715770033882,0.3838,0.3835,0.00029999999999996696,-36292.42,3113.65,-11.655908660254042,7301,6254,1.1674128557723058,0.027804410354745925,0.0265,0.001304410354745926,1.5566502463054188,1.5323,0.02435024630541882,174.74582278481012,165.08,9.665822784810103,Exceed Target
2026-02-01,S007,Himaxx Wuhan Warehouse 7,Wuhan,Central China,Himaxx Warehouse Outlet,Mall Warehouse,47917.2,44495.06,1.076910560408279,16062.28,15689.34,1.023770279693091,0.3352,0.3526,-0.017400000000000027,-16840.04,5245.5,-3.2103784195977507,7031,7222,0.973553032400997,0.03328118333096288,0.0352,-0.0019188166690371211,1.564102564102564,1.515,0.049102564102564195,171.5635519125683,170.28,1.2835519125682993,On Track
2026-02-01,S008,Himaxx Changsha Warehouse 8,Changsha,Central China,Himaxx Warehouse Outlet,Mall Warehouse,65201.74,68764.83,0.9481844134567045,26089.71,26094.94,0.9997995780024787,0.4001,0.3795,0.020600000000000007,2447.64,9668.81,0.25314800890699063,7103,8315,0.8542393265183403,0.04744474165845417,0.0534,-0.005955258341545831,1.4836795252225519,1.5897,-0.10602047477744803,173.004,186.24,-13.236000000000018,On Track
2026-02-01,S009,Himaxx Changsha Warehouse 9,Changsha,Central China,Himaxx Warehouse Outlet,Mall Warehouse,57659.43,63924.87,0.901987442446109,23102.82,25029.98,0.9230059312872004,0.4007,0.3916,0.009099999999999997,-23810.07,7039.39,-3.3824052936405,6965,6664,1.0451680672268908,0.041780330222541275,0.0457,-0.003919669777458723,1.5120274914089347,1.4506,0.061427491408934776,176.1513181818182,187.44,-11.2886818181818,On Track
2026-02-01,S010,Himaxx Changsha Warehouse 10,Changsha,Central China,Himaxx Warehouse Outlet,Community Warehouse,50629.09,52437.64,0.9655104615692086,22043.93,22395.22,0.9843140634474677,0.4354,0.4271,0.00830000000000003,1449.5,7419.33,0.19536804536258665,7299,6589,1.1077553498254666,0.034936292642827785,0.0321,0.002836292642827788,1.6,1.6172,-0.017199999999999882,166.9178431372549,186.45,-19.532156862745097,On Track
2026-02-01,S011,Himaxx Chengdu Warehouse 11,Chengdu,West China,Himaxx Warehouse Outlet,Community Warehouse,46934.02,41744.65,1.1243122172541868,21178.12,19509.25,1.0855424990709535,0.4512,0.4673,-0.016100000000000003,-28296.54,5119.66,-5.527034998417864,7294,7315,0.9971291866028709,0.029613380860981628,0.0325,-0.002886619139018373,1.662037037037037,1.7884,-0.126362962962963,182.42116991643454,191.22,-8.798830083565463,Exceed Target
2026-02-01,S012,Himaxx Beijing Warehouse 12,Beijing,North China,Himaxx Warehouse Outlet,Warehouse Outlet,68804.59,79444.59,0.8660701754518464,23746.89,26975.94,0.8802988885651436,0.3451,0.3396,0.005500000000000005,-10345.42,10836.75,-0.9546607608369668,7487,8077,0.9269530766373654,0.04661413116067851,0.0473,-0.0006858688393214935,1.6217765042979944,1.6062,0.015576504297994287,166.196925795053,173.03,-6.833074204946996,Behind Target
2026-02-01,S013,Himaxx Shenzhen Warehouse 13,Shenzhen,South China,Himaxx Warehouse Outlet,Community Warehouse,64615.45,70844.57,0.912073430610137,25263.96,27542.91,0.9172581982078146,0.391,0.3888,0.0022000000000000353,-16576.78,8433.79,-1.965519653678832,8140,8970,0.907469342251951,0.03796068796068796,0.0364,0.0015606879606879578,1.5242718446601942,1.6918,-0.1675281553398058,184.08016985138002,192.25,-8.16983014861998,On Track
2026-02-01,S014,Himaxx Tianjin Warehouse 14,Tianjin,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,41662.21,38475.28,1.082830586288131,15196.53,15189.12,1.0004878491973201,0.3648,0.3948,-0.02999999999999997,-20850.17,4067.91,-5.1255239176874605,7038,7452,0.9444444444444444,0.02855924978687127,0.0301,-0.001540750213128727,1.572139303482587,1.5418,0.030339303482586955,178.3037658227848,173.93,4.373765822784804,On Track
2026-02-01,S015,Himaxx Hangzhou Warehouse 15,Hangzhou,East China,Himaxx Warehouse Outlet,Mall Warehouse,45333.49,42377.49,1.0697540132745003,17005.06,16150.0,1.052944891640867,0.3751,0.3811,-0.006000000000000005,-17552.6,2740.22,-6.405544080402303,7085,6998,1.012432123463847,0.02766407904022583,0.0312,-0.003535920959774168,1.6989795918367347,1.8054,-0.10642040816326515,180.71705705705705,174.48,6.237057057057058,Exceed Target
2026-02-01,S016,Himaxx Chengdu Warehouse 16,Chengdu,West China,Himaxx Warehouse Outlet,Shopping Center Warehouse,76907.84,90718.6,0.8477626418397108,32916.4,38228.14,0.8610515709108526,0.428,0.4214,0.006599999999999995,-5260.44,10240.58,-0.5136857482681645,6739,6893,0.9776584941244741,0.0520848790621754,0.0531,-0.001015120937824604,1.6951566951566952,1.7616,-0.06644330484330485,181.52547899159666,178.52,3.0054789915966467,Behind Target
2026-02-01,S017,Himaxx Hangzhou Warehouse 17,Hangzhou,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,37822.99,35440.57,1.0672229594501443,16441.86,14969.47,1.0983595277588318,0.4347,0.4224,0.012299999999999978,-23378.83,3062.34,-7.634302526825891,6867,6270,1.0952153110047846,0.03145478374836173,0.0304,0.0010547837483617269,1.5277777777777777,1.4607,0.06707777777777757,170.43760606060607,177.16,-6.722393939393925,Exceed Target
2026-02-01,S018,Himaxx Xi'an Warehouse 18,Xi'an,West China,Himaxx Warehouse Outlet,Mall Warehouse,61032.42,70692.29,0.8633532737445626,24797.35,27440.18,0.9036875851397476,0.4063,0.3882,0.018100000000000005,3501.45,11305.95,0.30969975986095816,7304,8297,0.8803181872966133,0.04107338444687842,0.0383,0.00277338444687842,1.5766666666666667,1.7315,-0.15483333333333338,169.06750528541224,162.51,6.5575052854122475,Behind Target
2026-02-01,S019,Himaxx Qingdao Warehouse 19,Qingdao,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,38369.22,37415.08,1.0255014822900286,16833.05,17498.99,0.9619440893445849,0.4387,0.4677,-0.029000000000000026,-50092.42,4624.95,-10.830910604438968,7193,7098,1.0133840518455903,0.02710968997636591,0.0302,-0.00309031002363409,1.7025641025641025,1.8816,-0.17903589743589743,162.022921686747,166.84,-4.817078313253006,On Track
2026-02-01,S020,Himaxx Shanghai Warehouse 20,Shanghai,East China,Himaxx Warehouse Outlet,Warehouse Outlet,64230.73,77738.61,0.8262397539652433,25443.24,29416.26,0.8649379628817533,0.3961,0.3784,0.017699999999999994,2005.62,11139.17,0.1800511169144559,6593,7059,0.9339849837087406,0.0508114667071136,0.0516,-0.0007885332928863967,1.6298507462686567,1.6781,-0.048249253731343256,175.60739926739927,171.29,4.317399267399281,Behind Target
2026-02-01,S021,Himaxx Changsha Warehouse 21,Changsha,Central China,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,44161.25,48872.03,0.9036098971129295,12023.39,14396.48,0.8351617895485562,0.2723,0.2946,-0.022299999999999986,-19154.02,5617.17,-3.4099056998452957,6570,6914,0.9502458779288401,0.04185692541856925,0.0447,-0.002843074581430745,1.5745454545454545,1.4842,0.0903454545454545,136.0967205542725,148.88,-12.783279445727487,Behind Target
2026-02-01,S022,Himaxx Xiamen Warehouse 22,Xiamen,South China,Himaxx Warehouse Outlet,Mall Warehouse,33255.35,30056.01,1.1064459321114146,12616.91,12230.94,1.031556854992339,0.3794,0.4069,-0.02749999999999997,-48778.84,2721.33,-17.924632440755072,7275,6572,1.1069689592209373,0.027353951890034364,0.0295,-0.002146048109965635,1.5728643216080402,1.658,-0.08513567839195968,154.76450479233227,146.49,8.274504792332266,Exceed Target
2026-02-01,S023,Himaxx Changsha Warehouse 23,Changsha,Central China,Himaxx Warehouse Outlet,Mall Warehouse,48509.64,55966.99,0.866754492246233,20820.66,26546.53,0.7843081562825726,0.4292,0.4743,-0.04509999999999997,-31530.35,6605.41,-4.773413005400119,7750,7141,1.0852821733650748,0.03470967741935484,0.0356,-0.0008903225806451628,1.4944237918215613,1.494,0.00042379182156127015,175.30955223880596,192.8,-17.490447761194048,Behind Target
2026-02-01,S024,Himaxx Chongqing Warehouse 24,Chongqing,West China,Himaxx Warehouse Outlet,Mall Warehouse,31539.31,33230.37,0.9491110089956868,11722.5,11920.46,0.983393258313857,0.3717,0.3587,0.012999999999999956,-37614.95,1922.66,-19.56401547855575,7501,6094,1.2308828355759764,0.021997067057725635,0.025,-0.003002932942274366,1.6181818181818182,1.526,0.09218181818181814,170.74823970037454,180.89,-10.141760299625446,On Track
2026-02-01,S025,Himaxx Hangzhou Warehouse 25,Hangzhou,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,53316.13,53469.18,0.9971376033819856,21493.51,20174.98,1.065354711627967,0.4031,0.3773,0.02579999999999999,-4693.38,4389.23,-1.0692946143173176,7330,7661,0.9567941521994517,0.03669849931787176,0.0419,-0.005201500682128241,1.5985130111524164,1.5104,0.08811301115241643,174.918488372093,165.86,9.058488372092995,On Track
2026-02-01,S026,Himaxx Beijing Warehouse 26,Beijing,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,69814.97,66429.07,1.0509701550842123,29130.39,28298.17,1.0294089688485157,0.4173,0.426,-0.008699999999999986,-2050.53,8309.68,-0.2467640149801196,7346,7004,1.0488292404340378,0.048189490879390146,0.0447,0.003489490879390149,1.5677966101694916,1.618,-0.05020338983050854,173.94603603603605,184.5,-10.553963963963952,On Track
2026-02-01,S027,Himaxx Chengdu Warehouse 27,Chengdu,West China,Himaxx Warehouse Outlet,Shopping Center Warehouse,18143.93,18070.7,1.004052416342477,7807.15,7441.99,1.049067520918464,0.4303,0.4118,0.018500000000000016,-53507.78,871.99,-61.36283672977901,7001,5712,1.2256652661064427,0.013426653335237824,0.025,-0.011573346664762178,1.4893617021276595,1.442,0.047361702127659555,181.86435714285713,188.67,-6.805642857142857,Exceed Target
2026-02-01,S028,Himaxx Chongqing Warehouse 28,Chongqing,West China,Himaxx Warehouse Outlet,Warehouse Outlet,42272.77,43368.29,0.9747391469665969,15106.87,16795.29,0.8994706253955722,0.3574,0.3873,-0.029899999999999982,-37316.94,3172.57,-11.762369309424221,6634,6846,0.9690330119777972,0.02683147422369611,0.0265,0.000331474223696112,1.651685393258427,1.6654,-0.013714606741572988,181.3392176870748,198.48,-17.140782312925182,On Track
2026-02-01,S029,Himaxx Suzhou Warehouse 29,Suzhou,East China,Himaxx Warehouse Outlet,Warehouse Outlet,49259.41,52931.24,0.9306301911687692,19407.33,21486.12,0.9032496327861895,0.394,0.4059,-0.011899999999999966,-17628.49,4117.48,-4.281378415924304,7383,6828,1.0812829525483305,0.0321007720438846,0.0291,0.003000772043884596,1.6371308016877637,1.7161,-0.07896919831223626,166.96621134020617,176.15,-9.183788659793834,On Track
2026-02-01,S030,Himaxx Beijing Warehouse 30,Beijing,North China,Himaxx Warehouse Outlet,Warehouse Outlet,35806.81,33721.48,1.0618398124874706,15630.2,15047.13,1.03874958214623,0.4365,0.4462,-0.009699999999999986,-25011.27,2396.07,-10.438455470833489,7041,6558,1.0736505032021957,0.0293992330634853,0.0318,-0.002400766936514701,1.5507246376811594,1.6032,-0.052475362318840535,167.17146417445483,164.36,2.8114641744548123,Exceed Target
2026-02-01,S031,Himaxx Xi'an Warehouse 31,Xi'an,West China,Himaxx Warehouse Outlet,Warehouse Outlet,31882.78,35523.45,0.8975136142463641,12172.03,13053.61,0.9324646592015542,0.3818,0.3675,0.01429999999999998,-21317.63,3199.61,-6.662571375886436,7630,6952,1.0975258918296893,0.022542595019659238,0.025,-0.0024574049803407633,1.558139534883721,1.6645,-0.10636046511627906,169.38220149253732,189.3,-19.91779850746269,On Track
2026-02-01,S032,Himaxx Wuhan Warehouse 32,Wuhan,Central China,Himaxx Warehouse Outlet,Mall Warehouse,55097.01,64778.32,0.8505470657466881,21598.0,27866.88,0.7750419135547287,0.392,0.4302,-0.03820000000000001,-19166.08,5412.17,-3.5412930488140617,7480,7386,1.0127267803953426,0.03288770053475936,0.0377,-0.004812299465240637,1.6585365853658536,1.7964,-0.13786341463414642,177.94995098039217,197.49,-19.540049019607835,Behind Target
2026-02-01,S033,Himaxx Chongqing Warehouse 33,Chongqing,West China,Himaxx Warehouse Outlet,Mall Warehouse,39685.71,41619.68,0.9535323193258574,14271.74,15331.38,0.9308842387312819,0.3596,0.3684,-0.00880000000000003,-28573.08,4155.88,-6.875338075209101,7539,8281,0.9103972950126796,0.025069637883008356,0.0259,-0.0008303621169916432,1.7724867724867726,1.9331,-0.16061322751322749,170.88886567164178,187.9,-17.011134328358224,On Track
2026-02-01,S034,Himaxx Shenzhen Warehouse 34,Shenzhen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,71750.31,71389.38,1.005055794013059,29373.43,30896.53,0.9507032019453318,0.4094,0.4328,-0.023400000000000032,-1055.42,6949.02,-0.1518804090360943,7308,7561,0.9665388176167173,0.046661193212917354,0.0472,-0.0005388067870826449,1.5806451612903225,1.6878,-0.10715483870967746,182.90975881261596,204.34,-21.43024118738404,On Track
2026-02-01,S035,Himaxx Chongqing Warehouse 35,Chongqing,West China,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,34324.42,29761.53,1.1533150345429148,10445.89,8663.21,1.2057759190877284,0.3043,0.2911,0.01319999999999999,-35000.77,1017.17,-34.40995113894432,7056,6760,1.0437869822485206,0.026077097505668934,0.0261,-2.290249433106739e-05,1.7173913043478262,1.7,0.01739130434782621,152.77487341772152,155.11,-2.335126582278491,Exceed Target
2026-02-01,S036,Himaxx Nanjing Warehouse 36,Nanjing,East China,Himaxx Warehouse Outlet,Warehouse Outlet,52195.16,59199.0,0.8816898934103617,18273.71,22568.64,0.8096947800133282,0.3501,0.3812,-0.03109999999999996,-14096.96,4367.82,-3.227459007010362,6488,7132,0.9097027481772294,0.03545006165228114,0.0365,-0.001049938347718861,1.5217391304347827,1.4102,0.11153913043478281,185.82317142857144,180.73,5.093171428571452,Behind Target
2026-02-01,S037,Himaxx Shenzhen Warehouse 37,Shenzhen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,28739.42,31043.93,0.9257661642710829,11292.29,12045.13,0.9374983914660947,0.3929,0.388,0.0049000000000000155,-54332.96,1848.74,-29.389183984768003,7167,6963,1.029297716501508,0.022324543044509558,0.025,-0.0026754569554904434,1.56875,1.5314,0.037349999999999994,167.77733067729085,166.95,0.8273306772908597,On Track
2026-02-01,S038,Himaxx Qingdao Warehouse 38,Qingdao,North China,Himaxx Warehouse Outlet,Warehouse Outlet,51370.72,53080.87,0.9677821784006178,22738.26,26246.82,0.8663243775817413,0.4426,0.4945,-0.0519,-729.45,6013.38,-0.12130449098510322,6732,6754,0.996742671009772,0.04486036838978016,0.0408,0.004060368389780154,1.466887417218543,1.4101,0.05678741721854319,169.7400677200903,178.02,-8.279932279909701,On Track
2026-02-01,S039,Himaxx Shenzhen Warehouse 39,Shenzhen,South China,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,45793.68,49983.12,0.9161829033481703,13134.51,13379.9,0.9816598031375422,0.2868,0.2677,0.019100000000000006,-45621.59,5226.17,-8.729450056159672,7675,8683,0.8839110906368767,0.03517915309446254,0.0401,-0.004920846905537457,1.6777777777777778,1.8015,-0.12372222222222229,139.57079470198676,143.44,-3.8692052980132416,On Track
2026-02-01,S040,Himaxx Xiamen Warehouse 40,Xiamen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,65510.43,66242.68,0.9889459484429073,23147.77,22347.44,1.0358130506223533,0.3533,0.3374,0.015900000000000025,-2674.59,7092.29,-0.3771123290220789,6991,8293,0.8430001205836247,0.04605921899585181,0.0425,0.0035592189958518067,1.5683229813664596,1.5617,0.006622981366459557,168.09857425742575,177.12,-9.021425742574252,On Track
2026-02-01,S041,Himaxx Shanghai Warehouse 41,Shanghai,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,30317.0,25298.95,1.1983501291555578,11488.53,10237.46,1.1222051172849516,0.3789,0.4047,-0.02579999999999999,-31425.39,2859.3,-10.990588605602769,6629,5900,1.1235593220338984,0.024287222808870117,0.025,-0.000712777191129884,1.5962732919254659,1.6179,-0.02162670807453404,162.40132295719843,155.47,6.931322957198432,Exceed Target
2026-02-01,S042,Himaxx Shanghai Warehouse 42,Shanghai,East China,Himaxx Warehouse Outlet,Community Warehouse,62263.06,66251.11,0.9398040274344083,22298.11,22199.34,1.0044492313735454,0.3581,0.3351,0.022999999999999965,6402.28,10937.56,0.5853481032332623,7440,8681,0.8570441193410897,0.0407258064516129,0.0394,0.0013258064516129056,1.636963696369637,1.6992,-0.06223630363036303,168.3598185483871,161.46,6.899818548387088,On Track
2026-02-01,S043,Himaxx Hangzhou Warehouse 43,Hangzhou,East China,Himaxx Warehouse Outlet,Warehouse Outlet,48582.98,54611.49,0.8896109591589609,18785.87,22085.6,0.850593599449415,0.3867,0.4044,-0.017699999999999994,-17656.68,6700.62,-2.635081529768887,6216,5693,1.091867205339891,0.042631917631917635,0.0454,-0.0027680823680823682,1.5773584905660378,1.5687,0.008658490566037846,160.33846889952153,149.93,10.408468899521523,On Track
