month,store_id,store_name,city,region,channel,store_format,profit_profile,store_size_sqm,staff_count,store_maturity,trade_area_type,gmv,msrp_gmv,transaction_gmv,gross_sales,net_sales,recognized_revenue,cogs,gross_profit,gross_margin_pct,rent_expense,payroll_expense,utilities_expense,local_marketing_expense,store_direct_costs,store_cm,store_cm_pct,market_contribution,ebitda_proxy,operating_profit,operating_margin,bep_revenue,rent_to_sales_ratio,payroll_to_sales_ratio,sales_per_sqm,sales_per_staff,gross_profit_per_staff,store_cm_per_staff,store_health_flag,rent_pressure_flag,payroll_pressure_flag,bep_gap
2026-02-01,S019,Himaxx Qingdao Warehouse 19,Qingdao,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,At Risk,13159,53.0,New Store,Transport Hub,53791.61,259089.06,53791.61,53791.61,51980.43,38369.22,21536.17,16833.05,0.4387,18186.89,35699.37,3947.6,9091.61,66925.47,-50092.42,-1.3055,-69271.29,-82810.28,-82810.28,-2.1582,152549.79,0.474,0.9304,2.9158157914735163,723.9475471698113,317.60471698113207,-945.14,Loss Making,High Rent Pressure,High Payroll Pressure,-114180.57
2026-02-01,S020,Himaxx Shanghai Warehouse 20,Shanghai,East China,Himaxx Warehouse Outlet,Warehouse Outlet,High Profit,20311,81.0,Aging,Suburban Mall,95881.64,489549.34,95881.64,95881.64,92606.61,64230.73,38787.49,25443.24,0.3961,8034.55,10745.39,2378.29,2279.39,23437.62,2005.62,0.0312,-4358.65,-8589.37,-8589.37,-0.1337,59167.6,0.1251,0.1673,3.1623617744079566,792.971975308642,314.1140740740741,24.76074074074074,Watch,Normal,Normal,5063.130000000005
2026-02-01,S021,Himaxx Changsha Warehouse 21,Changsha,Central China,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,High Profit,6863,27.0,Mature,Suburban Mall,58929.88,352204.81,58929.88,58929.88,56759.15,44161.25,32137.86,12023.39,0.2723,9135.47,16109.21,2301.79,3630.93,31177.41,-19154.02,-0.4337,-28899.36,-36539.22,-36539.22,-0.8274,114512.91,0.2069,0.3648,6.43468599737724,1635.601851851852,445.3107407407407,-709.4081481481481,Loss Making,High Rent Pressure,High Payroll Pressure,-70351.66
2026-02-01,S022,Himaxx Xiamen Warehouse 22,Xiamen,South China,Himaxx Warehouse Outlet,Mall Warehouse,At Risk,16432,66.0,Ramp-up,Outlet Cluster,48441.29,257579.85,48441.29,48441.29,46109.27,33255.35,20638.44,12616.91,0.3794,18555.24,29345.43,4096.16,9398.92,61395.75,-48778.84,-1.4668,-72120.42,-88886.81,-88886.81,-2.6729,161825.44,0.558,0.8824,2.0238163339824733,503.8689393939394,191.16530303030302,-739.0733333333333,Loss Making,High Rent Pressure,High Payroll Pressure,-128570.09
2026-02-01,S023,Himaxx Changsha Warehouse 23,Changsha,Central China,Himaxx Warehouse Outlet,Mall Warehouse,Stable,17644,71.0,Mature,Industrial Park,70474.44,355943.52,70474.44,70474.44,68110.34,48509.64,27688.98,20820.66,0.4292,17269.87,26142.99,4803.89,4134.25,52351.01,-31530.35,-0.65,-45636.39,-54443.73,-54443.73,-1.1223,121971.57,0.356,0.5389,2.749356155066878,683.2343661971831,293.2487323943662,-444.0894366197183,Loss Making,High Rent Pressure,High Payroll Pressure,-73461.93000000001
2026-02-01,S024,Himaxx Chongqing Warehouse 24,Chongqing,West China,Himaxx Warehouse Outlet,Mall Warehouse,Loss Making,14768,59.0,Mature,Suburban Mall,45589.78,225408.59,45589.78,45589.78,42830.22,31539.31,19816.81,11722.5,0.3717,16164.18,22103.04,5447.73,5622.49,49337.45,-37614.95,-1.1926,-50564.64,-67042.35,-67042.35,-2.1257,132742.08,0.5125,0.7008,2.135652085590466,534.5645762711864,198.6864406779661,-637.5415254237288,Loss Making,High Rent Pressure,High Payroll Pressure,-101202.76999999999
2026-02-01,S025,Himaxx Hangzhou Warehouse 25,Hangzhou,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,Stable,15307,61.0,Mature,Community,75214.95,374408.04,75214.95,75214.95,71348.17,53316.13,31822.62,21493.51,0.4031,8553.09,12212.71,2066.78,3354.32,26186.89,-4693.38,-0.088,-11369.44,-15207.67,-15207.67,-0.2852,64958.39,0.1604,0.2291,3.483120794407787,874.0349180327869,352.35262295081964,-76.94065573770492,Loss Making,Normal,High Payroll Pressure,-11642.260000000002
2026-02-01,S026,Himaxx Beijing Warehouse 26,Beijing,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,High Profit,12478,50.0,Ramp-up,Suburban Mall,96540.05,459795.78,96540.05,96540.05,93206.14,69814.97,40684.58,29130.39,0.4173,9491.63,15521.46,2224.1,3943.74,31180.92,-2050.53,-0.0294,-11246.0,-17214.41,-17214.41,-0.2466,74729.35,0.136,0.2223,5.595044878987017,1396.2994,582.6078,-41.010600000000004,Loss Making,Normal,High Payroll Pressure,-4914.380000000005
2026-02-01,S027,Himaxx Chengdu Warehouse 27,Chengdu,West China,Himaxx Warehouse Outlet,Shopping Center Warehouse,Loss Making,11438,46.0,Ramp-up,Suburban Mall,25461.01,125153.27,25461.01,25461.01,24130.81,18143.93,10336.78,7807.15,0.4303,21349.02,30600.4,4779.45,4586.06,61314.93,-53507.78,-2.9491,-68145.99,-78062.54,-78062.54,-4.3024,142496.79,1.1766,1.6865,1.5862851897184822,394.43326086956523,169.72065217391304,-1163.212608695652,Loss Making,High Rent Pressure,High Payroll Pressure,-124352.86000000002
2026-02-01,S028,Himaxx Chongqing Warehouse 28,Chongqing,West China,Himaxx Warehouse Outlet,Warehouse Outlet,At Risk,17911,72.0,Mature,Outlet Cluster,53313.73,270863.04,53313.73,53313.73,51602.07,42272.77,27165.9,15106.87,0.3574,15742.43,27926.57,4845.02,3909.78,52423.81,-37316.94,-0.8828,-49252.73,-59595.21,-59595.21,-1.4098,146694.81,0.3724,0.6606,2.360156886829323,587.1218055555555,209.8176388888889,-518.2908333333334,Loss Making,High Rent Pressure,High Payroll Pressure,-104422.04000000001
2026-02-01,S029,Himaxx Suzhou Warehouse 29,Suzhou,East China,Himaxx Warehouse Outlet,Warehouse Outlet,Stable,14493,58.0,Mature,Industrial Park,64782.89,328927.28,64782.89,64782.89,61544.15,49259.41,29852.08,19407.33,0.394,10937.87,19386.96,3352.95,3358.03,37035.82,-17628.49,-0.3579,-27642.17,-34538.12,-34538.12,-0.7011,94003.79,0.222,0.3936,3.3988415096943356,849.3001724137931,334.6091379310345,-303.9394827586207,Loss Making,High Rent Pressure,High Payroll Pressure,-44744.37999999999
2026-02-01,S030,Himaxx Beijing Warehouse 30,Beijing,North China,Himaxx Warehouse Outlet,Warehouse Outlet,At Risk,12991,52.0,Mature,Transport Hub,53662.04,268882.6,53662.04,53662.04,52371.6,35806.81,20176.61,15630.2,0.4365,15281.17,16680.04,3007.5,5672.77,40641.47,-25011.27,-0.6985,-38501.34,-47140.42,-47140.42,-1.3165,93104.47,0.4268,0.4658,2.7562781925948734,688.5925,300.58076923076925,-480.98596153846154,Loss Making,High Rent Pressure,High Payroll Pressure,-57297.66
2026-02-01,S031,Himaxx Xi'an Warehouse 31,Xi'an,West China,Himaxx Warehouse Outlet,Warehouse Outlet,At Risk,17142,69.0,Mature,Suburban Mall,45394.43,231006.6,45394.43,45394.43,43095.24,31882.78,19710.75,12172.03,0.3818,11715.51,15574.68,2002.57,4196.89,33489.66,-21317.63,-0.6686,-29800.93,-36577.45,-36577.45,-1.1472,87721.06,0.3675,0.4885,1.8599218294248046,462.0692753623188,176.40623188405797,-308.95115942028986,Loss Making,High Rent Pressure,High Payroll Pressure,-55838.28
2026-02-01,S032,Himaxx Wuhan Warehouse 32,Wuhan,Central China,Himaxx Warehouse Outlet,Mall Warehouse,Stable,12940,52.0,Mature,Suburban Mall,72603.58,352933.93,72603.58,72603.58,69755.91,55097.01,33499.01,21598.0,0.392,15547.19,17665.66,2515.08,5036.15,40764.08,-19166.08,-0.3479,-27998.68,-37668.22,-37668.22,-0.6837,103990.14,0.2822,0.3206,4.257883307573416,1059.5578846153846,415.34615384615387,-368.57846153846157,Loss Making,High Rent Pressure,High Payroll Pressure,-48893.13
2026-02-01,S033,Himaxx Chongqing Warehouse 33,Chongqing,West China,Himaxx Warehouse Outlet,Mall Warehouse,At Risk,14283,57.0,Mature,Industrial Park,57247.77,291308.55,57247.77,57247.77,54828.62,39685.71,25413.97,14271.74,0.3596,15564.17,20313.79,2598.11,4368.76,42844.82,-28573.08,-0.72,-41406.06,-49313.61,-49313.61,-1.2426,119139.45,0.3922,0.5119,2.778527620247847,696.2405263157895,250.38140350877194,-501.2821052631579,Loss Making,High Rent Pressure,High Payroll Pressure,-79453.73999999999
2026-02-01,S034,Himaxx Shenzhen Warehouse 34,Shenzhen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,High Profit,20607,82.0,Mature,Suburban Mall,98588.36,483937.33,98588.36,98588.36,95563.23,71750.31,42376.88,29373.43,0.4094,10240.39,14800.99,2494.52,2892.95,30428.85,-1055.42,-0.0147,-9789.81,-16480.82,-16480.82,-0.2297,74328.39,0.1427,0.2063,3.481841607220847,875.0037804878049,358.21256097560973,-12.870975609756098,Loss Making,Normal,High Payroll Pressure,-2578.0800000000017
2026-02-01,S035,Himaxx Chongqing Warehouse 35,Chongqing,West China,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,At Risk,9562,38.0,Ramp-up,Industrial Park,48276.86,287817.92,48276.86,48276.86,46511.59,34324.42,23878.53,10445.89,0.3043,14104.96,23025.77,4443.68,3872.25,45446.66,-35000.77,-1.0197,-50167.85,-61807.85,-61807.85,-1.8007,149334.36,0.4109,0.6708,3.589669525203932,903.2742105263158,274.89184210526315,-921.072894736842,Loss Making,High Rent Pressure,High Payroll Pressure,-115009.93999999999
2026-02-01,S036,Himaxx Nanjing Warehouse 36,Nanjing,East China,Himaxx Warehouse Outlet,Warehouse Outlet,Stable,17724,71.0,Mature,Community,65038.11,334984.26,65038.11,65038.11,61819.56,52195.16,33921.45,18273.71,0.3501,11554.25,15346.66,1787.14,3682.62,32370.67,-14096.96,-0.2701,-23637.78,-30186.94,-30186.94,-0.5783,92460.27,0.2214,0.294,2.9448860302414808,735.1430985915493,257.37619718309855,-198.5487323943662,Loss Making,High Rent Pressure,High Payroll Pressure,-40265.11
2026-02-01,S037,Himaxx Shenzhen Warehouse 37,Shenzhen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,At Risk,12877,52.0,Mature,Community,42112.11,218905.5,42112.11,42112.11,40243.48,28739.42,17447.13,11292.29,0.3929,20653.99,30553.08,7048.86,7369.32,65625.25,-54332.96,-1.8905,-75829.03,-94620.48,-94620.48,-3.2924,167019.41,0.7187,1.0631,2.2318412673759416,552.6811538461538,217.1594230769231,-1044.8646153846153,Loss Making,High Rent Pressure,High Payroll Pressure,-138279.99
2026-02-01,S038,Himaxx Qingdao Warehouse 38,Qingdao,North China,Himaxx Warehouse Outlet,Warehouse Outlet,High Profit,15144,61.0,Mature,Community,75194.85,371088.74,75194.85,75194.85,71351.77,51370.72,28632.46,22738.26,0.4426,8370.51,11751.28,1491.14,1854.78,23467.71,-729.45,-0.0142,-6675.45,-10170.51,-10170.51,-0.198,53018.71,0.1629,0.2288,3.392150026413101,842.1429508196721,372.7583606557377,-11.958196721311475,Loss Making,Normal,High Payroll Pressure,-1647.989999999998
2026-02-01,S039,Himaxx Shenzhen Warehouse 39,Shenzhen,South China,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,Stable,8876,36.0,Aging,Suburban Mall,63225.57,387024.53,63225.57,63225.57,61293.11,45793.68,32659.17,13134.51,0.2868,18293.8,28896.79,5606.67,5958.84,58756.1,-45621.59,-0.9962,-60682.85,-72584.17,-72584.17,-1.585,204854.09,0.3995,0.631,5.159269941415052,1272.0466666666666,364.8475,-1267.2663888888887,Loss Making,High Rent Pressure,High Payroll Pressure,-159060.41
2026-02-01,S040,Himaxx Xiamen Warehouse 40,Xiamen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,High Profit,18860,75.0,Ramp-up,Community,84889.78,439666.88,84889.78,84889.78,81935.64,65510.43,42362.66,23147.77,0.3533,8409.14,12051.96,2671.53,2689.73,25822.36,-2674.59,-0.0408,-9463.39,-14596.39,-14596.39,-0.2228,73079.77,0.1284,0.184,3.4735116648992577,873.4724,308.63693333333333,-35.6612,Loss Making,Normal,High Payroll Pressure,-7569.340000000004
2026-02-01,S041,Himaxx Shanghai Warehouse 41,Shanghai,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,Loss Making,11105,44.0,Mature,Suburban Mall,41737.14,204084.93,41737.14,41737.14,39882.75,30317.0,18828.47,11488.53,0.3789,12993.45,19430.99,5016.96,5472.52,42913.92,-31425.39,-1.0366,-46191.1,-56648.65,-56648.65,-1.8685,113245.24,0.4286,0.6409,2.730031517334534,689.0227272727273,261.10295454545457,-714.2134090909091,Loss Making,High Rent Pressure,High Payroll Pressure,-82928.24
2026-02-01,S042,Himaxx Shanghai Warehouse 42,Shanghai,East China,Himaxx Warehouse Outlet,Community Warehouse,High Profit,13382,54.0,Mature,Suburban Mall,83506.47,425968.62,83506.47,83506.47,80226.99,62263.06,39964.95,22298.11,0.3581,5276.18,7897.22,1474.79,1247.63,15895.83,6402.28,0.1028,1823.35,-2542.99,-2542.99,-0.0408,44385.95,0.0847,0.1268,4.652746973546555,1153.0196296296297,412.92796296296297,118.56074074074074,Healthy,Normal,Normal,17877.11
2026-02-01,S043,Himaxx Hangzhou Warehouse 43,Hangzhou,East China,Himaxx Warehouse Outlet,Warehouse Outlet,Stable,12516,50.0,Mature,Suburban Mall,67021.48,344792.46,67021.48,67021.48,64292.43,48582.98,29797.11,18785.87,0.3867,10642.48,17731.12,3224.67,4844.27,36442.55,-17656.68,-0.3634,-28519.55,-35245.68,-35245.68,-0.7255,94245.7,0.2191,0.365,3.881669862575903,971.6596000000001,375.7174,-353.1336,Loss Making,High Rent Pressure,High Payroll Pressure,-45662.719999999994
2026-02-01,S044,Himaxx Changsha Warehouse 44,Changsha,Central China,Himaxx Warehouse Outlet,Community Warehouse,High Profit,13027,52.0,Mature,Transport Hub,82179.07,418830.88,82179.07,82179.07,79225.97,58005.44,35006.86,22998.58,0.3965,12001.76,18001.44,3551.56,5604.64,39159.41,-16160.83,-0.2786,-26630.19,-34314.92,-34314.92,-0.5916,98765.17,0.2069,0.3103,4.452708989022799,1115.4892307692307,442.28038461538466,-310.7851923076923,Loss Making,High Rent Pressure,High Payroll Pressure,-40759.729999999996
2026-02-01,S045,Himaxx Beijing Warehouse 45,Beijing,North China,Himaxx Warehouse Outlet,Warehouse Outlet,Stable,13930,56.0,Mature,Suburban Mall,69773.19,353299.68,69773.19,69773.19,66365.88,51024.65,31492.07,19532.58,0.3828,18198.78,26221.56,4029.61,4127.92,52577.86,-33045.28,-0.6476,-44020.48,-53345.24,-53345.24,-1.0455,137348.31,0.3567,0.5139,3.662932519741565,911.1544642857143,348.79607142857145,-590.0942857142857,Loss Making,High Rent Pressure,High Payroll Pressure,-86323.66
2026-02-01,S046,Himaxx Shanghai Warehouse 46,Shanghai,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,High Profit,11731,47.0,Mature,Transport Hub,74915.48,366327.66,74915.48,74915.48,73114.28,52410.4,28573.7,23836.7,0.4548,12611.81,18994.0,3274.28,4515.68,39395.76,-15559.06,-0.2969,-26716.44,-34191.78,-34191.78,-0.6524,86620.54,0.2406,0.3624,4.467683914414798,1115.1148936170214,507.1638297872341,-331.043829787234,Loss Making,High Rent Pressure,High Payroll Pressure,-34210.13999999999
2026-02-01,S047,Himaxx Xiamen Warehouse 47,Xiamen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,Stable,15013,60.0,Aging,Suburban Mall,69428.2,361110.88,69428.2,69428.2,66694.67,52166.46,34651.13,17515.33,0.3358,11219.69,19669.44,4100.6,2992.8,37982.52,-20467.19,-0.3923,-30564.09,-37164.37,-37164.37,-0.7124,113124.54,0.2151,0.3771,3.4747525477919137,869.441,291.92216666666667,-341.1198333333333,Loss Making,High Rent Pressure,High Payroll Pressure,-60958.079999999994
2026-02-01,S048,Himaxx Chongqing Warehouse 48,Chongqing,West China,Himaxx Warehouse Outlet,Mall Warehouse,Stable,11072,44.0,Mature,Industrial Park,54523.34,276056.66,54523.34,54523.34,51488.95,37261.04,20985.05,16275.99,0.4368,11811.41,15734.96,2484.65,3623.08,33654.1,-17378.11,-0.4664,-27167.51,-34599.55,-34599.55,-0.9286,77045.19,0.317,0.4223,3.3653395953757226,846.8418181818182,369.9088636363636,-394.9570454545455,Loss Making,High Rent Pressure,High Payroll Pressure,-39784.15
2026-02-01,S049,Himaxx Shenzhen Warehouse 49,Shenzhen,South China,Himaxx Warehouse Outlet,Warehouse Outlet,High Profit,15170,61.0,Ramp-up,Industrial Park,78448.9,401270.1,78448.9,78448.9,75122.61,57076.14,35024.38,22051.76,0.3864,10481.93,15937.63,2928.78,2576.21,31924.55,-9872.79,-0.173,-19039.68,-24824.78,-24824.78,-0.4349,82629.68,0.1836,0.2792,3.762435069215557,935.6744262295082,361.50426229508196,-161.84901639344264,Loss Making,Normal,High Payroll Pressure,-25553.539999999994
2026-02-01,S050,Himaxx Suzhou Warehouse 50,Suzhou,East China,Himaxx Warehouse Outlet,Community Warehouse,At Risk,9897,40.0,Mature,Community,55617.99,270848.48,55617.99,55617.99,52621.86,40945.74,24848.29,16097.45,0.3931,13976.3,27545.41,4545.97,6702.21,52769.9,-36672.45,-0.8956,-51163.11,-61707.53,-61707.53,-1.5071,134226.38,0.3413,0.6727,4.1371870263716275,1023.6434999999999,402.43625000000003,-916.81125,Loss Making,High Rent Pressure,High Payroll Pressure,-93280.64000000001
2026-02-01,S051,Himaxx Qingdao Warehouse 51,Qingdao,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,Stable,15036,60.0,Mature,Community,69266.2,337121.09,69266.2,69266.2,65812.24,50677.58,29015.74,21661.84,0.4274,10333.6,15362.14,2010.81,3719.16,31425.71,-9763.87,-0.1927,-17662.13,-24040.14,-24040.14,-0.4744,73520.03,0.2039,0.3031,3.370416334131418,844.6263333333334,361.03066666666666,-162.73116666666667,Loss Making,High Rent Pressure,High Payroll Pressure,-22842.449999999997
2026-02-01,S052,Himaxx Shanghai Warehouse 52,Shanghai,East China,Himaxx Warehouse Outlet,Shopping Center Warehouse,Stable,12806,51.0,Mature,Suburban Mall,59297.81,286524.82,59297.81,59297.81,57543.98,43930.4,25547.37,18383.03,0.4185,11178.49,14556.44,3224.38,4145.85,33105.17,-14722.14,-0.3351,-24266.54,-29322.13,-29322.13,-0.6675,79112.27,0.2545,0.3314,3.4304544744650944,861.3803921568627,360.45156862745097,-288.6694117647059,Loss Making,High Rent Pressure,High Payroll Pressure,-35181.87
2026-02-01,S053,Himaxx Chongqing Warehouse 53,Chongqing,West China,Himaxx Warehouse Outlet,Warehouse Outlet,High Profit,18008,72.0,Aging,Transport Hub,91059.76,452903.9,91059.76,91059.76,87616.8,68477.36,42442.91,26034.45,0.3802,8876.71,12105.83,2903.53,3752.6,27638.67,-1604.22,-0.0234,-10091.33,-14510.33,-14510.33,-0.2119,72696.89,0.1296,0.1768,3.802607729897823,951.0744444444445,361.58958333333334,-22.280833333333334,Loss Making,Normal,Normal,-4219.529999999999
2026-02-01,S054,Himaxx Tianjin Warehouse 54,Tianjin,North China,Himaxx Warehouse Outlet,Community Warehouse,High Profit,11845,47.0,Ramp-up,Suburban Mall,87609.84,445774.24,87609.84,87609.84,84634.7,63872.77,39892.52,23980.25,0.3754,7359.21,11517.05,2454.4,2630.02,23960.67,19.58,0.0003,-5593.34,-11218.9,-11218.9,-0.1756,63820.62,0.1152,0.1803,5.392382439848037,1358.9951063829787,510.218085106383,0.41659574468085103,Watch,Normal,High Payroll Pressure,52.14999999999418
2026-02-01,S055,Himaxx Xiamen Warehouse 55,Xiamen,South China,Himaxx Warehouse Outlet,Mall Warehouse,High Profit,17922,72.0,New Store,Transport Hub,80138.26,403060.88,80138.26,80138.26,77440.79,58182.26,33354.05,24828.21,0.4267,13127.61,17136.82,4066.59,4633.19,38964.2,-14135.99,-0.243,-24718.42,-35386.53,-35386.53,-0.6082,91308.46,0.2256,0.2945,3.246415578618458,808.0869444444445,344.83625,-196.33319444444444,Loss Making,High Rent Pressure,High Payroll Pressure,-33126.200000000004
2026-02-01,S056,Himaxx Nanjing Warehouse 56,Nanjing,East China,Himaxx Warehouse Outlet,Warehouse Outlet,High Profit,21071,84.0,Mature,Industrial Park,69739.66,364576.42,69739.66,69739.66,67026.5,48243.2,32170.87,16072.33,0.3332,7178.06,12341.22,2604.24,1904.19,24027.72,-7955.39,-0.1649,-15427.88,-20852.58,-20852.58,-0.4322,72122.33,0.1488,0.2558,2.289554363817569,574.3238095238095,191.3372619047619,-94.70702380952382,Loss Making,Normal,High Payroll Pressure,-23879.130000000005
2026-02-01,S057,Himaxx Shanghai Warehouse 57,Shanghai,East China,Himaxx Warehouse Outlet,Warehouse Outlet,Stable,18375,74.0,New Store,Community,67171.04,344952.24,67171.04,67171.04,62845.63,47803.86,28811.65,18992.21,0.3973,20881.93,32814.08,6449.13,4683.59,64828.72,-45836.51,-0.9588,-61784.17,-72152.13,-72152.13,-1.5093,163175.49,0.4368,0.6864,2.601570612244898,645.9981081081081,256.6514864864865,-619.4122972972973,Loss Making,High Rent Pressure,High Payroll Pressure,-115371.62999999999
2026-02-01,S058,Himaxx Xiamen Warehouse 58,Xiamen,South China,Himaxx Warehouse Outlet,Shopping Center Warehouse,At Risk,17686,71.0,Mature,Outlet Cluster,48044.09,230246.71,48044.09,48044.09,45324.41,34643.43,19930.75,14712.68,0.4247,15473.84,26590.82,5000.86,4376.91,51442.42,-36729.74,-1.0602,-52719.08,-66740.11,-66740.11,-1.9265,121129.67,0.4467,0.7676,1.9588052697048512,487.9356338028169,207.22084507042254,-517.3202816901409,Loss Making,High Rent Pressure,High Payroll Pressure,-86486.23999999999
2026-02-01,S059,Himaxx Suzhou Warehouse 59,Suzhou,East China,Himaxx Warehouse Outlet,Mall Warehouse,Loss Making,13188,53.0,Mature,Suburban Mall,39633.66,203386.59,39633.66,39633.66,37070.75,27344.61,16781.28,10563.33,0.3863,18572.03,21597.97,3523.71,4083.94,47777.66,-37214.33,-1.3609,-55856.28,-67328.32,-67328.32,-2.4622,123678.93,0.6792,0.7898,2.0734463148316653,515.936037735849,199.30811320754717,-702.1571698113208,Loss Making,High Rent Pressure,High Payroll Pressure,-96334.31999999999
2026-02-01,S060,Himaxx Xi'an Warehouse 60,Xi'an,West China,Himaxx Warehouse Outlet,Mall Warehouse,High Profit,14787,59.0,Mature,Outlet Cluster,75847.16,386376.95,75847.16,75847.16,72425.33,55860.29,33613.29,22247.0,0.3983,8823.22,13793.45,2975.62,2870.92,28463.21,-6216.21,-0.1113,-14900.4,-24020.41,-24020.41,-0.43,71468.65,0.158,0.2469,3.777662135659701,946.7845762711864,377.06779661016947,-105.35949152542373,Loss Making,Normal,High Payroll Pressure,-15608.359999999993
2026-02-01,S061,Himaxx Xiamen Warehouse 61,Xiamen,South China,Himaxx Warehouse Outlet,Community Warehouse,Loss Making,12324,49.0,Ramp-up,Transport Hub,36628.97,185803.57,36628.97,36628.97,34936.02,25565.89,14958.14,10607.75,0.4149,12782.72,16204.16,2210.07,2983.25,34180.2,-23572.45,-0.922,-34979.2,-40673.59,-40673.59,-1.5909,82378.2,0.5,0.6338,2.0744798766634207,521.7528571428571,216.48469387755102,-481.0704081632653,Loss Making,High Rent Pressure,High Payroll Pressure,-56812.31
2026-02-01,S062,Himaxx Xi'an Warehouse 62,Xi'an,West China,Himaxx Warehouse Outlet,Community Warehouse,Stable,13907,56.0,Mature,Suburban Mall,80646.08,393763.13,80646.08,80646.08,76361.89,56483.47,34404.32,22079.15,0.3909,16611.19,23797.24,4660.78,5763.53,50832.75,-28753.6,-0.5091,-41797.7,-51798.08,-51798.08,-0.917,130041.7,0.2941,0.4213,4.0615136262313944,1008.6333928571429,394.27053571428576,-513.4571428571428,Loss Making,High Rent Pressure,High Payroll Pressure,-73558.23
2026-02-01,S063,Himaxx Nanjing Warehouse 63,Nanjing,East China,Himaxx Warehouse Outlet,Mall Warehouse,Loss Making,13719,55.0,New Store,Industrial Park,32749.92,169529.98,32749.92,32749.92,31085.89,23860.58,14654.77,9205.81,0.3858,22494.5,35787.03,7286.67,11870.15,77438.35,-68232.54,-2.8596,-97775.29,-114530.43,-114530.43,-4.8,200712.81,0.9427,1.4998,1.7392360959253592,433.8287272727273,167.37836363636362,-1240.5916363636363,Loss Making,High Rent Pressure,High Payroll Pressure,-176852.22999999998
2026-02-01,S064,Himaxx Guangzhou Warehouse 64,Guangzhou,South China,Himaxx Warehouse Outlet,Shopping Center Warehouse,High Profit,13727,55.0,Mature,Transport Hub,96619.6,484895.94,96619.6,96619.6,92895.02,70534.6,40558.0,29976.6,0.425,6797.64,9147.39,1386.15,1377.12,18708.3,11268.3,0.1598,6110.19,3331.31,3331.31,0.0472,44020.41,0.0964,0.1297,5.138384206308735,1282.4472727272728,545.0290909090909,204.87818181818182,Healthy,Normal,Normal,26514.190000000002
2026-02-01,S065,Himaxx Tianjin Warehouse 65,Tianjin,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,Stable,12345,49.0,Mature,Industrial Park,71357.11,347998.87,71357.11,71357.11,68169.6,52320.72,30652.93,21667.79,0.4141,17218.8,23649.79,3392.87,4812.57,49074.03,-27406.24,-0.5238,-43189.29,-52847.37,-52847.37,-1.0101,118497.94,0.3291,0.452,4.23821142162819,1067.7697959183674,442.1997959183674,-559.3110204081632,Loss Making,High Rent Pressure,High Payroll Pressure,-66177.22
2026-02-01,S066,Himaxx Tianjin Warehouse 66,Tianjin,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,At Risk,12376,50.0,Ramp-up,Industrial Park,45000.01,216135.23,45000.01,45000.01,44244.36,32558.13,18690.7,13867.43,0.4259,20287.92,30045.14,6589.78,7768.87,64691.71,-50824.28,-1.561,-66245.3,-75790.38,-75790.38,-2.3278,151884.02,0.6231,0.9228,2.6307474143503558,651.1626,277.34860000000003,-1016.4856,Loss Making,High Rent Pressure,High Payroll Pressure,-119325.88999999998
2026-02-01,S067,Himaxx Beijing Warehouse 67,Beijing,North China,Himaxx Warehouse Outlet,Shopping Center Warehouse,Stable,10848,43.0,Aging,Suburban Mall,71825.91,342348.99,71825.91,71825.91,68948.04,53102.02,30632.23,22469.79,0.4231,12481.29,16971.37,2733.44,5223.62,37409.73,-14939.94,-0.2813,-27058.75,-34137.43,-34137.43,-0.6429,88409.02,0.235,0.3196,4.895097713864306,1234.9306976744185,522.5532558139535,-347.4404651162791,Loss Making,High Rent Pressure,High Payroll Pressure,-35307.00000000001
2026-02-01,S068,Himaxx Suzhou Warehouse 68,Suzhou,East China,Himaxx Warehouse Outlet,Mall Warehouse,Stable,15607,62.0,Mature,Suburban Mall,76689.36,374537.21,76689.36,76689.36,71958.83,53563.79,31070.83,22492.96,0.4199,13000.77,23807.64,4245.61,3708.23,44762.25,-22269.29,-0.4158,-35806.74,-47321.11,-47321.11,-0.8835,106594.94,0.2427,0.4445,3.4320362657781764,863.9320967741936,362.7896774193548,-359.18209677419355,Loss Making,High Rent Pressure,High Payroll Pressure,-53031.15
